     Conf.      atom         Ref. Fx(Ha/Bohr)         Ref. Fy(Ha/Bohr)         Ref. Fz(Ha/Bohr)           NN Fx(Ha/Bohr)           NN Fy(Ha/Bohr)           NN Fz(Ha/Bohr)
        33         3               0.00000000              -0.02367181              -0.01851819               0.00000000              -0.02355385              -0.01852227
        34         1               0.00000000               0.00360552              -0.00754820               0.00000000               0.00357216              -0.00761184
        34         2               0.00000000              -0.00934110               0.00725299               0.00000000              -0.00956273               0.00727338
        34         3               0.00000000               0.00573558               0.00029521               0.00000000               0.00599057               0.00033847
        35         1               0.00000000              -0.00381214               0.00797168               0.00000000              -0.00375086               0.00802793
        35         2               0.00000000               0.00263216              -0.00506945               0.00000000               0.00325312              -0.00546174
        35         3               0.00000000               0.00117998              -0.00290223               0.00000000               0.00049774              -0.00256620
        36         1               0.00000000               0.00863397               0.01296750               0.00000000               0.00856298               0.01290230
        36         2               0.00000000              -0.00492824               0.00072841               0.00000000              -0.00506482               0.00070870
        36         3               0.00000000              -0.00370573              -0.01369591               0.00000000              -0.00349816              -0.01361101
        37         1               0.00000000               0.00277759               0.00547575               0.00000000               0.00270829               0.00524509
        37         2               0.00000000               0.01148389              -0.00008873               0.00000000               0.01129655              -0.00004359
        37         3               0.00000000              -0.01426148              -0.00538703               0.00000000              -0.01400483              -0.00520151
        38         1               0.00000000               0.00278523              -0.00012137               0.00000000               0.00272342              -0.00000325
        38         2               0.00000000               0.00143375               0.00190637               0.00000000               0.00150425               0.00180488
        38         3               0.00000000              -0.00421898              -0.00178500               0.00000000              -0.00422766              -0.00180163
        39         1               0.00000000               0.00544642               0.00834976               0.00000000               0.00538021               0.00822247
        39         2               0.00000000               0.00174744               0.00077303               0.00000000               0.00160451               0.00077813
        39         3               0.00000000              -0.00719386              -0.00912279               0.00000000              -0.00698472              -0.00900060
        40         1               0.00000000               0.00718377               0.02369463               0.00000000               0.00707605               0.02359338
        40         2               0.00000000               0.00055122              -0.00502785               0.00000000               0.00041327              -0.00506709
        40         3               0.00000000              -0.00773499              -0.01866678               0.00000000              -0.00748933              -0.01852629
        41         1               0.00000000              -0.00151181               0.00261551               0.00000000              -0.00141807               0.00245899
        41         2               0.00000000               0.00124379              -0.00216557               0.00000000               0.00138576              -0.00240570
        41         3               0.00000000               0.00026802              -0.00044995               0.00000000               0.00003231              -0.00005329
        42         1               0.00000000              -0.00760402               0.01436445               0.00000000              -0.00720014               0.01351159
        42         2               0.00000000               0.00244332              -0.01128437               0.00000000               0.00210685              -0.01061615
        42         3               0.00000000               0.00516070              -0.00308008               0.00000000               0.00509328              -0.00289544
        43         1               0.00000000              -0.00263253              -0.00083891               0.00000000              -0.00276415              -0.00055725
        43         2               0.00000000              -0.00308496              -0.00104213               0.00000000              -0.00261436              -0.00151490
        43         3               0.00000000               0.00571749               0.00188104               0.00000000               0.00537850               0.00207215
        44         1               0.00000000              -0.00153026               0.00261092               0.00000000              -0.00148998               0.00258581
        44         2               0.00000000               0.00122475              -0.00216856               0.00000000               0.00131282              -0.00227672
        44         3               0.00000000               0.00030551              -0.00044236               0.00000000               0.00017715              -0.00030909
        45         1               0.00000000              -0.00499636               0.03673479               0.00000000              -0.00452503               0.03546214
        45         2               0.00000000               0.00343922              -0.01447238               0.00000000               0.00302912              -0.01362579
        45         3               0.00000000               0.00155714              -0.02226241               0.00000000               0.00149591              -0.02183635
        46         1               0.00000000               0.00132496              -0.01504884               0.00000000               0.00110015              -0.01479831
        46         2               0.00000000              -0.01016967               0.00689574               0.00000000              -0.00999741               0.00655855
        46         3               0.00000000               0.00884471               0.00815310               0.00000000               0.00889726               0.00823976
        47         1               0.00000000               0.00936317               0.01195485               0.00000000               0.00945543               0.01178392
        47         2               0.00000000               0.00831085               0.00207286               0.00000000               0.00818687               0.00224094
        47         3               0.00000000              -0.01767402              -0.01402772               0.00000000              -0.01764230              -0.01402485
        48         1               0.00000000               0.00994163               0.02464530               0.00000000               0.00994187               0.02459043
        48         2               0.00000000               0.01773869               0.00009581               0.00000000               0.01774576               0.00011643
        48         3               0.00000000              -0.02768032              -0.02474110               0.00000000              -0.02768763              -0.02470686
        49         1               0.00000000              -0.00295851               0.03660220               0.00000000              -0.00286751               0.03619793
        49         2               0.00000000               0.04116139              -0.01506806               0.00000000               0.04096686              -0.01482627
        49         3               0.00000000              -0.03820288              -0.02153414               0.00000000              -0.03809935              -0.02137167
        50         1               0.00000000              -0.00410471               0.00346885               0.00000000              -0.00462233               0.00354458
        50         2               0.00000000               0.00306754              -0.00619685               0.00000000               0.00290200              -0.00669681
        50         3               0.00000000               0.00103717               0.00272801               0.00000000               0.00172033               0.00315223
        51         1               0.00000000              -0.00140065               0.00370321               0.00000000              -0.00139535               0.00365027
        51         2               0.00000000               0.00169898              -0.00093680               0.00000000               0.00173168              -0.00107917
        51         3               0.00000000              -0.00029833              -0.00276641               0.00000000              -0.00033634              -0.00257110
        52         1               0.00000000               0.00571406               0.00134878               0.00000000               0.00579005               0.00124745
        52         2               0.00000000               0.01196680               0.00498354               0.00000000               0.01193266               0.00509220
        52         3               0.00000000              -0.01768086              -0.00633232               0.00000000              -0.01772271              -0.00633964
        53         1               0.00000000              -0.00357722               0.01399181               0.00000000              -0.00363920               0.01369376
        53         2               0.00000000               0.00726009              -0.00888260               0.00000000               0.00712281              -0.00881105
        53         3               0.00000000              -0.00368286              -0.00510921               0.00000000              -0.00348361              -0.00488271
        54         1               0.00000000              -0.00136162               0.00230076               0.00000000              -0.00143286               0.00231129
        54         2               0.00000000               0.00138470              -0.00246032               0.00000000               0.00136941              -0.00254639
        54         3               0.00000000              -0.00002308               0.00015956               0.00000000               0.00006345               0.00023510
        55         1               0.00000000              -0.00390970               0.00679747               0.00000000              -0.00464885               0.00951166
        55         2               0.00000000               0.00558013               0.00101672               0.00000000               0.00767824              -0.00023339
        55         3               0.00000000              -0.00167043              -0.00781419               0.00000000              -0.00302939              -0.00927827
        56         1               0.00000000               0.00201017              -0.01079076               0.00000000               0.00197991              -0.01105550
        56         2               0.00000000              -0.00740935               0.00600870               0.00000000              -0.00748294               0.00608510
        56         3               0.00000000               0.00539918               0.00478205               0.00000000               0.00550304               0.00497040
        57         1               0.00000000              -0.00582566               0.01146863               0.00000000              -0.00539468               0.01118723
        57         2               0.00000000               0.01680718              -0.01348041               0.00000000               0.01626799              -0.01281115
        57         3               0.00000000              -0.01098152               0.00201178               0.00000000              -0.01087331               0.00162392
        58         1               0.00000000              -0.00272917               0.00250481               0.00000000              -0.00269634               0.00239853
        58         2               0.00000000               0.00198312              -0.00483725               0.00000000               0.00168706              -0.00451727
        58         3               0.00000000               0.00074605               0.00233244               0.00000000               0.00100928               0.00211874
        59         1               0.00000000               0.00455037              -0.00669806               0.00000000               0.00448147              -0.00683920
        59         2               0.00000000              -0.01114439               0.00786225               0.00000000              -0.01143631               0.00790211
        59         3               0.00000000               0.00659402              -0.00116419               0.00000000               0.00695485              -0.00106291
        60         1               0.00000000              -0.00362451               0.00140119               0.00000000              -0.00507709               0.00186871
        60         2               0.00000000              -0.00324965              -0.00269288               0.00000000              -0.00323877              -0.00428810
        60         3               0.00000000               0.00687415               0.00129168               0.00000000               0.00831586               0.00241939
        61         1               0.00000000               0.00057995               0.00235953               0.00000000               0.00084006               0.00200996
        61         2               0.00000000               0.00204478               0.00041719               0.00000000               0.00186796               0.00073781
        61         3               0.00000000              -0.00262473              -0.00277672               0.00000000              -0.00270803              -0.00274777
        62         1               0.00000000               0.00139404              -0.00366592               0.00000000               0.00165741              -0.00415571
        62         2               0.00000000              -0.00089508               0.00048239               0.00000000              -0.00102378               0.00068530
        62         3               0.00000000              -0.00049896               0.00318352               0.00000000              -0.00063362               0.00347041
        63         1               0.00000000              -0.00269314              -0.00076832               0.00000000              -0.00289959              -0.00044942
        63         2               0.00000000              -0.00379839              -0.00058280               0.00000000              -0.00330127              -0.00115237
        63         3               0.00000000               0.00649153               0.00135112               0.00000000               0.00620086               0.00160179
        64         1               0.00000000              -0.00287292              -0.00826291               0.00000000              -0.00284378              -0.00857004
        64         2               0.00000000              -0.00856190               0.00049108               0.00000000              -0.00882282               0.00063716
        64         3               0.00000000               0.01143482               0.00777183               0.00000000               0.01166660               0.00793288
        65         1               0.00000000               0.00084791               0.00369436               0.00000000               0.00096270               0.00542172
        65         2               0.00000000               0.00395904               0.00177395               0.00000000               0.00549416               0.00092600
        65         3               0.00000000              -0.00480695              -0.00546831               0.00000000              -0.00645686              -0.00634772
        66         1               0.00000000               0.00666822              -0.00160503               0.00000000               0.00664068              -0.00171816
        66         2               0.00000000              -0.01098052               0.00691344               0.00000000              -0.01106156               0.00695463
        66         3               0.00000000               0.00431229              -0.00530841               0.00000000               0.00442088              -0.00523647
        67         1               0.00000000              -0.00138369               0.00238604               0.00000000              -0.00149860               0.00259863
        67         2               0.00000000               0.00136937              -0.00239027               0.00000000               0.00130369              -0.00226321
        67         3               0.00000000               0.00001432               0.00000423               0.00000000               0.00019491              -0.00033542
        68         1               0.00000000              -0.00588679               0.01877257               0.00000000              -0.00590165               0.01863396
        68         2               0.00000000               0.00823787              -0.01450326               0.00000000               0.00814109              -0.01444374
        68         3               0.00000000              -0.00235107              -0.00426931               0.00000000              -0.00223944              -0.00419021
        69         1               0.00000000              -0.00814173               0.00897944               0.00000000              -0.00750583               0.00768776
        69         2               0.00000000              -0.00333527              -0.00912928               0.00000000              -0.00477407              -0.00780917
        69         3               0.00000000               0.01147700               0.00014984               0.00000000               0.01227991               0.00012141
        70         1               0.00000000               0.00018688              -0.00034467               0.00000000               0.00041329              -0.00068674
        70         2               0.00000000              -0.00080677               0.00130742               0.00000000              -0.00100335               0.00166825
        70         3               0.00000000               0.00061989              -0.00096275               0.00000000               0.00059006              -0.00098151
        71         1               0.00000000              -0.00138284               0.00238466               0.00000000              -0.00149769               0.00259714
        71         2               0.00000000               0.00136855              -0.00238888               0.00000000               0.00130280              -0.00226172
        71         3               0.00000000               0.00001429               0.00000422               0.00000000               0.00019489              -0.00033542
        72         1               0.00000000              -0.00577903               0.00817192               0.00000000              -0.00546626               0.00880346
        72         2               0.00000000               0.00476053              -0.01537554               0.00000000               0.00550476              -0.01579542
        72         3               0.00000000               0.00101850               0.00720362               0.00000000              -0.00003850               0.00699195
        73         1               0.00000000               0.00108421              -0.01196916               0.00000000               0.00108242              -0.01219098
        73         2               0.00000000               0.01925516               0.00753508               0.00000000               0.01922714               0.00762127
        73         3               0.00000000              -0.02033937               0.00443408               0.00000000              -0.02030956               0.00456970
        74         1               0.00000000              -0.01485498               0.02917658               0.00000000              -0.01487936               0.02911466
        74         2               0.00000000               0.02126204              -0.02838075               0.00000000               0.02128351              -0.02836555
        74         3               0.00000000              -0.00640706              -0.00079583               0.00000000              -0.00640415              -0.00074911
        75         1               0.00000000               0.00269255              -0.00106492               0.00000000               0.00276148              -0.00125946
        75         2               0.00000000               0.00663421               0.00268925               0.00000000               0.00646613               0.00285230
        75         3               0.00000000              -0.00932676              -0.00162433               0.00000000              -0.00922761              -0.00159283
        76         1               0.00000000              -0.00223501               0.02103278               0.00000000              -0.00224958               0.02100775
        76         2               0.00000000               0.01472579              -0.01370230               0.00000000               0.01450782              -0.01369506
        76         3               0.00000000              -0.01249078              -0.00733049               0.00000000              -0.01225824              -0.00731269
        77         1               0.00000000              -0.00093255               0.00764548               0.00000000              -0.00091932               0.00732387
        77         2               0.00000000               0.00350032              -0.00469791               0.00000000               0.00332500              -0.00452206
        77         3               0.00000000              -0.00256778              -0.00294756               0.00000000              -0.00240568              -0.00280181
        78         1               0.00000000              -0.02557051               0.03124124               0.00000000              -0.02584403               0.03094728
        78         2               0.00000000               0.01969767              -0.03670146               0.00000000               0.01948519              -0.03683744
        78         3               0.00000000               0.00587284               0.00546022               0.00000000               0.00635884               0.00589016
        79         1               0.00000000              -0.00290373               0.00274661               0.00000000              -0.00292850               0.00287090
        79         2               0.00000000               0.00105145              -0.00389522               0.00000000               0.00104377              -0.00387878
        79         3               0.00000000               0.00185228               0.00114861               0.00000000               0.00188473               0.00100788
        80         1               0.00000000               0.00135857              -0.01047460               0.00000000               0.00138448              -0.01086286
        80         2               0.00000000              -0.01026074               0.00490926               0.00000000              -0.01061023               0.00507162
        80         3               0.00000000               0.00890217               0.00556534               0.00000000               0.00922575               0.00579124
        81         1               0.00000000              -0.00165334              -0.00100733               0.00000000              -0.00160512              -0.00119990
        81         2               0.00000000              -0.00130904              -0.00138046               0.00000000              -0.00143551              -0.00127840
        81         3               0.00000000               0.00296238               0.00238778               0.00000000               0.00304063               0.00247830
        82         1               0.00000000              -0.01204073               0.01113243               0.00000000              -0.01161122               0.00974588
        82         2               0.00000000               0.01756699              -0.01794800               0.00000000               0.01692726              -0.01700155
        82         3               0.00000000              -0.00552626               0.00681556               0.00000000              -0.00531604               0.00725567
        83         1               0.00000000              -0.00317634               0.00125203               0.00000000              -0.00367460               0.00105087
        83         2               0.00000000              -0.00148001              -0.00269573               0.00000000              -0.00197692              -0.00298127
        83         3               0.00000000               0.00465635               0.00144370               0.00000000               0.00565152               0.00193040
        84         1               0.00000000              -0.00017043               0.00010904               0.00000000              -0.00020216              -0.00038096
        84         2               0.00000000              -0.00087415               0.00111420               0.00000000              -0.00124564               0.00118434
        84         3               0.00000000               0.00104459              -0.00122324               0.00000000               0.00144780              -0.00080338
        85         1               0.00000000              -0.00318268               0.00330780               0.00000000              -0.00314162               0.00305753
        85         2               0.00000000              -0.00148251              -0.00182897               0.00000000              -0.00130605              -0.00199576
        85         3               0.00000000               0.00466519              -0.00147883               0.00000000               0.00444768              -0.00106176
        86         1               0.00000000               0.00196882               0.00236785               0.00000000               0.00242048               0.00246522
        86         2               0.00000000               0.00383000              -0.00715870               0.00000000               0.00416790              -0.00701699
        86         3               0.00000000              -0.00579882               0.00479085               0.00000000              -0.00658837               0.00455178
        87         1               0.00000000               0.00184260              -0.01523342               0.00000000               0.00140893              -0.01510503
        87         2               0.00000000              -0.01197333               0.00741949               0.00000000              -0.01159015               0.00695501
        87         3               0.00000000               0.01013073               0.00781393               0.00000000               0.01018122               0.00815002
        88         1               0.00000000              -0.00025784               0.00609356               0.00000000              -0.00024948               0.00580473
        88         2               0.00000000               0.00712215              -0.00229773               0.00000000               0.00681134              -0.00219028
