     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
       121         3               -16138.86659048               -16138.86666412                    0.00002454
       122         3               -16138.85822375               -16138.85841108                    0.00006244
       123         3               -16138.88400395               -16138.88394811                   -0.00001861
       124         3               -16138.88400394               -16138.88394810                   -0.00001861
       125         3               -16138.88400527               -16138.88394925                   -0.00001867
       126         3               -16138.58129890               -16138.58128857                   -0.00000344
       127         3               -16138.58130323               -16138.58128817                   -0.00000502
       128         3               -16138.58434326               -16138.58434604                    0.00000092
       129         3               -16138.87172408               -16138.87167091                   -0.00001772
       130         3               -16138.86043844               -16138.86051762                    0.00002639
       131         3               -16138.58574018               -16138.58576077                    0.00000686
       132         3               -16138.58570704               -16138.58571616                    0.00000304
       133         3               -16138.88331546               -16138.88341892                    0.00003449
       134         3               -16138.88036132               -16138.88039135                    0.00001001
       135         3               -16138.87204505               -16138.87196077                   -0.00002809
       136         3               -16138.88351363               -16138.88355528                    0.00001388
       137         3               -16138.58789899               -16138.58789336                   -0.00000188
       138         3               -16138.58883319               -16138.58882142                   -0.00000392
       139         3               -16138.88043728               -16138.88040485                   -0.00001081
       140         3               -16138.58660516               -16138.58660237                   -0.00000093
       141         3               -16138.58436783               -16138.58437146                    0.00000121
       142         3               -16138.58387992               -16138.58389853                    0.00000620
       143         3               -16138.57821378               -16138.57820752                   -0.00000208
       144         3               -16138.88400521               -16138.88394934                   -0.00001862
       145         3               -16138.58141083               -16138.58143251                    0.00000723
       146         3               -16138.58018193               -16138.58025458                    0.00002422
       147         3               -16138.58574244               -16138.58573051                   -0.00000397
       148         3               -16138.58017954               -16138.58018387                    0.00000144
       149         3               -16138.86782767               -16138.86773624                   -0.00003048
       150         3               -16138.85919296               -16138.85932609                    0.00004438
       151         3               -16138.85445030               -16138.85464573                    0.00006514
       152         3               -16138.58289835               -16138.58288512                   -0.00000441
       153         3               -16138.58790017               -16138.58789486                   -0.00000177
       154         3               -16138.88098463               -16138.88089152                   -0.00003104
       155         3               -16138.87665491               -16138.87663719                   -0.00000591
       156         3               -16138.88053652               -16138.88083895                    0.00010081
       157         3               -16138.58488398               -16138.58487745                   -0.00000218
       158         3               -16138.58761089               -16138.58761516                    0.00000142
       159         3               -16138.84744208               -16138.84744658                    0.00000150
       160         3               -16138.88400518               -16138.88394931                   -0.00001862
       161         3               -16138.58449650               -16138.58449693                    0.00000015
       162         3               -16138.87964337               -16138.87970093                    0.00001919
       163         3               -16138.86381841               -16138.86377146                   -0.00001565
       164         3               -16138.58781796               -16138.58784343                    0.00000849
       165         3               -16138.57564831               -16138.57559489                   -0.00001781
       166         3               -16138.88329162               -16138.88340944                    0.00003927
       167         3               -16138.58759787               -16138.58760204                    0.00000139
       168         3               -16138.87658316               -16138.87660790                    0.00000825
       169         3               -16138.88400394               -16138.88394810                   -0.00001861
       170         3               -16138.58539771               -16138.58541323                    0.00000517
       171         3               -16138.87457004               -16138.87450746                   -0.00002086
       172         3               -16138.88019575               -16138.88019173                   -0.00000134
       173         3               -16138.58891229               -16138.58890253                   -0.00000325
       174         3               -16138.57667797               -16138.57670481                    0.00000895
       175         3               -16138.88272821               -16138.88261108                   -0.00003904
       176         3               -16138.87316134               -16138.87314709                   -0.00000475
       177         3               -16138.58506613               -16138.58504521                   -0.00000697
       178         3               -16138.58532391               -16138.58532930                    0.00000180
       179         3               -16138.86102287               -16138.86108308                    0.00002007
       180         3               -16138.58495235               -16138.58495960                    0.00000242
       181         3               -16138.88400290               -16138.88394737                   -0.00001851
       182         3               -16138.85349228               -16138.85348635                   -0.00000198
       183         3               -16138.58634461               -16138.58634280                   -0.00000060
       184         3               -16138.58481526               -16138.58478799                   -0.00000909
       185         3               -16138.58604108               -16138.58604883                    0.00000258
       186         3               -16138.88400514               -16138.88394917                   -0.00001866
       187         3               -16138.88396140               -16138.88397002                    0.00000287
       188         3               -16138.87822415               -16138.87823931                    0.00000505
       189         3               -16138.88400549               -16138.88394988                   -0.00001854
       190         3               -16138.84563092               -16138.84562121                   -0.00000324
       191         3               -16138.86171627               -16138.86174033                    0.00000802
       192         3               -16138.88285433               -16138.88277524                   -0.00002636
       193         3               -16138.87615019               -16138.87615932                    0.00000304
       194         3               -16138.88262777               -16138.88261421                   -0.00000452
       195         3               -16138.57846599               -16138.57847585                    0.00000329
       196         3               -16138.88400366               -16138.88394787                   -0.00001860
       197         3               -16138.58726062               -16138.58727659                    0.00000532
       198         3               -16138.58811518               -16138.58811865                    0.00000116
       199         3               -16138.57579980               -16138.57585695                    0.00001905
       200         3               -16138.85852926               -16138.85875338                    0.00007471
       201         3               -16138.57867874               -16138.57865250                   -0.00000875
       202         3               -16138.85542880               -16138.85562265                    0.00006462
       203         3               -16138.87365583               -16138.87368402                    0.00000940
       204         3               -16138.85860445               -16138.85865817                    0.00001791
       205         3               -16138.87838042               -16138.87837379                   -0.00000221
       206         3               -16138.58510808               -16138.58512034                    0.00000409
       207         3               -16138.58763314               -16138.58762315                   -0.00000333
       208         3               -16138.58025833               -16138.58025660                   -0.00000057
       209         3               -16138.88197876               -16138.88188712                   -0.00003054
       210         3               -16138.85658155               -16138.85676195                    0.00006013
       211         3               -16138.87978698               -16138.87982988                    0.00001430
       212         3               -16138.58114866               -16138.58106505                   -0.00002787
       213         3               -16138.87542109               -16138.87546377                    0.00001422
       214         3               -16138.86577222               -16138.86570217                   -0.00002335
       215         3               -16138.57594490               -16138.57593640                   -0.00000284
       216         3               -16138.84031774               -16138.84018696                   -0.00004359
       217         3               -16138.58513676               -16138.58513491                   -0.00000061
       218         3               -16138.87501633               -16138.87502010                    0.00000126
       219         3               -16138.85154264               -16138.85170563                    0.00005433
       220         3               -16138.58681879               -16138.58682950                    0.00000357
       221         3               -16138.87726715               -16138.87728412                    0.00000566
       222         3               -16138.58635582               -16138.58634929                   -0.00000218
       223         3               -16138.87547827               -16138.87552238                    0.00001470
       224         3               -16138.58682310               -16138.58682912                    0.00000201
       225         3               -16138.58227642               -16138.58226604                   -0.00000346
       226         3               -16138.87231755               -16138.87222745                   -0.00003003
       227         3               -16138.57735151               -16138.57742815                    0.00002555
       228         3               -16138.84049361               -16138.84067929                    0.00006189
       229         3               -16138.86656958               -16138.86643612                   -0.00004449
       230         3               -16138.88400368               -16138.88394789                   -0.00001860
       231         3               -16138.87052610               -16138.87044178                   -0.00002811
       232         3               -16138.57603965               -16138.57602176                   -0.00000596
       233         3               -16138.57406871               -16138.57411244                    0.00001458
       234         3               -16138.58825226               -16138.58825405                    0.00000060
       235         3               -16138.58126451               -16138.58124050                   -0.00000800
       236         3               -16138.58500589               -16138.58503681                    0.00001031
       237         3               -16138.57883714               -16138.57883926                    0.00000070
       238         3               -16138.58275570               -16138.58274246                   -0.00000441
       239         3               -16138.58564548               -16138.58565786                    0.00000413
       240         3               -16138.58788106               -16138.58788339                    0.00000078
       241         3               -16138.58841013               -16138.58842215                    0.00000401
       242         3               -16138.87297046               -16138.87288372                   -0.00002891
       243         3               -16138.88277712               -16138.88270431                   -0.00002427
       244         3               -16138.58397605               -16138.58398202                    0.00000199
       245         3               -16138.87954462               -16138.87964120                    0.00003219
       246         3               -16138.86563535               -16138.86553979                   -0.00003185
       247         3               -16138.58827368               -16138.58826136                   -0.00000411
       248         3               -16138.58685714               -16138.58686126                    0.00000137
       249         3               -16138.88121564               -16138.88111146                   -0.00003473
       250         3               -16138.87646547               -16138.87652273                    0.00001908
       251         3               -16138.58773331               -16138.58773512                    0.00000060
       252         3               -16138.58559748               -16138.58559593                   -0.00000052
       253         3               -16138.58563544               -16138.58565654                    0.00000703
       254         3               -16138.88400539               -16138.88394979                   -0.00001853
       255         3               -16138.85766009               -16138.85784747                    0.00006246
       256         3               -16138.85233693               -16138.85245314                    0.00003874
       257         3               -16138.83875503               -16138.83867335                   -0.00002723
       258         3               -16138.58670044               -16138.58669194                   -0.00000283
       259         3               -16138.58445239               -16138.58445923                    0.00000228
       260         3               -16138.88345669               -16138.88355024                    0.00003118
       261         3               -16138.58489745               -16138.58489040                   -0.00000235
       262         3               -16138.57751123               -16138.57750895                   -0.00000076
       263         3               -16138.88400348               -16138.88394758                   -0.00001863
       264         3               -16138.85819841               -16138.85839027                    0.00006395
       265         3               -16138.58721303               -16138.58720907                   -0.00000132
       266         3               -16138.87522014               -16138.87517042                   -0.00001657
       267         3               -16138.88400521               -16138.88394923                   -0.00001866
       268         3               -16138.87260180               -16138.87248244                   -0.00003979
       269         3               -16138.57480033               -16138.57481519                    0.00000495
       270         3               -16138.57910265               -16138.57910009                   -0.00000086
       271         3               -16138.85602047               -16138.85596591                   -0.00001818
       272         3               -16138.57947001               -16138.57950967                    0.00001322
       273         3               -16138.88257592               -16138.88272015                    0.00004808
       274         3               -16138.58510119               -16138.58512249                    0.00000710
       275         3               -16138.57950549               -16138.57955090                    0.00001514
       276         3               -16138.84973848               -16138.84991475                    0.00005876
       277         3               -16138.83996457               -16138.83980280                   -0.00005392
       278         3               -16138.58537250               -16138.58538753                    0.00000501
       279         3               -16138.88400526               -16138.88394924                   -0.00001867
       280         3               -16138.58802410               -16138.58803320                    0.00000304
       281         3               -16138.57408553               -16138.57408706                    0.00000051
       282         3               -16138.86749091               -16138.86749543                    0.00000151
       283         3               -16138.58886547               -16138.58885364                   -0.00000394
       284         3               -16138.58573628               -16138.58573854                    0.00000075
       285         3               -16138.88393812               -16138.88396059                    0.00000749
       286         3               -16138.88400526               -16138.88394924                   -0.00001867
       287         3               -16138.88181878               -16138.88172806                   -0.00003024
       288         3               -16138.57833855               -16138.57836837                    0.00000994
       289         3               -16138.87623455               -16138.87619931                   -0.00001175
       290         3               -16138.88400549               -16138.88394999                   -0.00001850
       291         3               -16138.58295295               -16138.58294115                   -0.00000393
       292         3               -16138.57971524               -16138.57972484                    0.00000320
       293         3               -16138.58535166               -16138.58535146                   -0.00000007
       294         3               -16138.85494317               -16138.85503829                    0.00003171
       295         3               -16138.87862227               -16138.87875081                    0.00004285
       296         3               -16138.88352220               -16138.88357553                    0.00001777
       297         3               -16138.86060636               -16138.86068347                    0.00002570
       298         3               -16138.58274210               -16138.58275879                    0.00000556
       299         3               -16138.86879049               -16138.86867124                   -0.00003975
       300         3               -16138.58130632               -16138.58127401                   -0.00001077
       301         3               -16138.88399750               -16138.88399380                   -0.00000123
       302         3               -16138.88400428               -16138.88394808                   -0.00001873
       303         3               -16138.58335208               -16138.58334455                   -0.00000251
       304         3               -16138.58745457               -16138.58746689                    0.00000411
       305         3               -16138.88165550               -16138.88153702                   -0.00003949
       306         3               -16138.88381286               -16138.88380619                   -0.00000222
       307         3               -16138.86467894               -16138.86462581                   -0.00001771
       308         3               -16138.57698431               -16138.57696920                   -0.00000504
       309         3               -16138.88278732               -16138.88283097                    0.00001455
       310         3               -16138.88400368               -16138.88394808                   -0.00001853
       311         3               -16138.58788462               -16138.58789786                    0.00000441
       312         3               -16138.57983622               -16138.57980280                   -0.00001114
       313         3               -16138.57955317               -16138.57949175                   -0.00002047
       314         3               -16138.58207311               -16138.58212594                    0.00001761
       315         3               -16138.84917495               -16138.84934369                    0.00005625
       316         3               -16138.58462728               -16138.58462503                   -0.00000075
       317         3               -16138.85673657               -16138.85693383                    0.00006575
       318         3               -16138.88162188               -16138.88149173                   -0.00004338
       319         3               -16138.86520897               -16138.86514150                   -0.00002249
       320         3               -16138.58716304               -16138.58717486                    0.00000394
       321         3               -16138.88400535               -16138.88394954                   -0.00001860
       322         3               -16138.58497526               -16138.58498921                    0.00000465
       323         3               -16138.88065822               -16138.88065582                   -0.00000080
       324         3               -16138.58552493               -16138.58553638                    0.00000382
       325         3               -16138.58500806               -16138.58501847                    0.00000347
       326         3               -16138.86745979               -16138.86733778                   -0.00004067
       327         3               -16138.85747993               -16138.85770571                    0.00007526
       328         3               -16138.88400517               -16138.88394920                   -0.00001866
       329         3               -16138.58560479               -16138.58561146                    0.00000223
       330         3               -16138.57439092               -16138.57442758                    0.00001222
       331         3               -16138.58390557               -16138.58390121                   -0.00000145
       332         3               -16138.88156501               -16138.88148228                   -0.00002758
       333         3               -16138.88400367               -16138.88394798                   -0.00001856
       334         3               -16138.87734120               -16138.87744205                    0.00003362
       335         3               -16138.86910744               -16138.86898455                   -0.00004096
       336         3               -16138.85567009               -16138.85586990                    0.00006660
       337         3               -16138.88270922               -16138.88275598                    0.00001559
       338         3               -16138.88236779               -16138.88236770                   -0.00000003
       339         3               -16138.86704393               -16138.86695877                   -0.00002839
       340         3               -16138.86792288               -16138.86771307                   -0.00006994
       341         3               -16138.58650905               -16138.58651862                    0.00000319
       342         3               -16138.57553411               -16138.57548462                   -0.00001650
       343         3               -16138.58184140               -16138.58186130                    0.00000663
       344         3               -16138.84004669               -16138.83989777                   -0.00004964
       345         3               -16138.58672694               -16138.58675381                    0.00000896
       346         3               -16138.86492891               -16138.86485096                   -0.00002598
       347         3               -16138.88400369               -16138.88394790                   -0.00001860
       348         3               -16138.57407266               -16138.57403848                   -0.00001139
       349         3               -16138.87310822               -16138.87293827                   -0.00005665
       350         3               -16138.58679142               -16138.58679681                    0.00000180
       351         3               -16138.88400518               -16138.88394921                   -0.00001866
       352         3               -16138.58789664               -16138.58789042                   -0.00000207
       353         3               -16138.57487406               -16138.57481605                   -0.00001934
       354         3               -16138.58523136               -16138.58522179                   -0.00000319
       355         3               -16138.85871073               -16138.85888145                    0.00005691
       356         3               -16138.85085735               -16138.85101797                    0.00005354
       357         3               -16138.57499612               -16138.57498191                   -0.00000474
       358         3               -16138.85979208               -16138.85981435                    0.00000743
       359         3               -16138.85873565               -16138.85878089                    0.00001508
       360         3               -16138.86096305               -16138.86101821                    0.00001839
       361         3               -16138.58859759               -16138.58859737                   -0.00000007
       362         3               -16138.87577299               -16138.87572952                   -0.00001449
       363         3               -16138.57757105               -16138.57754667                   -0.00000813
       364         3               -16138.88071189               -16138.88064732                   -0.00002152
       365         3               -16138.57618239               -16138.57616064                   -0.00000725
       366         3               -16138.85993349               -16138.85993991                    0.00000214
       367         3               -16138.58722146               -16138.58722424                    0.00000093
       368         3               -16138.86376978               -16138.86384649                    0.00002557
       369         3               -16138.58265860               -16138.58265207                   -0.00000217
       370         3               -16138.86992840               -16138.86972572                   -0.00006756
       371         3               -16138.58656738               -16138.58654525                   -0.00000738
       372         3               -16138.88400524               -16138.88394927                   -0.00001866
       373         3               -16138.88400393               -16138.88394809                   -0.00001861
       374         3               -16138.85435957               -16138.85443416                    0.00002486
       375         3               -16138.88400388               -16138.88394814                   -0.00001858
       376         3               -16138.58748051               -16138.58746698                   -0.00000451
       377         3               -16138.86536075               -16138.86544596                    0.00002840
       378         3               -16138.58603580               -16138.58603371                   -0.00000069
       379         3               -16138.58602259               -16138.58601818                   -0.00000147
       380         3               -16138.87727220               -16138.87720883                   -0.00002112
       381         3               -16138.88400523               -16138.88394926                   -0.00001866
       382         3               -16138.58689441               -16138.58688837                   -0.00000201
       383         3               -16138.87069557               -16138.87057803                   -0.00003918
       384         3               -16138.58624268               -16138.58624842                    0.00000191
       385         3               -16138.58567744               -16138.58568450                    0.00000235
       386         3               -16138.58589116               -16138.58588903                   -0.00000071
       387         3               -16138.58644830               -16138.58645943                    0.00000371
       388         3               -16138.57843625               -16138.57843913                    0.00000096
       389         3               -16138.86101690               -16138.86110283                    0.00002864
       390         3               -16138.57592025               -16138.57590299                   -0.00000576
       391         3               -16138.58582515               -16138.58583613                    0.00000366
       392         3               -16138.58062756               -16138.58058585                   -0.00001390
       393         3               -16138.86413186               -16138.86413499                    0.00000104
       394         3               -16138.87922915               -16138.87932968                    0.00003351
       395         3               -16138.58768613               -16138.58768663                    0.00000017
       396         3               -16138.58486479               -16138.58489376                    0.00000966
       397         3               -16138.57386308               -16138.57389973                    0.00001222
       398         3               -16138.58916492               -16138.58914774                   -0.00000573
       399         3               -16138.58155616               -16138.58154607                   -0.00000336
       400         3               -16138.88400519               -16138.88394921                   -0.00001866
       401         3               -16138.85616485               -16138.85632761                    0.00005425
       402         3               -16138.57878910               -16138.57877078                   -0.00000611
       403         3               -16138.87441732               -16138.87446136                    0.00001468
       404         3               -16138.58824673               -16138.58824372                   -0.00000100
       405         3               -16138.84432854               -16138.84424466                   -0.00002796
