Conf.,atom,Ref. Fx(Ha/Bohr),Ref. Fy(Ha/Bohr),Ref. Fz(Ha/Bohr),NN Fx(Ha/Bohr),NN Fy(Ha/Bohr),NN Fz(Ha/Bohr)
30,3,0,-0.01330529,0.00231714,0,-0.01311735,0.00243055
31,1,0,-0.00259979,-0.00040241,0,-0.00225633,-0.00047568
31,2,0,-0.00000654,-0.00354518,0,-0.00011408,-0.00301884
31,3,0,0.00260633,0.00394759,0,0.00237041,0.00349452
32,1,0,-0.00446003,0.00405613,0,-0.00441342,0.00403147
32,2,0,0.00040911,-0.00571147,0,0.00031492,-0.00566875
32,3,0,0.00405092,0.00165534,0,0.00409851,0.00163728
33,1,0,-0.01145406,0.01713507,0,-0.01085003,0.01628947
33,2,0,0.01339991,-0.00661596,0,0.01318285,-0.00503199
33,3,0,-0.00194585,-0.01051911,0,-0.00233281,-0.01125748
34,1,0,-0.00155751,0.00270901,0,-0.00137815,0.00239267
34,2,0,0.00119568,-0.00206716,0,0.00142458,-0.00246967
34,3,0,0.00036183,-0.00064184,0,-0.00004644,0.00007699
35,1,0,-0.0034577,0.00986716,0,-0.00484091,0.01035801
35,2,0,0.00423578,-0.00626586,0,0.00383472,-0.00761782
35,3,0,-0.00077808,-0.0036013,0,0.00100619,-0.00274019
36,1,0,0.00097478,-0.00320131,0,0.00116871,-0.00358945
36,2,0,-0.0011952,0.00070135,0,-0.00133745,0.00090286
36,3,0,0.00022043,0.00249996,0,0.00016874,0.00268659
37,1,0,-0.00138353,0.0023858,0,-0.00149843,0.00259837
37,2,0,0.00136922,-0.00239003,0,0.00130352,-0.00226295
37,3,0,0.00001432,0.00000423,0,0.00019491,-0.00033542
38,1,0,-0.00712856,0.00386642,0,-0.00710703,0.00372308
38,2,0,0.00379556,-0.00830626,0,0.00377452,-0.00821072
38,3,0,0.003333,0.00443983,0,0.00333251,0.00448763
39,1,0,-0.0025378,0.00036288,0,-0.00265822,0.00044454
39,2,0,-0.00053172,-0.0031577,0,-0.0004222,-0.00333282
39,3,0,0.00306952,0.00279482,0,0.00308042,0.00288827
40,1,0,-0.01546401,0.03293511,0,-0.01554875,0.03290299
40,2,0,0.02476655,-0.03088741,0,0.02483217,-0.03093958
40,3,0,-0.00930254,-0.0020477,0,-0.00928342,-0.00196341
41,1,0,-0.00136951,0.00239045,0,-0.00130386,0.00226344
41,2,0,0.00138384,-0.00238622,0,0.00149878,-0.00259886
41,3,0,-0.00001433,-0.00000423,0,-0.00019492,0.00033542
42,1,0,-0.00137153,0.00239397,0,-0.00130594,0.00226716
42,2,0,0.00138578,-0.00238992,0,0.00150085,-0.00260268
42,3,0,-0.00001425,-0.00000405,0,-0.00019492,0.00033552
43,1,0,-0.00137004,0.00239147,0,-0.00130439,0.00226448
43,2,0,0.00138436,-0.00238727,0,0.00149931,-0.00259992
43,3,0,-0.00001432,-0.0000042,0,-0.00019492,0.00033544
44,1,0,-0.00253921,0.00239935,0,-0.00263053,0.00240554
44,2,0,0.00135582,-0.00369486,0,0.00127565,-0.00372768
44,3,0,0.00118339,0.00129551,0,0.00135488,0.00132214
45,1,0,0.01226833,0.01943141,0,0.01233778,0.01977861
45,2,0,-0.00468447,0.00442881,0,-0.00453549,0.00433722
45,3,0,-0.00758386,-0.02386022,0,-0.00780229,-0.02411583
46,1,0,-0.00388734,0.00669283,0,-0.00386548,0.00662704
46,2,0,0.02672164,-0.00592182,0,0.02664393,-0.00587038
46,3,0,-0.0228343,-0.00077101,0,-0.02277845,-0.00075665
47,1,0,0.00003382,0.00165197,0,0.00008543,0.00149863
47,2,0,0.0065516,-0.0001667,0,0.0062627,-0.00007502
47,3,0,-0.00658542,-0.00148526,0,-0.00634813,-0.00142361
48,1,0,-0.00153024,0.00261091,0,-0.00148999,0.00258584
48,2,0,0.00122474,-0.00216854,0,0.00131284,-0.00227675
48,3,0,0.0003055,-0.00044236,0,0.00017715,-0.00030909
49,1,0,-0.00250777,-0.00005883,0,-0.00222889,-0.00032464
49,2,0,-0.00231993,-0.00113183,0,-0.00251319,-0.00068058
49,3,0,0.0048277,0.00119066,0,0.00474208,0.00100523
50,1,0,-0.00946434,0.00693001,0,-0.00947151,0.00667011
50,2,0,0.00830635,-0.01257591,0,0.00835649,-0.01242076
50,3,0,0.00115799,0.0056459,0,0.00111502,0.00575065
51,1,0,-0.00171912,-0.00181083,0,-0.00167533,-0.00172728
51,2,0,-0.002406,-0.00067349,0,-0.00228757,-0.00069764
51,3,0,0.00412512,0.00248432,0,0.00396291,0.00242492
52,1,0,0.00172161,-0.01159406,0,0.00168792,-0.01190213
52,2,0,-0.00885367,0.00601539,0,-0.00901269,0.00610426
52,3,0,0.00713206,0.00557867,0,0.00732477,0.00579787
53,1,0,-0.00246133,-0.01047421,0,-0.0024087,-0.01068696
53,2,0,-0.00111543,0.00376516,0,-0.00138069,0.00393838
53,3,0,0.00357676,0.00670905,0,0.00378939,0.00674859
54,1,0,0.01057848,0.02970895,0,0.01052281,0.02943019
54,2,0,-0.00081656,-0.00607246,0,-0.00092738,-0.00598625
54,3,0,-0.00976191,-0.02363648,0,-0.00959544,-0.02344394
55,1,0,-0.00222544,-0.00116627,0,-0.00275227,-0.00163166
55,2,0,0.00443092,-0.00615485,0,0.00358441,-0.00630003
55,3,0,-0.00220549,0.00732112,0,-0.00083214,0.00793169
56,1,0,-0.00659645,0.02075507,0,-0.0071279,0.02005029
56,2,0,0.06142099,-0.01360423,0,0.06174014,-0.01366476
56,3,0,-0.05482454,-0.00715084,0,-0.05461224,-0.00638553
57,1,0,-0.00368341,0.00451615,0,-0.00452673,0.00462021
57,2,0,0.00519623,-0.00696511,0,0.00501509,-0.00783595
57,3,0,-0.00151281,0.00244896,0,-0.00048836,0.00321575
58,1,0,-0.01342817,0.01799762,0,-0.01328734,0.01811982
58,2,0,0.00682077,-0.01838216,0,0.00665452,-0.01835952
58,3,0,0.0066074,0.00038454,0,0.00663282,0.0002397
59,1,0,0.00059222,0.0038704,0,0.00084381,0.00485969
59,2,0,0.00365926,-0.00192423,0,0.00465113,-0.00212984
59,3,0,-0.00425148,-0.00194618,0,-0.00549494,-0.00272985
60,1,0,0.01168875,0.01339535,0,0.01157384,0.01312055
60,2,0,-0.00329076,0.00297473,0,-0.00326315,0.0030147
60,3,0,-0.00839799,-0.01637008,0,-0.00831069,-0.01613526
61,1,0,0.01465986,0.01591312,0,0.01481434,0.01573786
61,2,0,-0.01018482,0.00728808,0,-0.01062657,0.00755364
61,3,0,-0.00447504,-0.0232012,0,-0.00418777,-0.0232915
62,1,0,-0.00000108,-0.0129147,0,-0.00006901,-0.01318019
62,2,0,-0.01130565,0.00746776,0,-0.01149052,0.00756164
62,3,0,0.01130673,0.00544694,0,0.01155953,0.00561855
63,1,0,-0.00119553,0.00206699,0,-0.00142443,0.00246948
63,2,0,0.00155736,-0.00270884,0,0.00137799,-0.00239249
63,3,0,-0.00036183,0.00064185,0,0.00004644,-0.00007699
64,1,0,-0.00343161,0.00602307,0,-0.00423797,0.0070383
64,2,0,-0.00523767,-0.00078013,0,-0.00618547,-0.00112105
64,3,0,0.00866928,-0.00524293,0,0.01042344,-0.00591725
65,1,0,0.00080411,0.00288652,0,0.00120219,0.00284829
65,2,0,0.00323151,-0.00251813,0,0.00333268,-0.00182267
65,3,0,-0.00403562,-0.00036839,0,-0.00453487,-0.00102562
66,1,0,-0.00155413,-0.0129319,0,-0.00146416,-0.01320497
66,2,0,-0.00751258,0.00599425,0,-0.00770864,0.00623665
66,3,0,0.00906671,0.00693765,0,0.0091728,0.00696832
67,1,0,-0.00615316,0.02792091,0,-0.00632575,0.02782814
67,2,0,0.03280878,-0.02168137,0,0.03291316,-0.02178296
67,3,0,-0.02665562,-0.00623955,0,-0.02658741,-0.00604518
68,1,0,-0.00297719,0.00662631,0,-0.00433007,0.01032421
68,2,0,0.00669386,0.00483144,0,0.00943849,0.00323544
68,3,0,-0.00371667,-0.01145775,0,-0.00510842,-0.01355965
69,1,0,-0.00348393,0.00637616,0,-0.00263179,0.00784132
69,2,0,0.0026961,-0.01665348,0,0.00438177,-0.01722354
69,3,0,0.00078783,0.01027733,0,-0.00174998,0.00938222
70,1,0,-0.00128002,0.00967817,0,-0.00126355,0.00934003
70,2,0,0.00628669,-0.00663403,0,0.00604658,-0.00642489
70,3,0,-0.00500667,-0.00304413,0,-0.00478303,-0.00291513
71,1,0,-0.00495773,0.01342664,0,-0.00396362,0.01269083
71,2,0,0.01161912,-0.00060342,0,0.01117288,-0.00015051
71,3,0,-0.00666138,-0.01282322,0,-0.00720926,-0.01254033
72,1,0,-0.00389274,0.00993358,0,-0.00388163,0.01004123
72,2,0,-0.00202703,-0.00785281,0,-0.00202544,-0.00790038
72,3,0,0.00591977,-0.00208077,0,0.00590708,-0.00214084
73,1,0,-0.00574146,0.01490378,0,-0.00511974,0.01320488
73,2,0,-0.00406121,-0.00754363,0,-0.00550762,-0.00612906
73,3,0,0.00980267,-0.00736015,0,0.01062736,-0.00707582
74,1,0,0.00146488,0.0033792,0,0.00159764,0.00449904
74,2,0,0.00368278,0.00029012,0,0.00472639,-0.00005775
74,3,0,-0.00514766,-0.00366932,0,-0.00632403,-0.00444129
75,1,0,-0.00313982,-0.00086713,0,-0.00332164,-0.00125875
75,2,0,-0.00119625,-0.00304062,0,-0.00169273,-0.00299605
75,3,0,0.00433607,0.00390775,0,0.00501438,0.0042548
76,1,0,-0.00193033,0.00190299,0,-0.00201563,0.00200439
76,2,0,0.0011348,-0.00292397,0,0.00122608,-0.00309388
76,3,0,0.00079553,0.00102098,0,0.00078955,0.00108949
77,1,0,0.0019633,0.00339231,0,0.00200207,0.00514468
77,2,0,0.00374687,-0.00126685,0,0.00533682,-0.00196561
77,3,0,-0.00571017,-0.00212547,0,-0.00733889,-0.00317908
78,1,0,0.00099065,0.00281164,0,0.00111957,0.003151
78,2,0,0.00242702,0.00460702,0,0.00276547,0.00469033
78,3,0,-0.00341767,-0.00741867,0,-0.00388504,-0.00784133
79,1,0,0.00784019,0.02455042,0,0.00772737,0.02445073
79,2,0,0.00063238,-0.00484385,0,0.00051806,-0.00488736
79,3,0,-0.00847258,-0.01970657,0,-0.00824543,-0.01956338
80,1,0,-0.00359204,0.02897757,0,-0.00358606,0.02877673
80,2,0,0.00701305,-0.01503888,0,0.00691624,-0.01495248
80,3,0,-0.00342101,-0.01393868,0,-0.00333018,-0.01382425
81,1,0,0.00687734,-0.00282287,0,0.00675922,-0.00295186
81,2,0,-0.01197896,0.00837261,0,-0.01217144,0.00836746
81,3,0,0.00510162,-0.00554974,0,0.00541222,-0.0054156
82,1,0,-0.00263935,0.00176217,0,-0.00275543,0.00192884
82,2,0,0.00123982,-0.00402885,0,0.0013957,-0.00425455
82,3,0,0.00139953,0.00226668,0,0.00135973,0.00232571
83,1,0,-0.00437787,0.00684321,0,-0.0040534,0.00875602
83,2,0,0.00350026,-0.01029095,0,0.00533273,-0.01111505
83,3,0,0.00087761,0.00344774,0,-0.00127934,0.00235903
84,1,0,-0.00561999,0.00149212,0,-0.00559674,0.00130195
84,2,0,0.02798464,-0.00323283,0,0.02765424,-0.0031503
84,3,0,-0.02236465,0.00174071,0,-0.02205751,0.00184835
85,1,0,-0.00199707,-0.00165045,0,-0.00175825,-0.00214122
85,2,0,-0.00015592,-0.0030371,0,-0.00057724,-0.0025332
85,3,0,0.002153,0.00468755,0,0.00233548,0.00467442
86,1,0,-0.00649906,-0.00190017,0,-0.00645775,-0.00215949
86,2,0,-0.00543379,-0.0043693,0,-0.00563458,-0.00420114
86,3,0,0.01193285,0.00626947,0,0.01209233,0.00636064
87,1,0,0.00541684,0.00724649,0,0.00546277,0.00711891
87,2,0,0.01617385,0.00255635,0,0.01610535,0.00264827
87,3,0,-0.0215907,-0.00980284,0,-0.02156812,-0.00976718
88,1,0,-0.00569097,0.01608385,0,-0.00533789,0.01547008
88,2,0,0.00894902,-0.01196485,0,0.00859403,-0.01136716
88,3,0,-0.00325805,-0.004119,0,-0.00325614,-0.00410293
89,1,0,-0.00284361,-0.00837614,0,-0.00281629,-0.00869024
89,2,0,-0.00864041,0.00056004,0,-0.00890873,0.00070709
89,3,0,0.01148403,0.0078161,0,0.01172502,0.00798314
90,1,0,-0.00399602,-0.00222016,0,-0.00406173,-0.00252405
90,2,0,-0.00425638,-0.00284966,0,-0.00448907,-0.00278526
90,3,0,0.0082524,0.00506982,0,0.0085508,0.00530931
91,1,0,-0.00462166,0.00133592,0,-0.00454887,0.00116765
91,2,0,-0.00033924,-0.0047927,0,-0.00045249,-0.00466227
91,3,0,0.0049609,0.00345679,0,0.00500136,0.00349462
92,1,0,0.00607692,0.00103024,0,0.00608312,0.00074768
92,2,0,-0.00957884,0.00451589,0,-0.00973671,0.00465562
92,3,0,0.00350192,-0.00554613,0,0.00365359,-0.00540329
93,1,0,-0.00386118,0.00387036,0,-0.0045793,0.00404963
93,2,0,0.00050429,-0.00468232,0,0.00020861,-0.00533536
93,3,0,0.00335689,0.00081196,0,0.00437069,0.00128573
94,1,0,-0.00463892,0.0128535,0,-0.00366511,0.0121063
94,2,0,0.01131273,0.00034272,0,0.0108829,0.00085863
94,3,0,-0.00667381,-0.01319622,0,-0.00721779,-0.01296494
95,1,0,-0.00199217,-0.00132809,0,-0.00201073,-0.00141267
95,2,0,0.01164353,-0.00051091,0,0.01148018,-0.00049979
95,3,0,-0.00965136,0.001839,0,-0.00946945,0.00191246
96,1,0,0.00726026,0.002303,0,0.00734024,0.00225656
96,2,0,-0.00981511,0.00698104,0,-0.01017558,0.00713358
96,3,0,0.00255485,-0.00928404,0,0.00283534,-0.00939014
97,1,0,-0.00279519,-0.00007294,0,-0.00312817,-0.00016391
97,2,0,-0.0044847,-0.00023484,0,-0.00459972,-0.00055802
97,3,0,0.00727989,0.00030777,0,0.00772789,0.00072193
98,1,0,-0.00122479,0.0021686,0,-0.00131281,0.00227665
98,2,0,0.00153032,-0.00261096,0,0.00148997,-0.00258574
98,3,0,-0.00030552,0.00044236,0,-0.00017716,0.00030909
99,1,0,-0.00120073,0.00207589,0,-0.00142968,0.00247683
99,2,0,0.00155719,-0.00270871,0,0.00137728,-0.00239332
99,3,0,-0.00035646,0.00063281,0,0.0000524,-0.00008351
100,1,0,-0.01015039,0.01406437,0,-0.01011336,0.01392406
100,2,0,0.00930233,-0.01628584,0,0.00922495,-0.0161782
100,3,0,0.00084806,0.00222147,0,0.00088842,0.00225414
101,1,0,0.00311118,0.00034832,0,0.00302578,0.00014622
101,2,0,-0.00939111,0.00222552,0,-0.00950423,0.00226347
101,3,0,0.00627993,-0.00257384,0,0.00647844,-0.00240969
102,1,0,0.00011114,-0.00205253,0,0.00022944,-0.0023598
102,2,0,-0.00171143,0.0010206,0,-0.00189931,0.00123572
102,3,0,0.00160029,0.00103194,0,0.00166987,0.00112408
103,1,0,-0.00160249,0.00512378,0,-0.00152248,0.00562719
103,2,0,0.00348435,0.00188455,0,0.00394844,0.00181425
103,3,0,-0.00188186,-0.00700833,0,-0.00242596,-0.00744145
104,1,0,-0.00138134,0.00238223,0,-0.00149614,0.00259451
104,2,0,0.00136715,-0.00238637,0,0.00130128,-0.00225907
104,3,0,0.00001419,0.00000414,0,0.00019486,-0.00033544
105,1,0,0.00360512,0.0123219,0,0.00365458,0.01210474
105,2,0,0.0016836,-0.00363472,0,0.00155666,-0.00347647
105,3,0,-0.00528872,-0.00868718,0,-0.00521124,-0.00862827
106,1,0,0.01800538,0.02749179,0,0.0180555,0.02745984
106,2,0,0.00591419,0.0009391,0,0.00593906,0.00099109
106,3,0,-0.02391956,-0.02843088,0,-0.02399455,-0.02845093
107,1,0,-0.00216508,0.0071168,0,-0.00214374,0.00677443
107,2,0,0.0049363,-0.00592925,0,0.00473351,-0.00571434
107,3,0,-0.00277123,-0.00118754,0,-0.00258977,-0.0010601
108,1,0,-0.00122479,0.00216863,0,-0.00131273,0.00227656
108,2,0,0.0015303,-0.002611,0,0.00148988,-0.00258565
108,3,0,-0.00030551,0.00044237,0,-0.00017715,0.00030909
109,1,0,0.00127821,-0.00354506,0,0.00151998,-0.00400218
109,2,0,-0.00098167,0.00054715,0,-0.00111328,0.00074903
109,3,0,-0.00029653,0.00299791,0,-0.0004067,0.00325315
110,1,0,0.00208828,-0.00106499,0,0.00224165,-0.00132684
110,2,0,0.00029226,0.00184924,0,0.00013558,0.00211045
110,3,0,-0.00238054,-0.00078425,0,-0.00237723,-0.0007836
111,1,0,-0.00110679,0.00252423,0,-0.00147504,0.00246306
111,2,0,0.00164333,-0.00224738,0,0.00132948,-0.00240459
111,3,0,-0.00053654,-0.00027685,0,0.00014556,-0.00005848
112,1,0,-0.00361116,0.00670149,0,-0.00325069,0.00733532
112,2,0,0.00431007,-0.01230315,0,0.00506937,-0.01275304
112,3,0,-0.00069891,0.00560166,0,-0.00181868,0.00541772
113,1,0,-0.00136952,0.00239045,0,-0.00130387,0.00226344
113,2,0,0.00138384,-0.00238622,0,0.00149879,-0.00259886
113,3,0,-0.00001433,-0.00000423,0,-0.00019492,0.00033542
114,1,0,-0.00200862,0.01022815,0,-0.00200163,0.00995169
114,2,0,0.00442589,-0.00692723,0,0.00426651,-0.00677936
114,3,0,-0.00241727,-0.00330092,0,-0.00226488,-0.00317233
115,1,0,0.01201641,0.01447908,0,0.01188282,0.01419904
115,2,0,-0.00268428,0.00264075,0,-0.00263575,0.00266653
115,3,0,-0.00933213,-0.01711983,0,-0.00924707,-0.01686557
116,1,0,-0.00473491,0.01070278,0,-0.00531917,0.011027
116,2,0,0.0030585,-0.00633714,0,0.00263451,-0.00672498
116,3,0,0.00167641,-0.00436563,0,0.00268466,-0.00430202
117,1,0,-0.00326616,-0.00279367,0,-0.00330814,-0.00310459
117,2,0,-0.00437463,-0.00199961,0,-0.00462404,-0.00191565
117,3,0,0.00764079,0.00479328,0,0.00793218,0.00502024
118,1,0,-0.00386053,0.00618739,0,-0.00372539,0.00705121
118,2,0,0.00385947,-0.0074586,0,0.00469853,-0.00779819
118,3,0,0.00000106,0.00127121,0,-0.00097313,0.00074698
119,1,0,-0.00003502,0.00542984,0,-0.00004466,0.00512708
119,2,0,0.00289338,-0.00280133,0,0.00271667,-0.00265486
119,3,0,-0.00285836,-0.00262851,0,-0.00267201,-0.00247222
120,1,0,-0.00810376,0.0090968,0,-0.00745077,0.00780061
120,2,0,-0.00325664,-0.00913911,0,-0.00468025,-0.00780486
120,3,0,0.01136039,0.00004231,0,0.01213102,0.00000426
121,1,0,-0.00367079,0.00582569,0,-0.00382022,0.00704969
121,2,0,0.00423333,0.0056292,0,0.00519945,0.005151
121,3,0,-0.00056255,-0.01145489,0,-0.00137923,-0.01220069
122,1,0,-0.00606619,0.01662986,0,-0.00540341,0.01501355
122,2,0,-0.00148051,-0.0091475,0,-0.00270238,-0.00777823
122,3,0,0.0075467,-0.00748236,0,0.00810579,-0.00723532
123,1,0,-0.00122479,0.0021686,0,-0.00131279,0.00227664
123,2,0,0.00153031,-0.00261097,0,0.00148995,-0.00258572
123,3,0,-0.00030552,0.00044236,0,-0.00017715,0.00030909
124,1,0,-0.00153028,0.00261093,0,-0.00148997,0.00258578
124,2,0,0.00122477,-0.00216857,0,0.00131282,-0.0022767
124,3,0,0.00030551,-0.00044236,0,0.00017715,-0.00030909
125,1,0,-0.00124512,0.0021665,0,-0.00138741,0.00240507
125,2,0,0.00150937,-0.00261207,0,0.00141522,-0.00245715
125,3,0,-0.00026425,0.00044556,0,-0.00002782,0.00005208
126,1,0,-0.00667573,0.03332122,0,-0.00665339,0.03325365
126,2,0,0.02411512,-0.01889432,0,0.02388132,-0.01886403
126,3,0,-0.01743939,-0.0144269,0,-0.01722793,-0.01438962
127,1,0,0.00691486,0.0186322,0,0.00699274,0.01861405
127,2,0,0.02448841,-0.00042165,0,0.02448832,-0.00034181
127,3,0,-0.03140327,-0.01821054,0,-0.03148106,-0.01827224
128,1,0,0.00474616,0.02156761,0,0.00480891,0.02135582
128,2,0,0.01583766,-0.00831789,0,0.01565862,-0.00814343
128,3,0,-0.02058382,-0.01324972,0,-0.02046753,-0.01321239
129,1,0,-0.00044288,0.00450099,0,-0.00006558,0.00534547
129,2,0,0.00370336,-0.00458042,0,0.00463299,-0.00471567
129,3,0,-0.00326048,0.00007943,0,-0.00456742,-0.0006298
130,1,0,-0.00384128,0.00047781,0,-0.00541118,0.00130961
130,2,0,-0.0101361,-0.00013648,0,-0.01003269,-0.00180159
130,3,0,0.01397738,-0.00034133,0,0.01544388,0.00049199
131,1,0,-0.00137232,-0.01085121,0,-0.00136433,-0.01123313
131,2,0,-0.00739959,0.00501768,0,-0.00763546,0.00524366
131,3,0,0.00877192,0.00583354,0,0.00899979,0.00598947
132,1,0,0.01132331,0.01226974,0,0.01122982,0.01200528
132,2,0,-0.00387156,0.00329683,0,-0.00387113,0.00335139
132,3,0,-0.00745175,-0.01556657,0,-0.00735869,-0.01535667
133,1,0,0.00184462,-0.00087741,0,0.00199575,-0.00110981
133,2,0,-0.00022302,0.00253177,0,-0.00037649,0.00279167
133,3,0,-0.00162159,-0.00165436,0,-0.00161927,-0.00168186
134,1,0,0.00006018,0.00316434,0,0.00052302,0.00252491
134,2,0,0.00208082,0.00133354,0,0.0017577,0.00186221
134,3,0,-0.002141,-0.00449788,0,-0.00228072,-0.00438712
135,1,0,-0.00313835,0.00612805,0,-0.00285493,0.00682556
135,2,0,0.00425255,-0.00943048,0,0.0050247,-0.00980942
135,3,0,-0.0011142,0.00330243,0,-0.00216977,0.00298386
