     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
        90         3               -16138.58484920               -16138.58486274                    0.00000451
        91         3               -16138.88287830               -16138.88301856                    0.00004675
        92         3               -16138.84452407               -16138.84472879                    0.00006824
        93         3               -16138.85681223               -16138.85702956                    0.00007244
        94         3               -16138.58553417               -16138.58555605                    0.00000729
        95         3               -16138.86157971               -16138.86161614                    0.00001214
        96         3               -16138.88400527               -16138.88394924                   -0.00001867
        97         3               -16138.57654292               -16138.57651826                   -0.00000822
        98         3               -16138.85944850               -16138.85953404                    0.00002851
        99         3               -16138.88292820               -16138.88295301                    0.00000827
       100         3               -16138.87637745               -16138.87623002                   -0.00004914
       101         3               -16138.58537480               -16138.58536941                   -0.00000179
       102         3               -16138.58903151               -16138.58902519                   -0.00000211
       103         3               -16138.57982967               -16138.57978646                   -0.00001440
       104         3               -16138.58592466               -16138.58591195                   -0.00000423
       105         3               -16138.87623533               -16138.87628829                    0.00001765
       106         3               -16138.58500051               -16138.58499556                   -0.00000165
       107         3               -16138.87946966               -16138.87954790                    0.00002608
       108         3               -16138.58839972               -16138.58839908                   -0.00000021
       109         3               -16138.85172413               -16138.85188078                    0.00005222
       110         3               -16138.58847054               -16138.58845804                   -0.00000417
       111         3               -16138.58432927               -16138.58433259                    0.00000111
       112         3               -16138.88137913               -16138.88126642                   -0.00003757
       113         3               -16138.58647123               -16138.58648989                    0.00000622
       114         3               -16138.88313303               -16138.88307510                   -0.00001931
       115         3               -16138.58410199               -16138.58409796                   -0.00000135
       116         3               -16138.58593335               -16138.58592110                   -0.00000408
       117         3               -16138.85753628               -16138.85755746                    0.00000706
       118         3               -16138.57628114               -16138.57631075                    0.00000987
       119         3               -16138.87315124               -16138.87295984                   -0.00006380
       120         3               -16138.58342406               -16138.58341666                   -0.00000247
       121         3               -16138.88400512               -16138.88394915                   -0.00001866
       122         3               -16138.58723732               -16138.58722963                   -0.00000256
       123         3               -16138.85223125               -16138.85214248                   -0.00002959
       124         3               -16138.85286202               -16138.85277941                   -0.00002753
       125         3               -16138.57431388               -16138.57433569                    0.00000727
       126         3               -16138.86953768               -16138.86945052                   -0.00002905
       127         3               -16138.58639632               -16138.58637219                   -0.00000804
       128         3               -16138.58549592               -16138.58551842                    0.00000750
       129         3               -16138.57703254               -16138.57703390                    0.00000045
       130         3               -16138.58728251               -16138.58729195                    0.00000315
       131         3               -16138.88083505               -16138.88076018                   -0.00002496
       132         3               -16138.87330097               -16138.87334443                    0.00001448
       133         3               -16138.58437602               -16138.58437823                    0.00000074
       134         3               -16138.86919465               -16138.86915979                   -0.00001162
       135         3               -16138.87557557               -16138.87559025                    0.00000489
       136         3               -16138.58509600               -16138.58511267                    0.00000556
       137         3               -16138.88081317               -16138.88080237                   -0.00000360
       138         3               -16138.58647938               -16138.58648337                    0.00000133
       139         3               -16138.88360445               -16138.88364470                    0.00001342
       140         3               -16138.58239724               -16138.58235129                   -0.00001532
       141         3               -16138.86957739               -16138.86936077                   -0.00007221
       142         3               -16138.58255120               -16138.58259571                    0.00001484
       143         3               -16138.58869983               -16138.58869196                   -0.00000262
       144         3               -16138.58819536               -16138.58819239                   -0.00000099
       145         3               -16138.87125349               -16138.87114980                   -0.00003456
       146         3               -16138.86615640               -16138.86612818                   -0.00000941
       147         3               -16138.87655410               -16138.87653068                   -0.00000781
       148         3               -16138.58053146               -16138.58050069                   -0.00001026
       149         3               -16138.88400527               -16138.88394924                   -0.00001867
       150         3               -16138.88174512               -16138.88168389                   -0.00002041
       151         3               -16138.58837878               -16138.58836490                   -0.00000463
       152         3               -16138.83703059               -16138.83712675                    0.00003206
       153         3               -16138.87779966               -16138.87777043                   -0.00000974
       154         3               -16138.58634405               -16138.58635699                    0.00000431
       155         3               -16138.57732104               -16138.57730870                   -0.00000411
       156         3               -16138.85065659               -16138.85063283                   -0.00000792
       157         3               -16138.87841805               -16138.87833440                   -0.00002788
       158         3               -16138.58380570               -16138.58379240                   -0.00000443
       159         3               -16138.87609696               -16138.87609840                    0.00000048
       160         3               -16138.88400526               -16138.88394980                   -0.00001849
       161         3               -16138.56442131               -16138.56442938                    0.00000269
       162         3               -16138.86695326               -16138.86703654                    0.00002776
       163         3               -16138.58512187               -16138.58513057                    0.00000290
       164         3               -16138.58463711               -16138.58461430                   -0.00000760
       165         3               -16138.58638575               -16138.58638903                    0.00000109
       166         3               -16138.88311263               -16138.88319495                    0.00002744
       167         3               -16138.88400527               -16138.88394940                   -0.00001862
       168         3               -16138.88101234               -16138.88091238                   -0.00003332
       169         3               -16138.57948623               -16138.57944170                   -0.00001484
       170         3               -16138.86087991               -16138.86101405                    0.00004471
       171         3               -16138.88340037               -16138.88349826                    0.00003263
       172         3               -16138.58610782               -16138.58613568                    0.00000929
       173         3               -16138.88314979               -16138.88319966                    0.00001663
       174         3               -16138.86144766               -16138.86154998                    0.00003411
       175         3               -16138.57784043               -16138.57780420                   -0.00001208
       176         3               -16138.83708878               -16138.83717615                    0.00002912
       177         3               -16138.88307834               -16138.88320869                    0.00004345
       178         3               -16138.88005201               -16138.88006532                    0.00000444
       179         3               -16138.58767947               -16138.58770284                    0.00000779
       180         3               -16138.58370505               -16138.58370587                    0.00000027
       181         3               -16138.58224743               -16138.58227085                    0.00000781
       182         3               -16138.58559929               -16138.58557043                   -0.00000962
       183         3               -16138.86236311               -16138.86236482                    0.00000057
       184         3               -16138.58519503               -16138.58520803                    0.00000433
       185         3               -16138.88318941               -16138.88329828                    0.00003629
       186         3               -16138.58161556               -16138.58162264                    0.00000236
       187         3               -16138.58584675               -16138.58587206                    0.00000843
       188         3               -16138.84115356               -16138.84108730                   -0.00002209
       189         3               -16138.57974887               -16138.57973964                   -0.00000307
       190         3               -16138.58265012               -16138.58264350                   -0.00000220
       191         3               -16138.58301241               -16138.58301149                   -0.00000031
       192         3               -16138.86886058               -16138.86875463                   -0.00003531
       193         3               -16138.88400508               -16138.88394905                   -0.00001868
       194         3               -16138.87586997               -16138.87587685                    0.00000230
       195         3               -16138.87210630               -16138.87201623                   -0.00003002
       196         3               -16138.58825784               -16138.58825501                   -0.00000094
       197         3               -16138.85948100               -16138.85956015                    0.00002638
       198         3               -16138.88005573               -16138.88011753                    0.00002060
       199         3               -16138.58558478               -16138.58558417                   -0.00000020
       200         3               -16138.57836297               -16138.57836928                    0.00000210
       201         3               -16138.88213755               -16138.88203026                   -0.00003576
       202         3               -16138.84091825               -16138.84079952                   -0.00003958
       203         3               -16138.58711008               -16138.58710879                   -0.00000043
       204         3               -16138.88273956               -16138.88283549                    0.00003197
       205         3               -16138.86715218               -16138.86711151                   -0.00001356
       206         3               -16138.57438461               -16138.57444029                    0.00001856
       207         3               -16138.88073274               -16138.88071710                   -0.00000521
       208         3               -16138.86005001               -16138.86021632                    0.00005544
       209         3               -16138.87406438               -16138.87388971                   -0.00005822
       210         3               -16138.88367565               -16138.88374889                    0.00002441
       211         3               -16138.58501429               -16138.58497962                   -0.00001155
       212         3               -16138.58687381               -16138.58686747                   -0.00000211
       213         3               -16138.58689531               -16138.58690442                    0.00000304
       214         3               -16138.87457941               -16138.87441794                   -0.00005382
       215         3               -16138.86390269               -16138.86389755                   -0.00000171
       216         3               -16138.58231726               -16138.58232939                    0.00000404
       217         3               -16138.84744517               -16138.84763164                    0.00006216
       218         3               -16138.87641849               -16138.87637281                   -0.00001522
       219         3               -16138.88400233               -16138.88394446                   -0.00001929
       220         3               -16138.88359809               -16138.88354012                   -0.00001932
       221         3               -16138.88222239               -16138.88231276                    0.00003012
       222         3               -16138.58492236               -16138.58492779                    0.00000181
       223         3               -16138.58550820               -16138.58552617                    0.00000599
       224         3               -16138.58775981               -16138.58778523                    0.00000847
       225         3               -16138.58772153               -16138.58773175                    0.00000341
       226         3               -16138.88400394               -16138.88394810                   -0.00001861
       227         3               -16138.86700145               -16138.86708389                    0.00002748
       228         3               -16138.58399881               -16138.58400223                    0.00000114
       229         3               -16138.86652750               -16138.86659387                    0.00002212
       230         3               -16138.86923515               -16138.86900768                   -0.00007582
       231         3               -16138.56477121               -16138.56478436                    0.00000439
       232         3               -16138.58542319               -16138.58539733                   -0.00000862
       233         3               -16138.58083149               -16138.58080453                   -0.00000899
       234         3               -16138.87304497               -16138.87295904                   -0.00002864
       235         3               -16138.88369182               -16138.88366870                   -0.00000771
       236         3               -16138.57790634               -16138.57788166                   -0.00000823
       237         3               -16138.57441111               -16138.57436231                   -0.00001627
       238         3               -16138.58183656               -16138.58181515                   -0.00000714
       239         3               -16138.88268136               -16138.88267450                   -0.00000229
       240         3               -16138.88377693               -16138.88376423                   -0.00000423
       241         3               -16138.58753226               -16138.58752828                   -0.00000133
       242         3               -16138.87446762               -16138.87430520                   -0.00005414
       243         3               -16138.58079108               -16138.58074185                   -0.00001641
       244         3               -16138.58724499               -16138.58725256                    0.00000253
       245         3               -16138.58479810               -16138.58479083                   -0.00000242
       246         3               -16138.86671825               -16138.86679746                    0.00002640
       247         3               -16138.58528323               -16138.58529274                    0.00000317
       248         3               -16138.88400518               -16138.88394926                   -0.00001864
       249         3               -16138.57600984               -16138.57599001                   -0.00000661
       250         3               -16138.58243710               -16138.58246634                    0.00000975
       251         3               -16138.86584271               -16138.86575130                   -0.00003047
       252         3               -16138.58524390               -16138.58524735                    0.00000115
       253         3               -16138.58767153               -16138.58766005                   -0.00000383
       254         3               -16138.88123212               -16138.88122201                   -0.00000337
       255         3               -16138.58796868               -16138.58797677                    0.00000270
       256         3               -16138.86309296               -16138.86314496                    0.00001733
       257         3               -16138.57764616               -16138.57766829                    0.00000738
       258         3               -16138.58197703               -16138.58198542                    0.00000280
       259         3               -16138.58818314               -16138.58816220                   -0.00000698
       260         3               -16138.58724468               -16138.58725824                    0.00000452
       261         3               -16138.58492189               -16138.58490304                   -0.00000628
       262         3               -16138.87338842               -16138.87340243                    0.00000467
       263         3               -16138.58596121               -16138.58595876                   -0.00000082
       264         3               -16138.87137596               -16138.87124732                   -0.00004288
       265         3               -16138.87397873               -16138.87401456                    0.00001194
       266         3               -16138.58518203               -16138.58519070                    0.00000289
       267         3               -16138.58278430               -16138.58279073                    0.00000215
       268         3               -16138.58413995               -16138.58414201                    0.00000068
       269         3               -16138.58885315               -16138.58883090                   -0.00000741
       270         3               -16138.88125668               -16138.88115023                   -0.00003549
       271         3               -16138.57523786               -16138.57527331                    0.00001182
       272         3               -16138.58678891               -16138.58681072                    0.00000727
       273         3               -16138.58561082               -16138.58562344                    0.00000421
       274         3               -16138.86956512               -16138.86958262                    0.00000584
       275         3               -16138.87126239               -16138.87118287                   -0.00002651
       276         3               -16138.88407163               -16138.88403985                   -0.00001059
       277         3               -16138.58477187               -16138.58477551                    0.00000121
       278         3               -16138.87095171               -16138.87096936                    0.00000588
       279         3               -16138.58864790               -16138.58864537                   -0.00000085
       280         3               -16138.58013474               -16138.58014037                    0.00000188
       281         3               -16138.88380296               -16138.88374523                   -0.00001924
       282         3               -16138.88400355               -16138.88394694                   -0.00001887
       283         3               -16138.58455992               -16138.58452145                   -0.00001282
       284         3               -16138.86627183               -16138.86613331                   -0.00004617
       285         3               -16138.86425633               -16138.86419517                   -0.00002039
       286         3               -16138.58308502               -16138.58304963                   -0.00001180
       287         3               -16138.88275615               -16138.88279725                    0.00001370
       288         3               -16138.84044962               -16138.84030353                   -0.00004870
       289         3               -16138.87639901               -16138.87641526                    0.00000542
       290         3               -16138.58831952               -16138.58831882                   -0.00000023
       291         3               -16138.85293789               -16138.85298188                    0.00001466
       292         3               -16138.88400395               -16138.88394811                   -0.00001861
       293         3               -16138.84452493               -16138.84447024                   -0.00001823
       294         3               -16138.58220126               -16138.58220729                    0.00000201
       295         3               -16138.87118456               -16138.87107861                   -0.00003532
       296         3               -16138.88185935               -16138.88176818                   -0.00003039
       297         3               -16138.87456359               -16138.87458479                    0.00000707
       298         3               -16138.88395304               -16138.88394928                   -0.00000125
       299         3               -16138.86712811               -16138.86704164                   -0.00002882
       300         3               -16138.87907517               -16138.87903336                   -0.00001394
       301         3               -16138.58153641               -16138.58153359                   -0.00000094
       302         3               -16138.58717410               -16138.58719120                    0.00000570
       303         3               -16138.58481625               -16138.58482256                    0.00000210
       304         3               -16138.88387099               -16138.88390117                    0.00001006
       305         3               -16138.58035146               -16138.58034905                   -0.00000080
       306         3               -16138.57553912               -16138.57548602                   -0.00001770
       307         3               -16138.58890411               -16138.58888301                   -0.00000703
       308         3               -16138.58712499               -16138.58714398                    0.00000633
       309         3               -16138.85230272               -16138.85244346                    0.00004691
       310         3               -16138.58550462               -16138.58550669                    0.00000069
       311         3               -16138.83952527               -16138.83935781                   -0.00005582
       312         3               -16138.86681735               -16138.86690260                    0.00002842
       313         3               -16138.58730542               -16138.58730700                    0.00000053
       314         3               -16138.86090678               -16138.86101751                    0.00003691
       315         3               -16138.58315171               -16138.58317139                    0.00000656
       316         3               -16138.58075039               -16138.58072335                   -0.00000901
       317         3               -16138.86767414               -16138.86769497                    0.00000694
       318         3               -16138.85802596               -16138.85811092                    0.00002832
       319         3               -16138.58706853               -16138.58705706                   -0.00000383
       320         3               -16138.58710507               -16138.58711334                    0.00000276
       321         3               -16138.86383639               -16138.86381581                   -0.00000686
       322         3               -16138.58585474               -16138.58586167                    0.00000231
       323         3               -16138.86215917               -16138.86215377                   -0.00000180
       324         3               -16138.88400518               -16138.88394921                   -0.00001866
       325         3               -16138.87207124               -16138.87201147                   -0.00001992
       326         3               -16138.86498240               -16138.86490351                   -0.00002630
       327         3               -16138.87965753               -16138.87960390                   -0.00001788
       328         3               -16138.58889271               -16138.58887109                   -0.00000721
       329         3               -16138.84109945               -16138.84095331                   -0.00004871
       330         3               -16138.58201286               -16138.58198721                   -0.00000855
       331         3               -16138.58513972               -16138.58515875                    0.00000634
       332         3               -16138.87848321               -16138.87850954                    0.00000877
       333         3               -16138.58616981               -16138.58618099                    0.00000373
       334         3               -16138.58645396               -16138.58646030                    0.00000211
       335         3               -16138.57961496               -16138.57959463                   -0.00000678
       336         3               -16138.87806149               -16138.87817762                    0.00003871
       337         3               -16138.88400409               -16138.88394856                   -0.00001851
       338         3               -16138.57591168               -16138.57599732                    0.00002855
       339         3               -16138.58299760               -16138.58301499                    0.00000579
       340         3               -16138.88273669               -16138.88264836                   -0.00002945
       341         3               -16138.57951644               -16138.57949519                   -0.00000708
       342         3               -16138.88367407               -16138.88375914                    0.00002836
       343         3               -16138.58142539               -16138.58142988                    0.00000150
       344         3               -16138.58569537               -16138.58571033                    0.00000499
       345         3               -16138.87752441               -16138.87748019                   -0.00001474
       346         3               -16138.58213915               -16138.58211833                   -0.00000694
       347         3               -16138.58122520               -16138.58121064                   -0.00000485
       348         3               -16138.58448254               -16138.58448275                    0.00000007
       349         3               -16138.58719006               -16138.58719663                    0.00000219
       350         3               -16138.86809602               -16138.86811346                    0.00000581
       351         3               -16138.85798773               -16138.85809045                    0.00003424
       352         3               -16138.88400368               -16138.88394789                   -0.00001860
       353         3               -16138.88152366               -16138.88153754                    0.00000463
       354         3               -16138.87826593               -16138.87828640                    0.00000682
       355         3               -16138.58699907               -16138.58700148                    0.00000080
       356         3               -16138.88270229               -16138.88284577                    0.00004783
       357         3               -16138.87596317               -16138.87596976                    0.00000220
       358         3               -16138.86721114               -16138.86717864                   -0.00001083
       359         3               -16138.87040758               -16138.87029768                   -0.00003663
       360         3               -16138.86141055               -16138.86144058                    0.00001001
       361         3               -16138.58565183               -16138.58565364                    0.00000060
       362         3               -16138.58399021               -16138.58399727                    0.00000235
       363         3               -16138.88400362               -16138.88394783                   -0.00001860
       364         3               -16138.58429074               -16138.58431075                    0.00000667
       365         3               -16138.88400517               -16138.88394920                   -0.00001866
       366         3               -16138.87455708               -16138.87454576                   -0.00000377
       367         3               -16138.58549214               -16138.58549016                   -0.00000066
       368         3               -16138.88067965               -16138.88059209                   -0.00002918
       369         3               -16138.87750879               -16138.87761752                    0.00003624
       370         3               -16138.87930110               -16138.87925175                   -0.00001645
       371         3               -16138.58874657               -16138.58874866                    0.00000069
       372         3               -16138.84772429               -16138.84790615                    0.00006062
       373         3               -16138.87804171               -16138.87820254                    0.00005361
       374         3               -16138.58556458               -16138.58557638                    0.00000394
       375         3               -16138.58894646               -16138.58893648                   -0.00000333
       376         3               -16138.86006079               -16138.86014154                    0.00002692
       377         3               -16138.83946938               -16138.83964124                    0.00005729
       378         3               -16138.58739460               -16138.58739882                    0.00000141
       379         3               -16138.85671142               -16138.85689760                    0.00006206
       380         3               -16138.58563433               -16138.58565655                    0.00000741
       381         3               -16138.58113943               -16138.58120711                    0.00002256
       382         3               -16138.87106317               -16138.87101183                   -0.00001711
       383         3               -16138.87599582               -16138.87595235                   -0.00001449
       384         3               -16138.87431932               -16138.87425269                   -0.00002221
       385         3               -16138.58521926               -16138.58521785                   -0.00000047
       386         3               -16138.58424215               -16138.58425658                    0.00000481
       387         3               -16138.57965475               -16138.57968696                    0.00001074
       388         3               -16138.57875416               -16138.57881184                    0.00001922
       389         3               -16138.88213861               -16138.88225335                    0.00003825
       390         3               -16138.85035073               -16138.85031885                   -0.00001063
       391         3               -16138.58893182               -16138.58892295                   -0.00000296
       392         3               -16138.58888538               -16138.58888785                    0.00000082
       393         3               -16138.58723440               -16138.58725441                    0.00000667
       394         3               -16138.58524864               -16138.58526500                    0.00000545
       395         3               -16138.88400395               -16138.88394811                   -0.00001861
       396         3               -16138.86566165               -16138.86557911                   -0.00002751
       397         3               -16138.58080847               -16138.58080417                   -0.00000143
       398         3               -16138.87976229               -16138.87980996                    0.00001589
       399         3               -16138.58566798               -16138.58567571                    0.00000258
       400         3               -16138.58888927               -16138.58887884                   -0.00000348
       401         3               -16138.88353238               -16138.88358447                    0.00001736
       402         3               -16138.87286379               -16138.87283922                   -0.00000819
       403         3               -16138.88400368               -16138.88394789                   -0.00001860
       404         3               -16138.86359689               -16138.86361142                    0.00000484
       405         3               -16138.58528692               -16138.58527636                   -0.00000352
       406         3               -16138.87987149               -16138.87994834                    0.00002562
       407         3               -16138.85653347               -16138.85674602                    0.00007085
       408         3               -16138.85727841               -16138.85749175                    0.00007111
       409         3               -16138.84899727               -16138.84900509                    0.00000261
       410         3               -16138.88409052               -16138.88404583                   -0.00001490
       411         3               -16138.86702460               -16138.86709487                    0.00002342
       412         3               -16138.58467306               -16138.58469688                    0.00000794
       413         3               -16138.58019398               -16138.58024713                    0.00001772
       414         3               -16138.87613666               -16138.87598557                   -0.00005037
       415         3               -16138.58377008               -16138.58375598                   -0.00000470
       416         3               -16138.58058392               -16138.58061307                    0.00000972
       417         3               -16138.87171506               -16138.87164250                   -0.00002419
       418         3               -16138.84457185               -16138.84469266                    0.00004027
       419         3               -16138.87386937               -16138.87390082                    0.00001048
       420         3               -16138.58602189               -16138.58602082                   -0.00000036
       421         3               -16138.58445571               -16138.58443859                   -0.00000571
       422         3               -16138.87462266               -16138.87460997                   -0.00000423
       423         3               -16138.88301652               -16138.88313523                    0.00003957
       424         3               -16138.58230054               -16138.58229884                   -0.00000057
       425         3               -16138.58223118               -16138.58224602                    0.00000495
       426         3               -16138.86837294               -16138.86840643                    0.00001116
       427         3               -16138.88195555               -16138.88181765                   -0.00004597
       428         3               -16138.58521988               -16138.58520703                   -0.00000428
       429         3               -16138.58374005               -16138.58372597                   -0.00000469
       430         3               -16138.58786937               -16138.58788221                    0.00000428
       431         3               -16138.57862900               -16138.57860196                   -0.00000901
       432         3               -16138.57938641               -16138.57938170                   -0.00000157
       433         3               -16138.88372251               -16138.88380213                    0.00002654
       434         3               -16138.58007597               -16138.58013199                    0.00001867
       435         3               -16138.85788166               -16138.85810840                    0.00007558
       436         3               -16138.58572807               -16138.58573093                    0.00000095
       437         3               -16138.87666739               -16138.87670981                    0.00001414
       438         3               -16138.85103738               -16138.85112169                    0.00002810
       439         3               -16138.87722221               -16138.87723720                    0.00000500
       440         3               -16138.58719397               -16138.58721191                    0.00000598
       441         3               -16138.87668691               -16138.87671353                    0.00000887
       442         3               -16138.58049222               -16138.58045804                   -0.00001140
       443         3               -16138.88400369               -16138.88394800                   -0.00001856
       444         3               -16138.87580079               -16138.87577883                   -0.00000732
       445         3               -16138.87161461               -16138.87151592                   -0.00003290
       446         3               -16138.58644539               -16138.58646479                    0.00000646
       447         3               -16138.87767741               -16138.87752942                   -0.00004933
       448         3               -16138.58075411               -16138.58076226                    0.00000272
       449         3               -16138.88358769               -16138.88364793                    0.00002008
       450         3               -16138.57896805               -16138.57896744                   -0.00000020
       451         3               -16138.58354222               -16138.58354106                   -0.00000039
       452         3               -16138.58574756               -16138.58574672                   -0.00000028
       453         3               -16138.88395631               -16138.88399405                    0.00001258
       454         3               -16138.87233958               -16138.87229126                   -0.00001611
       455         3               -16138.86442808               -16138.86451682                    0.00002958
       456         3               -16138.88329890               -16138.88333172                    0.00001094
       457         3               -16138.58875196               -16138.58872994                   -0.00000734
       458         3               -16138.88042943               -16138.88035342                   -0.00002534
       459         3               -16138.57925871               -16138.57925019                   -0.00000284
       460         3               -16138.86761920               -16138.86766765                    0.00001615
       461         3               -16138.88394712               -16138.88399157                    0.00001482
       462         3               -16138.58103088               -16138.58109998                    0.00002303
       463         3               -16138.58029409               -16138.58028489                   -0.00000307
       464         3               -16138.88220037               -16138.88211630                   -0.00002802
       465         3               -16138.88351572               -16138.88345606                   -0.00001989
       466         3               -16138.88400368               -16138.88394789                   -0.00001860
       467         3               -16138.84836252               -16138.84834705                   -0.00000516
       468         3               -16138.58600474               -16138.58601778                    0.00000435
       469         3               -16138.58880023               -16138.58878812                   -0.00000404
       470         3               -16138.58588644               -16138.58588476                   -0.00000056
       471         3               -16138.88400388               -16138.88394803                   -0.00001861
       472         3               -16138.58704942               -16138.58704307                   -0.00000212
       473         3               -16138.57973503               -16138.57975654                    0.00000717
       474         3               -16138.58049066               -16138.58051604                    0.00000846
       475         3               -16138.57848636               -16138.57849902                    0.00000422
       476         3               -16138.86823515               -16138.86812937                   -0.00003526
       477         3               -16138.58663128               -16138.58663283                    0.00000052
       478         3               -16138.58434307               -16138.58432842                   -0.00000488
       479         3               -16138.86189844               -16138.86197184                    0.00002447
       480         3               -16138.87676927               -16138.87662040                   -0.00004963
       481         3               -16138.57628937               -16138.57629370                    0.00000145
       482         3               -16138.85328938               -16138.85342933                    0.00004665
       483         3               -16138.58301140               -16138.58300432                   -0.00000236
       484         3               -16138.87904937               -16138.87913079                    0.00002714
       485         3               -16138.58101186               -16138.58102426                    0.00000413
       486         3               -16138.58151076               -16138.58148609                   -0.00000822
       487         3               -16138.87392388               -16138.87395787                    0.00001133
