Conf.,atoms,Ref. total energy(Ha),NN total energy(Ha),E(Ref.) - E(NN) (Ha/atom)
215,3,-16138.8639,-16138.8639,-0.00000171
216,3,-16138.58232,-16138.58233,0.00000404
217,3,-16138.84745,-16138.84763,0.00006216
218,3,-16138.87642,-16138.87637,-0.00001522
219,3,-16138.884,-16138.88394,-0.00001929
220,3,-16138.8836,-16138.88354,-0.00001932
221,3,-16138.88222,-16138.88231,0.00003012
222,3,-16138.58492,-16138.58493,0.00000181
223,3,-16138.58551,-16138.58553,0.00000599
224,3,-16138.58776,-16138.58779,0.00000847
225,3,-16138.58772,-16138.58773,0.00000341
226,3,-16138.884,-16138.88395,-0.00001861
227,3,-16138.867,-16138.86708,0.00002748
228,3,-16138.584,-16138.584,0.00000114
229,3,-16138.86653,-16138.86659,0.00002212
230,3,-16138.86924,-16138.86901,-0.00007582
231,3,-16138.56477,-16138.56478,0.00000439
232,3,-16138.58542,-16138.5854,-0.00000862
233,3,-16138.58083,-16138.5808,-0.00000899
234,3,-16138.87304,-16138.87296,-0.00002864
235,3,-16138.88369,-16138.88367,-0.00000771
236,3,-16138.57791,-16138.57788,-0.00000823
237,3,-16138.57441,-16138.57436,-0.00001627
238,3,-16138.58184,-16138.58182,-0.00000714
239,3,-16138.88268,-16138.88267,-0.00000229
240,3,-16138.88378,-16138.88376,-0.00000423
241,3,-16138.58753,-16138.58753,-0.00000133
242,3,-16138.87447,-16138.87431,-0.00005414
243,3,-16138.58079,-16138.58074,-0.00001641
244,3,-16138.58724,-16138.58725,0.00000253
245,3,-16138.5848,-16138.58479,-0.00000242
246,3,-16138.86672,-16138.8668,0.0000264
247,3,-16138.58528,-16138.58529,0.00000317
248,3,-16138.88401,-16138.88395,-0.00001864
249,3,-16138.57601,-16138.57599,-0.00000661
250,3,-16138.58244,-16138.58247,0.00000975
251,3,-16138.86584,-16138.86575,-0.00003047
252,3,-16138.58524,-16138.58525,0.00000115
253,3,-16138.58767,-16138.58766,-0.00000383
254,3,-16138.88123,-16138.88122,-0.00000337
255,3,-16138.58797,-16138.58798,0.0000027
256,3,-16138.86309,-16138.86314,0.00001733
257,3,-16138.57765,-16138.57767,0.00000738
258,3,-16138.58198,-16138.58199,0.0000028
259,3,-16138.58818,-16138.58816,-0.00000698
260,3,-16138.58724,-16138.58726,0.00000452
261,3,-16138.58492,-16138.5849,-0.00000628
262,3,-16138.87339,-16138.8734,0.00000467
263,3,-16138.58596,-16138.58596,-0.00000082
264,3,-16138.87138,-16138.87125,-0.00004288
265,3,-16138.87398,-16138.87401,0.00001194
266,3,-16138.58518,-16138.58519,0.00000289
267,3,-16138.58278,-16138.58279,0.00000215
268,3,-16138.58414,-16138.58414,0.00000068
269,3,-16138.58885,-16138.58883,-0.00000741
270,3,-16138.88126,-16138.88115,-0.00003549
271,3,-16138.57524,-16138.57527,0.00001182
272,3,-16138.58679,-16138.58681,0.00000727
273,3,-16138.58561,-16138.58562,0.00000421
274,3,-16138.86957,-16138.86958,0.00000584
275,3,-16138.87126,-16138.87118,-0.00002651
276,3,-16138.88407,-16138.88404,-0.00001059
277,3,-16138.58477,-16138.58478,0.00000121
278,3,-16138.87095,-16138.87097,0.00000588
279,3,-16138.58865,-16138.58865,-0.00000085
280,3,-16138.58013,-16138.58014,0.00000188
281,3,-16138.8838,-16138.88375,-0.00001924
282,3,-16138.884,-16138.88395,-0.00001887
283,3,-16138.58456,-16138.58452,-0.00001282
284,3,-16138.86627,-16138.86613,-0.00004617
285,3,-16138.86426,-16138.8642,-0.00002039
286,3,-16138.58309,-16138.58305,-0.0000118
287,3,-16138.88276,-16138.8828,0.0000137
288,3,-16138.84045,-16138.8403,-0.0000487
289,3,-16138.8764,-16138.87642,0.00000542
290,3,-16138.58832,-16138.58832,-0.00000023
291,3,-16138.85294,-16138.85298,0.00001466
292,3,-16138.884,-16138.88395,-0.00001861
293,3,-16138.84452,-16138.84447,-0.00001823
294,3,-16138.5822,-16138.58221,0.00000201
295,3,-16138.87118,-16138.87108,-0.00003532
296,3,-16138.88186,-16138.88177,-0.00003039
297,3,-16138.87456,-16138.87458,0.00000707
298,3,-16138.88395,-16138.88395,-0.00000125
299,3,-16138.86713,-16138.86704,-0.00002882
300,3,-16138.87908,-16138.87903,-0.00001394
301,3,-16138.58154,-16138.58153,-0.00000094
302,3,-16138.58717,-16138.58719,0.0000057
303,3,-16138.58482,-16138.58482,0.0000021
304,3,-16138.88387,-16138.8839,0.00001006
305,3,-16138.58035,-16138.58035,-0.0000008
306,3,-16138.57554,-16138.57549,-0.0000177
307,3,-16138.5889,-16138.58888,-0.00000703
308,3,-16138.58712,-16138.58714,0.00000633
309,3,-16138.8523,-16138.85244,0.00004691
310,3,-16138.5855,-16138.58551,0.00000069
311,3,-16138.83953,-16138.83936,-0.00005582
312,3,-16138.86682,-16138.8669,0.00002842
313,3,-16138.58731,-16138.58731,0.00000053
314,3,-16138.86091,-16138.86102,0.00003691
315,3,-16138.58315,-16138.58317,0.00000656
316,3,-16138.58075,-16138.58072,-0.00000901
317,3,-16138.86767,-16138.86769,0.00000694
318,3,-16138.85803,-16138.85811,0.00002832
319,3,-16138.58707,-16138.58706,-0.00000383
320,3,-16138.58711,-16138.58711,0.00000276
321,3,-16138.86384,-16138.86382,-0.00000686
322,3,-16138.58585,-16138.58586,0.00000231
323,3,-16138.86216,-16138.86215,-0.0000018
324,3,-16138.88401,-16138.88395,-0.00001866
325,3,-16138.87207,-16138.87201,-0.00001992
326,3,-16138.86498,-16138.8649,-0.0000263
327,3,-16138.87966,-16138.8796,-0.00001788
328,3,-16138.58889,-16138.58887,-0.00000721
329,3,-16138.8411,-16138.84095,-0.00004871
330,3,-16138.58201,-16138.58199,-0.00000855
331,3,-16138.58514,-16138.58516,0.00000634
332,3,-16138.87848,-16138.87851,0.00000877
333,3,-16138.58617,-16138.58618,0.00000373
334,3,-16138.58645,-16138.58646,0.00000211
335,3,-16138.57961,-16138.57959,-0.00000678
336,3,-16138.87806,-16138.87818,0.00003871
337,3,-16138.884,-16138.88395,-0.00001851
338,3,-16138.57591,-16138.576,0.00002855
339,3,-16138.583,-16138.58301,0.00000579
340,3,-16138.88274,-16138.88265,-0.00002945
341,3,-16138.57952,-16138.5795,-0.00000708
342,3,-16138.88367,-16138.88376,0.00002836
343,3,-16138.58143,-16138.58143,0.0000015
344,3,-16138.5857,-16138.58571,0.00000499
345,3,-16138.87752,-16138.87748,-0.00001474
346,3,-16138.58214,-16138.58212,-0.00000694
347,3,-16138.58123,-16138.58121,-0.00000485
348,3,-16138.58448,-16138.58448,0.00000007
349,3,-16138.58719,-16138.5872,0.00000219
350,3,-16138.8681,-16138.86811,0.00000581
351,3,-16138.85799,-16138.85809,0.00003424
352,3,-16138.884,-16138.88395,-0.0000186
353,3,-16138.88152,-16138.88154,0.00000463
354,3,-16138.87827,-16138.87829,0.00000682
355,3,-16138.587,-16138.587,0.0000008
356,3,-16138.8827,-16138.88285,0.00004783
357,3,-16138.87596,-16138.87597,0.0000022
358,3,-16138.86721,-16138.86718,-0.00001083
359,3,-16138.87041,-16138.8703,-0.00003663
360,3,-16138.86141,-16138.86144,0.00001001
361,3,-16138.58565,-16138.58565,0.0000006
362,3,-16138.58399,-16138.584,0.00000235
363,3,-16138.884,-16138.88395,-0.0000186
364,3,-16138.58429,-16138.58431,0.00000667
365,3,-16138.88401,-16138.88395,-0.00001866
366,3,-16138.87456,-16138.87455,-0.00000377
367,3,-16138.58549,-16138.58549,-0.00000066
368,3,-16138.88068,-16138.88059,-0.00002918
369,3,-16138.87751,-16138.87762,0.00003624
370,3,-16138.8793,-16138.87925,-0.00001645
371,3,-16138.58875,-16138.58875,0.00000069
372,3,-16138.84772,-16138.84791,0.00006062
373,3,-16138.87804,-16138.8782,0.00005361
374,3,-16138.58556,-16138.58558,0.00000394
375,3,-16138.58895,-16138.58894,-0.00000333
376,3,-16138.86006,-16138.86014,0.00002692
377,3,-16138.83947,-16138.83964,0.00005729
378,3,-16138.58739,-16138.5874,0.00000141
379,3,-16138.85671,-16138.8569,0.00006206
380,3,-16138.58563,-16138.58566,0.00000741
381,3,-16138.58114,-16138.58121,0.00002256
382,3,-16138.87106,-16138.87101,-0.00001711
383,3,-16138.876,-16138.87595,-0.00001449
384,3,-16138.87432,-16138.87425,-0.00002221
385,3,-16138.58522,-16138.58522,-0.00000047
386,3,-16138.58424,-16138.58426,0.00000481
387,3,-16138.57965,-16138.57969,0.00001074
388,3,-16138.57875,-16138.57881,0.00001922
389,3,-16138.88214,-16138.88225,0.00003825
390,3,-16138.85035,-16138.85032,-0.00001063
391,3,-16138.58893,-16138.58892,-0.00000296
392,3,-16138.58889,-16138.58889,0.00000082
393,3,-16138.58723,-16138.58725,0.00000667
394,3,-16138.58525,-16138.58527,0.00000545
395,3,-16138.884,-16138.88395,-0.00001861
396,3,-16138.86566,-16138.86558,-0.00002751
397,3,-16138.58081,-16138.5808,-0.00000143
398,3,-16138.87976,-16138.87981,0.00001589
399,3,-16138.58567,-16138.58568,0.00000258
400,3,-16138.58889,-16138.58888,-0.00000348
401,3,-16138.88353,-16138.88358,0.00001736
402,3,-16138.87286,-16138.87284,-0.00000819
403,3,-16138.884,-16138.88395,-0.0000186
404,3,-16138.8636,-16138.86361,0.00000484
405,3,-16138.58529,-16138.58528,-0.00000352
406,3,-16138.87987,-16138.87995,0.00002562
407,3,-16138.85653,-16138.85675,0.00007085
408,3,-16138.85728,-16138.85749,0.00007111
409,3,-16138.849,-16138.84901,0.00000261
410,3,-16138.88409,-16138.88405,-0.0000149
411,3,-16138.86702,-16138.86709,0.00002342
412,3,-16138.58467,-16138.5847,0.00000794
413,3,-16138.58019,-16138.58025,0.00001772
414,3,-16138.87614,-16138.87599,-0.00005037
415,3,-16138.58377,-16138.58376,-0.0000047
416,3,-16138.58058,-16138.58061,0.00000972
417,3,-16138.87172,-16138.87164,-0.00002419
418,3,-16138.84457,-16138.84469,0.00004027
419,3,-16138.87387,-16138.8739,0.00001048
420,3,-16138.58602,-16138.58602,-0.00000036
421,3,-16138.58446,-16138.58444,-0.00000571
422,3,-16138.87462,-16138.87461,-0.00000423
423,3,-16138.88302,-16138.88314,0.00003957
424,3,-16138.5823,-16138.5823,-0.00000057
425,3,-16138.58223,-16138.58225,0.00000495
426,3,-16138.86837,-16138.86841,0.00001116
427,3,-16138.88196,-16138.88182,-0.00004597
428,3,-16138.58522,-16138.58521,-0.00000428
429,3,-16138.58374,-16138.58373,-0.00000469
430,3,-16138.58787,-16138.58788,0.00000428
431,3,-16138.57863,-16138.5786,-0.00000901
432,3,-16138.57939,-16138.57938,-0.00000157
433,3,-16138.88372,-16138.8838,0.00002654
434,3,-16138.58008,-16138.58013,0.00001867
435,3,-16138.85788,-16138.85811,0.00007558
436,3,-16138.58573,-16138.58573,0.00000095
437,3,-16138.87667,-16138.87671,0.00001414
438,3,-16138.85104,-16138.85112,0.0000281
439,3,-16138.87722,-16138.87724,0.000005
440,3,-16138.58719,-16138.58721,0.00000598
441,3,-16138.87669,-16138.87671,0.00000887
442,3,-16138.58049,-16138.58046,-0.0000114
443,3,-16138.884,-16138.88395,-0.00001856
444,3,-16138.8758,-16138.87578,-0.00000732
445,3,-16138.87161,-16138.87152,-0.0000329
446,3,-16138.58645,-16138.58646,0.00000646
447,3,-16138.87768,-16138.87753,-0.00004933
448,3,-16138.58075,-16138.58076,0.00000272
449,3,-16138.88359,-16138.88365,0.00002008
450,3,-16138.57897,-16138.57897,-0.0000002
451,3,-16138.58354,-16138.58354,-0.00000039
452,3,-16138.58575,-16138.58575,-0.00000028
453,3,-16138.88396,-16138.88399,0.00001258
454,3,-16138.87234,-16138.87229,-0.00001611
455,3,-16138.86443,-16138.86452,0.00002958
456,3,-16138.8833,-16138.88333,0.00001094
457,3,-16138.58875,-16138.58873,-0.00000734
458,3,-16138.88043,-16138.88035,-0.00002534
459,3,-16138.57926,-16138.57925,-0.00000284
460,3,-16138.86762,-16138.86767,0.00001615
461,3,-16138.88395,-16138.88399,0.00001482
462,3,-16138.58103,-16138.5811,0.00002303
463,3,-16138.58029,-16138.58028,-0.00000307
464,3,-16138.8822,-16138.88212,-0.00002802
465,3,-16138.88352,-16138.88346,-0.00001989
466,3,-16138.884,-16138.88395,-0.0000186
467,3,-16138.84836,-16138.84835,-0.00000516
468,3,-16138.586,-16138.58602,0.00000435
469,3,-16138.5888,-16138.58879,-0.00000404
470,3,-16138.58589,-16138.58588,-0.00000056
471,3,-16138.884,-16138.88395,-0.00001861
472,3,-16138.58705,-16138.58704,-0.00000212
473,3,-16138.57974,-16138.57976,0.00000717
474,3,-16138.58049,-16138.58052,0.00000846
475,3,-16138.57849,-16138.5785,0.00000422
476,3,-16138.86824,-16138.86813,-0.00003526
477,3,-16138.58663,-16138.58663,0.00000052
478,3,-16138.58434,-16138.58433,-0.00000488
479,3,-16138.8619,-16138.86197,0.00002447
480,3,-16138.87677,-16138.87662,-0.00004963
481,3,-16138.57629,-16138.57629,0.00000145
482,3,-16138.85329,-16138.85343,0.00004665
483,3,-16138.58301,-16138.583,-0.00000236
484,3,-16138.87905,-16138.87913,0.00002714
485,3,-16138.58101,-16138.58102,0.00000413
486,3,-16138.58151,-16138.58149,-0.00000822
487,3,-16138.87392,-16138.87396,0.00001133
488,3,-16138.8834,-16138.88344,0.00001323
489,3,-16138.5871,-16138.58709,-0.00000159
490,3,-16138.84007,-16138.83992,-0.00004982
491,3,-16138.58274,-16138.58276,0.0000063
492,3,-16138.58769,-16138.5877,0.00000105
493,3,-16138.58487,-16138.58485,-0.0000053
494,3,-16138.57742,-16138.57742,0.00000088
495,3,-16138.88401,-16138.88395,-0.00001866
496,3,-16138.8531,-16138.85328,0.00006046
497,3,-16138.58383,-16138.58379,-0.0000121
498,3,-16138.884,-16138.88395,-0.00001861
499,3,-16138.87117,-16138.87107,-0.00003419
500,3,-16138.58877,-16138.58876,-0.00000385
501,3,-16138.87466,-16138.8745,-0.00005323
502,3,-16138.86865,-16138.86869,0.00001424
503,3,-16138.58637,-16138.58637,-0.00000133
504,3,-16138.88343,-16138.88352,0.000029
505,3,-16138.58325,-16138.58324,-0.00000249
506,3,-16138.58343,-16138.58341,-0.00000796
507,3,-16138.884,-16138.88395,-0.00001855
508,3,-16138.58507,-16138.58506,-0.00000232
509,3,-16138.58436,-16138.58437,0.00000415
510,3,-16138.85877,-16138.859,0.00007372
511,3,-16138.87989,-16138.87993,0.00001354
512,3,-16138.57574,-16138.57578,0.0000148
513,3,-16138.85735,-16138.85757,0.00007498
514,3,-16138.58114,-16138.58114,-0.00000044
515,3,-16138.88053,-16138.88048,-0.00001415
516,3,-16138.58554,-16138.58555,0.00000546
517,3,-16138.85833,-16138.85854,0.00006985
518,3,-16138.88228,-16138.88227,-0.00000167
519,3,-16138.58115,-16138.58114,-0.00000451
520,3,-16138.84072,-16138.84054,-0.00005749
521,3,-16138.85164,-16138.85159,-0.00001558
522,3,-16138.58616,-16138.58617,0.00000347
523,3,-16138.57818,-16138.57818,0.00000155
524,3,-16138.58534,-16138.58535,0.00000333
525,3,-16138.58563,-16138.58565,0.00000633
526,3,-16138.58472,-16138.58474,0.00000566
527,3,-16138.85826,-16138.85841,0.00005071
528,3,-16138.58348,-16138.5835,0.00000617
529,3,-16138.884,-16138.88395,-0.00001874
530,3,-16138.58563,-16138.58562,-0.00000066
531,3,-16138.58629,-16138.58632,0.00000832
532,3,-16138.88357,-16138.88363,0.00001827
533,3,-16138.58501,-16138.58503,0.00000551
534,3,-16138.8737,-16138.87365,-0.00001688
535,3,-16138.58301,-16138.58301,-0.00000145
536,3,-16138.87742,-16138.87726,-0.00005227
537,3,-16138.84483,-16138.84476,-0.00002375
538,3,-16138.86605,-16138.866,-0.00001839
539,3,-16138.57159,-16138.57158,-0.00000157
540,3,-16138.58406,-16138.58402,-0.00001336
541,3,-16138.87209,-16138.87203,-0.00002
542,3,-16138.58705,-16138.58705,0.00000019
543,3,-16138.58564,-16138.58565,0.00000304
544,3,-16138.88401,-16138.88395,-0.00001829
545,3,-16138.83736,-16138.83754,0.00006005
546,3,-16138.58592,-16138.58592,0.00000029
547,3,-16138.8817,-16138.88175,0.00001652
548,3,-16138.86662,-16138.8667,0.00002554
549,3,-16138.88176,-16138.88169,-0.0000223
550,3,-16138.88201,-16138.88207,0.00002156
551,3,-16138.87968,-16138.87977,0.00002998
552,3,-16138.58196,-16138.58191,-0.00001732
553,3,-16138.85958,-16138.85976,0.00005993
554,3,-16138.87717,-16138.87725,0.00002846
555,3,-16138.87206,-16138.87197,-0.00003184
556,3,-16138.57877,-16138.57876,-0.00000133
557,3,-16138.58602,-16138.58603,0.00000285
558,3,-16138.88401,-16138.88395,-0.00001866
559,3,-16138.56569,-16138.56568,-0.00000495
560,3,-16138.58095,-16138.5809,-0.00001774
561,3,-16138.87216,-16138.87208,-0.00002596
562,3,-16138.88052,-16138.88053,0.00000208
563,3,-16138.88351,-16138.88359,0.00002594
564,3,-16138.884,-16138.88395,-0.00001861
565,3,-16138.88362,-16138.88368,0.00001898
566,3,-16138.88057,-16138.88057,-0.00000006
567,3,-16138.57566,-16138.57569,0.00000806
568,3,-16138.58049,-16138.58049,0.00000125
