Conf.,atom,element,Ref. charge(e),NN charge(e)
22,1,47,-0.41182098,-0.4016779
22,2,47,-0.40200172,-0.38838402
22,3,47,-0.1861773,-0.20993808
23,1,47,0.31813525,0.31186405
23,2,47,0.31101169,0.31200238
23,3,47,0.37085305,0.37613357
24,1,47,-0.37188825,-0.37404133
24,2,47,-0.48588771,-0.43351901
24,3,47,-0.14222405,-0.19243966
25,1,47,0.33315728,0.33308778
25,2,47,0.33517836,0.33581048
25,3,47,0.33166436,0.33110174
26,1,47,-0.42149068,-0.42058692
26,2,47,-0.41965522,-0.41904497
26,3,47,-0.1588541,-0.16036811
27,1,47,0.35839215,0.35042115
27,2,47,0.29099902,0.30228121
27,3,47,0.35060882,0.34729764
28,1,47,-0.42629858,-0.43549837
28,2,47,-0.40929833,-0.41038876
28,3,47,-0.16440308,-0.15411288
29,1,47,-0.3858456,-0.38591691
29,2,47,-0.45094522,-0.44680426
29,3,47,-0.16320918,-0.16727883
30,1,47,0.34512774,0.3474092
30,2,47,0.30149065,0.2974685
30,3,47,0.35338162,0.3551223
31,1,47,-0.40724771,-0.38987484
31,2,47,-0.43019711,-0.39778758
31,3,47,-0.16255518,-0.21233758
32,1,47,-0.43012733,-0.42935963
32,2,47,-0.40793043,-0.4126642
32,3,47,-0.16194223,-0.15797616
33,1,47,0.33176019,0.3309649
33,2,47,0.33655637,0.33819948
33,3,47,0.33168344,0.33083562
34,1,47,0.33525644,0.32762388
34,2,47,0.36003955,0.35422252
34,3,47,0.30470401,0.3181536
35,1,47,-0.40526998,-0.40589112
35,2,47,-0.41268479,-0.41670727
35,3,47,-0.18204524,-0.17740161
36,1,47,0.30902161,0.30550689
36,2,47,0.3620297,0.36601626
36,3,47,0.32894868,0.32847685
37,1,47,0.34429007,0.34334888
37,2,47,0.33515974,0.33404435
37,3,47,0.3205502,0.32260678
38,1,47,-0.40729132,-0.40007636
38,2,47,-0.40563608,-0.39837706
38,3,47,-0.18707261,-0.20154658
39,1,47,0.33104064,0.33006262
39,2,47,0.34747815,0.34967398
39,3,47,0.3214812,0.3202634
40,1,47,0.30676684,0.30866085
40,2,47,0.35719469,0.3561193
40,3,47,0.33603848,0.33521985
41,1,47,-0.4037734,-0.4114552
41,2,47,-0.40399057,-0.41170884
41,3,47,-0.19223604,-0.17683595
42,1,47,-0.41274938,-0.41864955
42,2,47,-0.43427433,-0.42809667
42,3,47,-0.15297629,-0.15325378
43,1,47,-0.40777072,-0.39805644
43,2,47,-0.41109344,-0.40199207
43,3,47,-0.18113585,-0.19995149
44,1,47,-0.40332384,-0.41087003
44,2,47,-0.40444075,-0.41231902
44,3,47,-0.19223542,-0.17681095
45,1,47,-0.40538791,-0.42822761
45,2,47,-0.4451485,-0.44687236
45,3,47,-0.1494636,-0.12490003
46,1,47,0.39278421,0.39106133
46,2,47,0.31328289,0.30543854
46,3,47,0.2939329,0.30350013
47,1,47,0.3427359,0.34256101
47,2,47,0.35195874,0.35162807
47,3,47,0.30530537,0.30581092
48,1,47,0.34083709,0.34410652
48,2,47,0.34914181,0.35099577
48,3,47,0.31002109,0.30489771
49,1,47,0.33792486,0.33876611
49,2,47,0.33110465,0.33066205
49,3,47,0.3309705,0.33057184
50,1,47,-0.41544876,-0.42018893
50,2,47,-0.41082631,-0.41450037
50,3,47,-0.17372492,-0.1653107
51,1,47,-0.4012869,-0.40340713
51,2,47,-0.40773667,-0.4115737
51,3,47,-0.19097644,-0.18501916
52,1,47,0.3611352,0.3582461
52,2,47,0.3477125,0.34960377
52,3,47,0.2911523,0.29215013
53,1,47,0.32314496,0.32500885
53,2,47,0.33374815,0.33294336
53,3,47,0.3431069,0.34204779
54,1,47,-0.40416143,-0.41188817
54,2,47,-0.40361526,-0.41118809
54,3,47,-0.1922233,-0.17692374
55,1,47,-0.40470223,-0.40718633
55,2,47,-0.43733224,-0.43333035
55,3,47,-0.15796553,-0.15948332
56,1,47,0.34901199,0.34732795
56,2,47,0.33761811,0.33377248
56,3,47,0.3133699,0.31889957
57,1,47,-0.42964596,-0.42838698
57,2,47,-0.41454828,-0.41644196
57,3,47,-0.15580577,-0.15517106
58,1,47,-0.40770478,-0.4004501
58,2,47,-0.40312977,-0.39433725
58,3,47,-0.18916545,-0.20521265
59,1,47,0.32955385,0.31751926
59,2,47,0.37782059,0.36703546
59,3,47,0.29262555,0.31544528
60,1,47,-0.41250673,-0.41434963
60,2,47,-0.42215404,-0.42177766
60,3,47,-0.16533922,-0.16387271
61,1,47,-0.40465135,-0.39699975
61,2,47,-0.40767525,-0.40030759
61,3,47,-0.18767341,-0.20269266
62,1,47,-0.40956185,-0.41960917
62,2,47,-0.400018,-0.41137582
62,3,47,-0.19042016,-0.16901501
63,1,47,-0.40676631,-0.39905349
63,2,47,-0.41312203,-0.4060934
63,3,47,-0.18011166,-0.19485311
64,1,47,0.31777045,0.31308139
64,2,47,0.3133673,0.31286919
64,3,47,0.36886225,0.37404941
65,1,47,-0.41280896,-0.41527308
65,2,47,-0.42281406,-0.42291141
65,3,47,-0.16437699,-0.1618155
66,1,47,0.31188509,0.31084987
66,2,47,0.37660712,0.37835363
66,3,47,0.31150779,0.3107965
67,1,47,-0.40328448,-0.41080839
67,2,47,-0.40448017,-0.41238597
67,3,47,-0.19223535,-0.17680564
68,1,47,0.31772937,0.320603
68,2,47,0.33202576,0.33079925
68,3,47,0.35024488,0.34859774
69,1,47,-0.40031025,-0.39899475
69,2,47,-0.44418421,-0.44134792
69,3,47,-0.15550555,-0.15965733
70,1,47,-0.40269691,-0.41420811
70,2,47,-0.4060791,-0.41766166
70,3,47,-0.191224,-0.16813023
71,1,47,-0.40328465,-0.41081099
71,2,47,-0.40448026,-0.41238837
71,3,47,-0.19223508,-0.17680064
72,1,47,-0.41770257,-0.41598827
72,2,47,-0.40595058,-0.39976547
72,3,47,-0.17634686,-0.18424626
73,1,47,0.39091942,0.39372942
73,2,47,0.30611085,0.30341344
73,3,47,0.30296972,0.30285714
74,1,47,0.32757825,0.32805929
74,2,47,0.31459431,0.31690246
74,3,47,0.35782744,0.35503825
75,1,47,0.34963973,0.35489894
75,2,47,0.33660275,0.33765749
75,3,47,0.31375753,0.30744357
76,1,47,0.32866109,0.32941293
76,2,47,0.33137723,0.33140527
76,3,47,0.33996169,0.3391818
77,1,47,0.32726436,0.32645405
77,2,47,0.33419606,0.3341512
77,3,47,0.33853957,0.33939476
78,1,47,0.31649181,0.31230944
78,2,47,0.2967156,0.30130092
78,3,47,0.38679258,0.38638964
79,1,47,-0.40676455,-0.39422579
79,2,47,-0.40694111,-0.3947167
79,3,47,-0.18629433,-0.21105751
80,1,47,0.33077282,0.33049471
80,2,47,0.33922575,0.33960825
80,3,47,0.33000143,0.32989704
81,1,47,-0.40687696,-0.40178659
81,2,47,-0.40521171,-0.40012933
81,3,47,-0.18791132,-0.19808407
82,1,47,-0.44947155,-0.44645703
82,2,47,-0.40695946,-0.41935824
82,3,47,-0.14356898,-0.13418472
83,1,47,-0.41004708,-0.41787078
83,2,47,-0.41401983,-0.42215967
83,3,47,-0.17593308,-0.15996955
84,1,47,-0.4022955,-0.41299308
84,2,47,-0.40650985,-0.41752057
84,3,47,-0.19119464,-0.16948634
85,1,47,-0.40256211,-0.39143276
85,2,47,-0.41321083,-0.40612218
85,3,47,-0.18422706,-0.20244506
86,1,47,-0.4205916,-0.43305284
86,2,47,-0.40155264,-0.40946402
86,3,47,-0.17785576,-0.15748313
87,1,47,0.36275847,0.34925475
87,2,47,0.3352169,0.31842715
87,3,47,0.30202462,0.3323181
88,1,47,0.33588351,0.33592216
88,2,47,0.33256638,0.33253339
88,3,47,0.33155011,0.33154445
89,1,47,-0.41531309,-0.41690536
89,2,47,-0.41432718,-0.41598041
89,3,47,-0.17035974,-0.16711423
90,1,47,0.32817598,0.32801384
90,2,47,0.35233628,0.34945996
90,3,47,0.31948774,0.32252619
91,1,47,-0.4091683,-0.41373647
91,2,47,-0.40159768,-0.40775804
91,3,47,-0.18923401,-0.17850549
92,1,47,-0.39585702,-0.39309533
92,2,47,-0.45109776,-0.46445891
92,3,47,-0.15304522,-0.14244577
93,1,47,-0.43082369,-0.42276701
93,2,47,-0.41493048,-0.41280441
93,3,47,-0.15424583,-0.16442858
94,1,47,0.34626844,0.33874186
94,2,47,0.29547671,0.31529362
94,3,47,0.35825486,0.34596453
95,1,47,-0.42780673,-0.42702426
95,2,47,-0.41215332,-0.41470135
95,3,47,-0.16003994,-0.15827438
96,1,47,-0.40398565,-0.41170392
96,2,47,-0.40377852,-0.4114637
96,3,47,-0.19223584,-0.17683238
97,1,47,0.27781239,0.28426935
97,2,47,0.32743816,0.3248766
97,3,47,0.39474944,0.39085404
98,1,47,-0.39332836,-0.39766483
98,2,47,-0.44783199,-0.44594585
98,3,47,-0.15883964,-0.15638933
99,1,47,-0.40259012,-0.40598293
99,2,47,-0.40787318,-0.41143003
99,3,47,-0.1895367,-0.18258703
100,1,47,-0.40945445,-0.4107698
100,2,47,-0.41001882,-0.41139089
100,3,47,-0.18052672,-0.17783931
101,1,47,0.31305633,0.31400818
101,2,47,0.36878114,0.36877522
101,3,47,0.31816252,0.31721661
102,1,47,0.33467158,0.33514381
102,2,47,0.33538223,0.33613578
102,3,47,0.32994619,0.3287204
103,1,47,0.30719435,0.30859906
103,2,47,0.32986987,0.33077334
103,3,47,0.36293577,0.3606276
104,1,47,0.34961195,0.35169261
104,2,47,0.29651156,0.29331169
104,3,47,0.3538765,0.3549957
105,1,47,-0.40537786,-0.40315032
105,2,47,-0.41642727,-0.41436926
105,3,47,-0.17819486,-0.18248042
106,1,47,0.33686953,0.33662342
106,2,47,0.32918616,0.32963736
106,3,47,0.33394431,0.33373922
107,1,47,-0.41194272,-0.40046204
107,2,47,-0.40379229,-0.38997385
107,3,47,-0.18426499,-0.20956411
108,1,47,0.33961243,0.34137938
108,2,47,0.3411736,0.34352408
108,3,47,0.31921398,0.31509654
109,1,47,-0.43702804,-0.43964253
109,2,47,-0.41031747,-0.40577962
109,3,47,-0.15265449,-0.15457785
110,1,47,0.32585966,0.32529381
110,2,47,0.33391643,0.33366684
110,3,47,0.3402239,0.34103935
111,1,47,0.35409457,0.34778781
111,2,47,0.34043507,0.33138069
111,3,47,0.30547036,0.32083151
112,1,47,-0.40963116,-0.40046573
112,2,47,-0.40230945,-0.39055274
112,3,47,-0.18805938,-0.20898153
113,1,47,0.34177717,0.33912432
113,2,47,0.30277545,0.30955208
113,3,47,0.35544738,0.3513236
114,1,47,-0.40291147,-0.40344907
114,2,47,-0.40628393,-0.40809215
114,3,47,-0.19080459,-0.18845878
115,1,47,0.33831969,0.33764828
115,2,47,0.34730703,0.34607702
115,3,47,0.31437329,0.3162747
116,1,47,0.34311712,0.34163578
116,2,47,0.34368003,0.34218836
116,3,47,0.31320286,0.31617586
117,1,47,-0.42412775,-0.42499761
117,2,47,-0.42016135,-0.42213658
117,3,47,-0.1557109,-0.1528658
118,1,47,0.33819517,0.33957167
118,2,47,0.33115059,0.33040976
118,3,47,0.33065424,0.33001857
119,1,47,-0.41956048,-0.41723801
119,2,47,-0.40443794,-0.39680642
119,3,47,-0.17600157,-0.18595557
120,1,47,0.32936791,0.32868409
120,2,47,0.33864271,0.33976828
120,3,47,0.33198937,0.33154763
121,1,47,-0.40402583,-0.41176598
121,2,47,-0.40373819,-0.41140001
121,3,47,-0.19223599,-0.17683401
122,1,47,0.35147518,0.3538997
122,2,47,0.33121031,0.33004468
122,3,47,0.31731451,0.31605562
123,1,47,-0.44769407,-0.46098305
123,2,47,-0.39606974,-0.39020295
123,3,47,-0.1562362,-0.148814
124,1,47,-0.4451169,-0.45907853
124,2,47,-0.39882147,-0.39629855
124,3,47,-0.15606163,-0.14462293
125,1,47,0.32355702,0.31693858
125,2,47,0.4076822,0.39812336
125,3,47,0.26876077,0.28493806
126,1,47,-0.42118306,-0.41600369
126,2,47,-0.4095853,-0.4008631
126,3,47,-0.16923165,-0.18313321
127,1,47,0.30096936,0.29478885
127,2,47,0.34559334,0.348774
127,3,47,0.35343729,0.35643715
128,1,47,0.3416765,0.34103572
128,2,47,0.32110047,0.32331009
128,3,47,0.33722303,0.33565419
129,1,47,0.37793292,0.39118171
129,2,47,0.24322837,0.21771678
129,3,47,0.3788387,0.39110152
130,1,47,0.33794866,0.33843717
130,2,47,0.33777039,0.33823816
130,3,47,0.32428094,0.32332467
131,1,47,-0.41063969,-0.40041911
131,2,47,-0.40235268,-0.38932773
131,3,47,-0.18700764,-0.21025316
132,1,47,-0.40219752,-0.40978276
132,2,47,-0.42407321,-0.43062787
132,3,47,-0.17372928,-0.15958937
133,1,47,0.33328961,0.33306637
133,2,47,0.33824356,0.3384058
133,3,47,0.32846683,0.32852783
134,1,47,-0.39181151,-0.39689888
134,2,47,-0.43823276,-0.43207805
134,3,47,-0.16995574,-0.17102307
135,1,47,-0.41267136,-0.41695509
135,2,47,-0.41048482,-0.41455524
135,3,47,-0.17684382,-0.16848967
136,1,47,0.35988088,0.36080504
136,2,47,0.30460198,0.30355418
136,3,47,0.33551715,0.33564079
137,1,47,-0.41047778,-0.39894581
137,2,47,-0.40325393,-0.39101137
137,3,47,-0.18626829,-0.21004282
138,1,47,0.3369418,0.33374041
138,2,47,0.35430215,0.35234077
138,3,47,0.30875605,0.31391882
139,1,47,-0.40796029,-0.41692517
139,2,47,-0.40120527,-0.40949824
139,3,47,-0.19083444,-0.17357659
140,1,47,0.29276932,0.29541007
140,2,47,0.35226431,0.3512797
140,3,47,0.35496636,0.35331023
141,1,47,-0.41545071,-0.40867929
141,2,47,-0.41429769,-0.40728022
141,3,47,-0.17025161,-0.18404049
142,1,47,0.35034519,0.33343534
142,2,47,0.28453021,0.32562475
142,3,47,0.36512461,0.34093991
143,1,47,0.3404217,0.34205634
143,2,47,0.33040632,0.32967343
143,3,47,0.32917197,0.32827023
144,1,47,0.33969921,0.3402913
144,2,47,0.33964574,0.34024202
144,3,47,0.32065505,0.31946668
145,1,47,-0.41690603,-0.41174349
145,2,47,-0.41173539,-0.4047661
145,3,47,-0.17135858,-0.18349041
146,1,47,-0.40399863,-0.40868199
146,2,47,-0.43063846,-0.4274799
146,3,47,-0.1653629,-0.16383811
147,1,47,-0.41925969,-0.43002656
147,2,47,-0.40166074,-0.40762239
147,3,47,-0.17907957,-0.16235105
148,1,47,0.32641326,0.32512945
148,2,47,0.34879427,0.35146394
148,3,47,0.32479247,0.3234066
149,1,47,-0.40398565,-0.41170392
149,2,47,-0.40377852,-0.4114637
149,3,47,-0.19223584,-0.17683238
150,1,47,-0.39676227,-0.39231995
150,2,47,-0.41489723,-0.41352974
150,3,47,-0.1883405,-0.1941503
151,1,47,0.34881761,0.35542804
151,2,47,0.32637644,0.3233594
151,3,47,0.32480595,0.32121256
152,1,47,-0.39954655,-0.3887202
152,2,47,-0.43171531,-0.39934925
152,3,47,-0.16873814,-0.21193055
153,1,47,-0.40850518,-0.40696357
153,2,47,-0.41053049,-0.4093495
153,3,47,-0.18096432,-0.18368693
154,1,47,0.34264547,0.34203848
154,2,47,0.3187216,0.32076102
154,3,47,0.33863294,0.3372005
155,1,47,0.28354175,0.29780215
155,2,47,0.31627475,0.3040176
155,3,47,0.40018349,0.39818025
156,1,47,-0.4060701,-0.42905058
156,2,47,-0.44397854,-0.44338787
156,3,47,-0.14995135,-0.12756155
157,1,47,-0.40446897,-0.40108036
157,2,47,-0.41248939,-0.41285607
157,3,47,-0.18304163,-0.18606357
158,1,47,0.30995542,0.31171203
158,2,47,0.3127363,0.31306485
158,3,47,0.37730829,0.37522312
159,1,47,-0.42229246,-0.43554793
159,2,47,-0.39881976,-0.40610044
159,3,47,-0.17888778,-0.15835163
160,1,47,-0.40358515,-0.41122918
160,2,47,-0.40418096,-0.41198359
160,3,47,-0.19223389,-0.17678723
161,1,47,0.38539675,0.40338322
161,2,47,0.2544679,0.25435871
161,3,47,0.36013536,0.34225806
162,1,47,-0.3926816,-0.39706132
162,2,47,-0.43997156,-0.43040663
162,3,47,-0.16734683,-0.17253205
163,1,47,0.32562553,0.32706992
163,2,47,0.34566306,0.34385268
163,3,47,0.3287114,0.3290774
164,1,47,0.34276593,0.34256982
164,2,47,0.35199532,0.35150175
164,3,47,0.30523876,0.30592842
165,1,47,0.31428812,0.31231902
165,2,47,0.36389229,0.36758648
165,3,47,0.3218196,0.32009451
166,1,47,-0.40387958,-0.40945072
166,2,47,-0.40637602,-0.41177763
166,3,47,-0.18974439,-0.17877165
167,1,47,-0.40373853,-0.41140587
167,2,47,-0.40402606,-0.41177165
167,3,47,-0.19223542,-0.17682249
168,1,47,-0.40162808,-0.38874591
168,2,47,-0.41099405,-0.40187607
168,3,47,-0.18737788,-0.20937803
169,1,47,0.30668987,0.30795796
169,2,47,0.32982244,0.33079768
169,3,47,0.36348768,0.36124436
170,1,47,-0.41663537,-0.41642437
170,2,47,-0.42481223,-0.42292674
170,3,47,-0.15855241,-0.16064889
171,1,47,-0.40981259,-0.41875712
171,2,47,-0.40001235,-0.41014739
171,3,47,-0.19017507,-0.17109549
172,1,47,0.34616428,0.34274153
172,2,47,0.29751328,0.30764668
172,3,47,0.35632243,0.34961179
173,1,47,-0.40180069,-0.40727609
173,2,47,-0.40826543,-0.41393643
173,3,47,-0.18993387,-0.17878748
174,1,47,-0.41254175,-0.41538108
174,2,47,-0.42868414,-0.42923498
174,3,47,-0.1587741,-0.15538394
175,1,47,0.39998435,0.41480986
175,2,47,0.30195501,0.29267089
175,3,47,0.29806064,0.29251925
176,1,47,-0.40025776,-0.38836121
176,2,47,-0.43120508,-0.39833535
176,3,47,-0.16853717,-0.21330344
177,1,47,-0.40868747,-0.4147597
177,2,47,-0.40177084,-0.40920576
177,3,47,-0.1895417,-0.17603453
178,1,47,-0.41208878,-0.40140053
178,2,47,-0.4024819,-0.3886474
178,3,47,-0.18542933,-0.20995208
179,1,47,0.34179514,0.34533567
179,2,47,0.34919695,0.35467078
179,3,47,0.3090079,0.29999355
180,1,47,0.32123229,0.32312733
180,2,47,0.32803282,0.328134
180,3,47,0.35073489,0.34873867
181,1,47,0.36179217,0.35861697
181,2,47,0.31169103,0.31511229
181,3,47,0.32651679,0.32627074
182,1,47,0.30354417,0.30130017
182,2,47,0.35350537,0.35476833
182,3,47,0.34295047,0.34393149
183,1,47,-0.44229695,-0.44624849
183,2,47,-0.39613013,-0.39783337
183,3,47,-0.16157293,-0.15591814
184,1,47,0.32807698,0.32769937
184,2,47,0.32865109,0.3281323
184,3,47,0.34327192,0.34416833
185,1,47,-0.40427476,-0.41091614
185,2,47,-0.40600189,-0.41247389
185,3,47,-0.18972334,-0.17660997
186,1,47,0.28032869,0.2919804
186,2,47,0.34438143,0.34951724
186,3,47,0.37528987,0.35850236
187,1,47,0.3464668,0.34101626
187,2,47,0.29641005,0.31129617
187,3,47,0.35712316,0.34768758
188,1,47,-0.37162144,-0.37358632
188,2,47,-0.48597271,-0.4343071
188,3,47,-0.14240584,-0.19210658
189,1,47,0.3728573,0.36519118
189,2,47,0.35131573,0.35448734
189,3,47,0.27582698,0.28032148
190,1,47,0.35173626,0.3491301
190,2,47,0.31204266,0.32231083
190,3,47,0.33622109,0.32855907
191,1,47,0.36640079,0.36317804
191,2,47,0.338409,0.33968129
191,3,47,0.29519022,0.29714068
192,1,47,-0.4226448,-0.41947411
192,2,47,-0.40947159,-0.40541462
192,3,47,-0.1678836,-0.17511127
193,1,47,-0.40377828,-0.41145936
193,2,47,-0.40398531,-0.41169947
193,3,47,-0.19223641,-0.17684117
194,1,47,-0.41207293,-0.41373931
194,2,47,-0.41051153,-0.41208528
194,3,47,-0.17741553,-0.17417541
195,1,47,-0.41917305,-0.41892227
195,2,47,-0.40860565,-0.40601446
195,3,47,-0.17222129,-0.17506326
196,1,47,0.33315311,0.333162
196,2,47,0.33385806,0.33380672
196,3,47,0.33298884,0.33303128
197,1,47,-0.39312186,-0.39748191
197,2,47,-0.4479187,-0.4462633
197,3,47,-0.15895943,-0.1562548
198,1,47,-0.40645128,-0.39145534
198,2,47,-0.40848664,-0.39415038
198,3,47,-0.18506207,-0.21439428
199,1,47,0.36419324,0.35898291
199,2,47,0.29759914,0.3013532
199,3,47,0.33820763,0.33966389
200,1,47,0.31613913,0.31384964
200,2,47,0.29951156,0.30449078
200,3,47,0.38434932,0.38165957
201,1,47,-0.40714884,-0.40053689
201,2,47,-0.4034438,-0.39564918
201,3,47,-0.18940735,-0.20381392
202,1,47,-0.41151739,-0.42727861
202,2,47,-0.44225097,-0.44865441
202,3,47,-0.14623163,-0.12406699
203,1,47,0.34342131,0.3432822
203,2,47,0.31435467,0.31480553
203,3,47,0.34222401,0.34191226
204,1,47,-0.40471907,-0.40786784
204,2,47,-0.40634248,-0.409287
204,3,47,-0.18893844,-0.18284516
205,1,47,-0.40367533,-0.40778241
205,2,47,-0.42987117,-0.42646602
205,3,47,-0.1664535,-0.16575157
206,1,47,0.37615722,0.36601864
206,2,47,0.32556108,0.3099186
206,3,47,0.2982817,0.32406277
207,1,47,-0.40513772,-0.3920209
207,2,47,-0.40884671,-0.39628
207,3,47,-0.18601558,-0.2116991
208,1,47,-0.42423526,-0.42152113
208,2,47,-0.41766489,-0.41621925
208,3,47,-0.15809985,-0.16225963
209,1,47,-0.416883,-0.4145181
209,2,47,-0.4054033,-0.39876968
209,3,47,-0.17771369,-0.18671222
210,1,47,-0.40652551,-0.41656721
210,2,47,-0.40295358,-0.41344133
210,3,47,-0.19052092,-0.16999145
211,1,47,0.28993184,0.29557705
211,2,47,0.35409557,0.35180393
211,3,47,0.35597258,0.35261901
212,1,47,0.32480081,0.32753146
212,2,47,0.33813428,0.33667951
212,3,47,0.3370649,0.33578903
213,1,47,0.35179424,0.35116256
213,2,47,0.33889474,0.33706355
213,3,47,0.30931102,0.31177389
214,1,47,-0.41486376,-0.41337413
214,2,47,-0.40687674,-0.40230317
214,3,47,-0.17825949,-0.18432269
215,1,47,-0.42843331,-0.4353634
215,2,47,-0.40907263,-0.40945126
215,3,47,-0.16249407,-0.15518535
216,1,47,0.31586244,0.32415259
216,2,47,0.34556035,0.3424547
216,3,47,0.33857722,0.3333927
217,1,47,-0.37368155,-0.3630513
217,2,47,-0.47494042,-0.48501387
217,3,47,-0.15137803,-0.15193482
218,1,47,-0.40727694,-0.41487526
218,2,47,-0.41400056,-0.42386414
218,3,47,-0.17872249,-0.1612606
219,1,47,-0.40370941,-0.41129076
219,2,47,-0.40404855,-0.41171327
219,3,47,-0.19224204,-0.17699596
220,1,47,-0.40508648,-0.40989777
220,2,47,-0.40343711,-0.40784408
220,3,47,-0.19147641,-0.18225816
221,1,47,-0.4101007,-0.40915158
221,2,47,-0.40171163,-0.40235694
221,3,47,-0.18818766,-0.18849148
222,1,47,0.3387595,0.33849643
222,2,47,0.33178304,0.33172421
222,3,47,0.32945746,0.32977936
223,1,47,0.35958643,0.35418864
223,2,47,0.34710674,0.34729015
223,3,47,0.29330684,0.29852121
224,1,47,0.34166737,0.34514174
224,2,47,0.34876366,0.35416545
224,3,47,0.30956898,0.30069281
225,1,47,0.33636936,0.337053
225,2,47,0.33650782,0.33727494
225,3,47,0.32712281,0.32567206
226,1,47,-0.40332383,-0.41087002
226,2,47,-0.40444074,-0.41231901
226,3,47,-0.19223542,-0.17681097
227,1,47,-0.39245256,-0.39676645
227,2,47,-0.44011816,-0.4304213
227,3,47,-0.16742928,-0.17281226
228,1,47,0.31171861,0.3133387
228,2,47,0.31851311,0.31449831
228,3,47,0.36976829,0.37216299
229,1,47,-0.39621268,-0.40134817
229,2,47,-0.43730411,-0.42991467
229,3,47,-0.1664832,-0.16873716
230,1,47,-0.41528479,-0.41002105
230,2,47,-0.41485478,-0.40967617
230,3,47,-0.16986043,-0.18030278
231,1,47,0.3851257,0.40348606
231,2,47,0.25496023,0.25639361
231,3,47,0.35991407,0.34012033
232,1,47,0.3039858,0.30252391
232,2,47,0.35422472,0.35509981
232,3,47,0.34178948,0.34237628
233,1,47,0.34311749,0.34679511
233,2,47,0.35158484,0.35291131
233,3,47,0.30529768,0.30029358
234,1,47,-0.40762058,-0.40477796
234,2,47,-0.41831329,-0.41902297
234,3,47,-0.17406614,-0.17619907
235,1,47,-0.40104307,-0.40801415
235,2,47,-0.40761801,-0.41604325
235,3,47,-0.19133891,-0.1759426
236,1,47,0.33173382,0.33168991
236,2,47,0.28444462,0.28861898
236,3,47,0.38382156,0.37969111
237,1,47,0.34279022,0.33869897
237,2,47,0.34120924,0.33727117
237,3,47,0.31600053,0.32402986
238,1,47,0.34498262,0.34713002
238,2,47,0.31116033,0.30677488
238,3,47,0.34385705,0.34609509
239,1,47,-0.40367031,-0.40471028
239,2,47,-0.40723031,-0.40842042
239,3,47,-0.18909939,-0.1868693
240,1,47,-0.40096987,-0.4091297
240,2,47,-0.40764655,-0.41707754
240,3,47,-0.19138358,-0.17379277
241,1,47,0.32263524,0.31885535
241,2,47,0.32037433,0.31573599
241,3,47,0.35699042,0.36540867
242,1,47,-0.41562762,-0.41368507
242,2,47,-0.40608533,-0.40043047
242,3,47,-0.17828706,-0.18588447
243,1,47,0.36906422,0.35771517
243,2,47,0.26960899,0.28406678
243,3,47,0.3613268,0.35821805
244,1,47,0.31825902,0.31522555
244,2,47,0.32517855,0.32299027
