     Conf.      atom   element    Ref. charge(e)      NN charge(e)
        27         2        47       -0.40373788       -0.41139532
        27         3        47       -0.19223645       -0.17684315
        28         1        47       -0.40799171       -0.39213450
        28         2        47       -0.41020083       -0.39476470
        28         3        47       -0.18180746       -0.21310080
        29         1        47        0.30554574        0.30629269
        29         2        47        0.35615987        0.35582603
        29         3        47        0.33829439        0.33788128
        30         1        47        0.36180904        0.36786520
        30         2        47        0.31709258        0.31366310
        30         3        47        0.32109837        0.31847170
        31         1        47       -0.41077547       -0.39925387
        31         2        47       -0.40443961       -0.39122620
        31         3        47       -0.18478491       -0.20951994
        32         1        47        0.31988152        0.31363791
        32         2        47        0.32916739        0.32737823
        32         3        47        0.35095110        0.35898386
        33         1        47       -0.38167730       -0.38332089
        33         2        47       -0.47915930       -0.43042509
        33         3        47       -0.13916341       -0.18625401
        34         1        47       -0.40402587       -0.41176719
        34         2        47       -0.40373826       -0.41140129
        34         3        47       -0.19223586       -0.17683152
        35         1        47       -0.41443512       -0.41715465
        35         2        47       -0.42186695       -0.42734939
        35         3        47       -0.16369792       -0.15549596
        36         1        47       -0.40809229       -0.41756599
        36         2        47       -0.40152959       -0.41180793
        36         3        47       -0.19037812       -0.17062608
        37         1        47       -0.40328451       -0.41080888
        37         2        47       -0.40448019       -0.41238642
        37         3        47       -0.19223530       -0.17680470
        38         1        47        0.33356538        0.33449346
        38         2        47        0.30928953        0.30239841
        38         3        47        0.35714510        0.36310813
        39         1        47        0.36960035        0.38853632
        39         2        47        0.24856861        0.22637120
        39         3        47        0.38183103        0.38509248
        40         1        47        0.32829865        0.32930622
        40         2        47        0.31532294        0.31602315
        40         3        47        0.35637840        0.35467064
        41         1        47       -0.40448016       -0.41238559
        41         2        47       -0.40328446       -0.41080798
        41         3        47       -0.19223539       -0.17680642
        42         1        47       -0.40448001       -0.41237980
        42         2        47       -0.40328394       -0.41080147
        42         3        47       -0.19223606       -0.17681873
        43         1        47       -0.40448011       -0.41238400
        43         2        47       -0.40328432       -0.41080622
        43         3        47       -0.19223558       -0.17680978
        44         1        47       -0.40553834       -0.40385842
        44         2        47       -0.40416401       -0.40209900
        44         3        47       -0.19029766       -0.19404258
        45         1        47        0.34227100        0.36244220
        45         2        47        0.39012832        0.38664041
        45         3        47        0.26760067        0.25091739
        46         1        47        0.35245966        0.35013157
        46         2        47        0.31412376        0.31730347
        46         3        47        0.33341658        0.33256495
        47         1        47        0.34157101        0.34383514
        47         2        47        0.32985700        0.32883994
        47         3        47        0.32857198        0.32732491
        48         1        47       -0.40332383       -0.41086997
        48         2        47       -0.40444074       -0.41231896
        48         3        47       -0.19223544       -0.17681107
        49         1        47       -0.40467793       -0.39084176
        49         2        47       -0.40949983       -0.39648617
        49         3        47       -0.18582225       -0.21267207
        50         1        47        0.35121840        0.35422746
        50         2        47        0.27329445        0.29233150
        50         3        47        0.37548714        0.35344104
        51         1        47       -0.40682671       -0.39710604
        51         2        47       -0.40650895       -0.39701272
        51         3        47       -0.18666435       -0.20588125
        52         1        47        0.34650182        0.34551369
        52         2        47        0.33656837        0.33317017
        52         3        47        0.31692982        0.32131614
        53         1        47        0.35895543        0.35040647
        53         2        47        0.30168261        0.31690640
        53         3        47        0.33936197        0.33268713
        54         1        47        0.29147885        0.29691591
        54         2        47        0.36695956        0.36205720
        54         3        47        0.34156160        0.34102689
        55         1        47       -0.42003400       -0.43081246
        55         2        47       -0.40036652       -0.40558788
        55         3        47       -0.17959949       -0.16359966
        56         1        47        0.38610643        0.40064303
        56         2        47        0.25288704        0.24744251
        56         3        47        0.36100654        0.35191446
        57         1        47       -0.41901801       -0.41388556
        57         2        47       -0.41099041       -0.40381392
        57         3        47       -0.16999159       -0.18230052
        58         1        47        0.27929978        0.28863059
        58         2        47        0.34083908        0.34780884
        58         3        47        0.37986115        0.36356057
        59         1        47       -0.41549822       -0.41697765
        59         2        47       -0.41405409       -0.41559420
        59         3        47       -0.17044769       -0.16742814
        60         1        47        0.32248788        0.32091688
        60         2        47        0.36267502        0.36588445
        60         3        47        0.31483710        0.31319867
        61         1        47        0.32233707        0.31948105
        61         2        47        0.40649401        0.38876803
        61         3        47        0.27116891        0.29175093
        62         1        47        0.33263488        0.33139117
        62         2        47        0.34157477        0.34136340
        62         3        47        0.32579036        0.32724543
        63         1        47       -0.40373829       -0.41140164
        63         2        47       -0.40402589       -0.41176754
        63         3        47       -0.19223583       -0.17683082
        64         1        47       -0.39815532       -0.40570731
        64         2        47       -0.42940348       -0.43290742
        64         3        47       -0.17244120       -0.16138527
        65         1        47       -0.41296618       -0.42077234
        65         2        47       -0.40815039       -0.41462988
        65         3        47       -0.17888344       -0.16459778
        66         1        47        0.35460077        0.35073822
        66         2        47        0.30810031        0.32103433
        66         3        47        0.33729891        0.32822745
        67         1        47        0.33890145        0.34077628
        67         2        47        0.32096332        0.31670267
        67         3        47        0.34013524        0.34252106
        68         1        47       -0.38708618       -0.38475087
        68         2        47       -0.45741844       -0.46780358
        68         3        47       -0.15549537       -0.14744555
        69         1        47       -0.42967750       -0.43828496
        69         2        47       -0.40728280       -0.40727292
        69         3        47       -0.16303971       -0.15444212
        70         1        47        0.32963507        0.32985336
        70         2        47        0.33164156        0.33159241
        70         3        47        0.33872337        0.33855423
        71         1        47       -0.37037510       -0.36315526
        71         2        47       -0.48100710       -0.47174400
        71         3        47       -0.14861781       -0.16510074
        72         1        47        0.28976304        0.29820943
        72         2        47        0.34822933        0.34806803
        72         3        47        0.36200763        0.35372254
        73         1        47       -0.39198484       -0.39701048
        73         2        47       -0.45067987       -0.44629285
        73         3        47       -0.15733528       -0.15669668
        74         1        47       -0.41393461       -0.41638437
        74         2        47       -0.41629220       -0.41825123
        74         3        47       -0.16977319       -0.16536439
        75         1        47       -0.41344010       -0.42037501
        75         2        47       -0.41047362       -0.41702582
        75         3        47       -0.17608629       -0.16259917
        76         1        47       -0.40512329       -0.40956251
        76         2        47       -0.40344855       -0.40746623
        76         3        47       -0.19142815       -0.18297126
        77         1        47       -0.42055806       -0.42148724
        77         2        47       -0.41592041       -0.41758573
        77         3        47       -0.16352153       -0.16092703
        78         1        47       -0.40365501       -0.40526467
        78         2        47       -0.41967864       -0.42053079
        78         3        47       -0.17666635       -0.17420454
        79         1        47        0.30744137        0.30978418
        79         2        47        0.35762887        0.35621803
        79         3        47        0.33492975        0.33399780
        80         1        47        0.29331569        0.29616798
        80         2        47        0.35198754        0.35089073
        80         3        47        0.35469676        0.35294130
        81         1        47        0.32019982        0.31722426
        81         2        47        0.39676601        0.37937746
        81         3        47        0.28303417        0.30339828
        82         1        47        0.37064506        0.38943805
        82         2        47        0.24749407        0.22306092
        82         3        47        0.38186088        0.38750103
        83         1        47       -0.42351875       -0.42730105
        83         2        47       -0.41540498       -0.41811039
        83         3        47       -0.16107626       -0.15458856
        84         1        47        0.36499861        0.36124068
        84         2        47        0.29323231        0.29650421
        84         3        47        0.34176909        0.34225511
        85         1        47       -0.41198666       -0.39877324
        85         2        47       -0.40291969       -0.38832212
        85         3        47       -0.18509364       -0.21290464
        86         1        47        0.30280235        0.30769515
        86         2        47        0.31612566        0.30870167
        86         3        47        0.38107199        0.38360317
        87         1        47        0.35112825        0.35023877
        87         2        47        0.34134942        0.34071396
        87         3        47        0.30752234        0.30904727
        88         1        47       -0.41952960       -0.42162930
        88         2        47       -0.42478406       -0.42484857
        88         3        47       -0.15568633       -0.15352213
        89         1        47        0.31783365        0.31281535
        89         2        47        0.31290630        0.31265165
        89         3        47        0.36926006        0.37453299
        90         1        47        0.31805281        0.31605691
        90         2        47        0.32440032        0.32233534
        90         3        47        0.35754688        0.36160775
        91         1        47        0.32422549        0.31999153
        91         2        47        0.32364165        0.31914638
        91         3        47        0.35213287        0.36086210
        92         1        47        0.30964185        0.31143811
        92         2        47        0.36521587        0.36504304
        92         3        47        0.32514229        0.32351886
        93         1        47       -0.41230645       -0.41466866
        93         2        47       -0.41548115       -0.41823354
        93         3        47       -0.17221239       -0.16709781
        94         1        47       -0.37205230       -0.36241203
        94         2        47       -0.47767332       -0.48066479
        94         3        47       -0.15027437       -0.15692318
        95         1        47        0.35176921        0.35642315
        95         2        47        0.31585332        0.31184944
        95         3        47        0.33237747        0.33172741
        96         1        47        0.33826717        0.34811959
        96         2        47        0.39365679        0.35447317
        96         3        47        0.26807603        0.29740724
        97         1        47       -0.40522824       -0.40431835
        97         2        47       -0.41697369       -0.41606866
        97         3        47       -0.17779807       -0.17961299
        98         1        47       -0.40444076       -0.41231910
        98         2        47       -0.40332385       -0.41087010
        98         3        47       -0.19223539       -0.17681080
        99         1        47       -0.40372448       -0.41137745
        99         2        47       -0.40403901       -0.41177856
        99         3        47       -0.19223651       -0.17684399
       100         1        47        0.32689351        0.32554349
       100         2        47        0.31439093        0.31394158
       100         3        47        0.35871556        0.36051493
       101         1        47        0.29702913        0.31333091
       101         2        47        0.36027094        0.34921293
       101         3        47        0.34269993        0.33745616
       102         1        47       -0.40508092       -0.41331221
       102         2        47       -0.40467761       -0.41300207
       102         3        47       -0.19024147       -0.17368572
       103         1        47       -0.40522680       -0.41226206
       103         2        47       -0.42092297       -0.42806167
       103         3        47       -0.17385024       -0.15967627
       104         1        47       -0.40328490       -0.41081547
       104         2        47       -0.40448047       -0.41239260
       104         3        47       -0.19223462       -0.17679194
       105         1        47        0.32131111        0.32171456
       105         2        47        0.34519845        0.34559371
       105         3        47        0.33349043        0.33269172
       106         1        47        0.33156606        0.33204797
       106         2        47        0.36160621        0.35928156
       106         3        47        0.30682774        0.30867047
       107         1        47        0.33038345        0.32980366
       107         2        47        0.32900149        0.32831892
       107         3        47        0.34061505        0.34187742
       108         1        47       -0.40444078       -0.41231929
       108         2        47       -0.40332387       -0.41087030
       108         3        47       -0.19223536       -0.17681041
       109         1        47       -0.40915795       -0.41904958
       109         2        47       -0.40043169       -0.41148553
       109         3        47       -0.19041035       -0.16946489
       110         1        47       -0.40582207       -0.41251584
       110         2        47       -0.40426849       -0.41102195
       110         3        47       -0.18990944       -0.17646220
       111         1        47       -0.40370562       -0.41131369
       111         2        47       -0.40406173       -0.41181587
       111         3        47       -0.19223266       -0.17687044
       112         1        47       -0.41895547       -0.41828088
       112         2        47       -0.40680389       -0.40173245
       112         3        47       -0.17424065       -0.17998667
       113         1        47       -0.40448016       -0.41238559
       113         2        47       -0.40328446       -0.41080798
       113         3        47       -0.19223539       -0.17680643
       114         1        47        0.32446161        0.32430013
       114         2        47        0.33362162        0.33316086
       114         3        47        0.34191678        0.34253901
       115         1        47        0.32272238        0.32135515
       115         2        47        0.36214809        0.36448349
       115         3        47        0.31512954        0.31416136
       116         1        47       -0.40676607       -0.40651181
       116         2        47       -0.41828919       -0.42181400
       116         3        47       -0.17494473       -0.17167419
       117         1        47        0.32071604        0.31784194
       117         2        47        0.32538851        0.32310764
       117         3        47        0.35389544        0.35905042
       118         1        47       -0.41597361       -0.40988249
       118         2        47       -0.41324672       -0.40608433
       118         3        47       -0.17077968       -0.18403318
       119         1        47        0.33015946        0.32938862
       119         2        47        0.33471690        0.33504420
       119         3        47        0.33512365        0.33556718
       120         1        47       -0.40051416       -0.39932110
       120         2        47       -0.44392718       -0.44059517
       120         3        47       -0.15555865       -0.16008373
       121         1        47       -0.39545753       -0.40049123
       121         2        47       -0.43790862       -0.43006128
       121         3        47       -0.16663385       -0.16944749
       122         1        47       -0.39807978       -0.40390472
       122         2        47       -0.44542489       -0.43815217
       122         3        47       -0.15649534       -0.15794311
       123         1        47       -0.40444076       -0.41231913
       123         2        47       -0.40332385       -0.41087014
       123         3        47       -0.19223538       -0.17681073
       124         1        47       -0.40332384       -0.41087006
       124         2        47       -0.40444075       -0.41231905
       124         3        47       -0.19223541       -0.17681088
       125         1        47       -0.40398566       -0.41170404
       125         2        47       -0.40377852       -0.41146382
       125         3        47       -0.19223582       -0.17683214
       126         1        47        0.32624543        0.32376666
       126         2        47        0.33249067        0.33167148
       126         3        47        0.34126389        0.34456187
       127         1        47        0.34635070        0.34874675
       127         2        47        0.34202142        0.34484222
       127         3        47        0.31162789        0.30641104
       128         1        47        0.33303177        0.33276737
       128         2        47        0.33886388        0.33905160
       128         3        47        0.32810434        0.32818102
       129         1        47       -0.41697872       -0.41768698
       129         2        47       -0.41174778       -0.41195062
       129         3        47       -0.17127351       -0.17036240
       130         1        47       -0.38688732       -0.38700476
       130         2        47       -0.44922384       -0.44235260
       130         3        47       -0.16388884       -0.17064265
       131         1        47        0.34198083        0.34129230
       131         2        47        0.32036486        0.32264967
       131         3        47        0.33765432        0.33605804
       132         1        47        0.32227926        0.32053701
       132         2        47        0.36314774        0.36714235
       132         3        47        0.31457300        0.31232065
       133         1        47       -0.40418544       -0.41169810
       133         2        47       -0.40586620       -0.41322898
       133         3        47       -0.18994836       -0.17507292
       134         1        47       -0.40299821       -0.38914265
       134         2        47       -0.41132410       -0.39878967
       134         3        47       -0.18567770       -0.21206768
       135         1        47       -0.41818199       -0.41573161
       135         2        47       -0.40938804       -0.40411640
       135         3        47       -0.17242997       -0.18015198
       136         1        47       -0.40815076       -0.41645678
       136         2        47       -0.40115212       -0.40875634
       136         3        47       -0.19069713       -0.17478688
       137         1        47        0.31902573        0.31317531
       137         2        47        0.32736289        0.32509810
       137         3        47        0.35361138        0.36172659
       138         1        47        0.34180408        0.34506884
       138         2        47        0.32792797        0.32589099
       138         3        47        0.33026795        0.32904017
       139         1        47       -0.41095782       -0.40015008
       139         2        47       -0.40283306       -0.38943849
       139         3        47       -0.18620913       -0.21041144
       140         1        47        0.34906935        0.35251191
       140         2        47        0.34913713        0.35260576
       140         3        47        0.30179353        0.29488232
       141         1        47        0.32721877        0.32754112
       141         2        47        0.34260333        0.34246453
       141         3        47        0.33017790        0.32999435
       142         1        47        0.29375180        0.32550435
       142         2        47        0.35363890        0.33767633
       142         3        47        0.35260931        0.33681932
       143         1        47        0.34345652        0.34919831
       143         2        47        0.35021784        0.35253548
       143         3        47        0.30632563        0.29826621
       144         1        47       -0.40373845       -0.41140450
       144         2        47       -0.40402600       -0.41177032
       144         3        47       -0.19223555       -0.17682518
       145         1        47        0.32931916        0.31744390
       145         2        47        0.37854179        0.36740641
       145         3        47        0.29213904        0.31514969
       146         1        47        0.35525477        0.34188209
       146         2        47        0.27278463        0.31659069
       146         3        47        0.37196060        0.34152723
       147         1        47        0.34398261        0.34239726
       147         2        47        0.34261242        0.34103827
       147         3        47        0.31340496        0.31656447
       148         1        47        0.27899529        0.28742230
       148         2        47        0.33959683        0.34684864
       148         3        47        0.38140787        0.36572906
       149         1        47       -0.42567756       -0.42321155
       149         2        47       -0.40764457       -0.40587286
       149         3        47       -0.16667786       -0.17091559
       150         1        47       -0.39546494       -0.39994753
       150         2        47       -0.44658757       -0.44278131
       150         3        47       -0.15794750       -0.15727116
       151         1        47       -0.43089843       -0.43528533
       151         2        47       -0.41359307       -0.41343545
       151         3        47       -0.15550851       -0.15127922
       152         1        47        0.33462568        0.33405293
       152         2        47        0.33718268        0.33677982
       152         3        47        0.32819164        0.32916725
       153         1        47        0.34986002        0.35472464
       153         2        47        0.31824103        0.31416371
       153         3        47        0.33189894        0.33111164
       154         1        47       -0.41089899       -0.40161230
       154         2        47       -0.40186632       -0.38907038
       154         3        47       -0.18723469       -0.20931732
       155         1        47       -0.41975546       -0.43057415
       155         2        47       -0.40085502       -0.40639296
       155         3        47       -0.17938952       -0.16303288
       156         1        47       -0.40620941       -0.39374660
       156         2        47       -0.40790733       -0.39441172
       156         3        47       -0.18588327       -0.21184168
       157         1        47        0.30485486        0.31183367
       157         2        47        0.32430046        0.32195756
       157         3        47        0.37084467        0.36620878
       158         1        47        0.32000226        0.31583845
       158         2        47        0.32512733        0.32244251
       158         3        47        0.35487040        0.36171904
       159         1        47       -0.44943935       -0.44202605
       159         2        47       -0.40546640       -0.41041004
       159         3        47       -0.14509424       -0.14756391
       160         1        47       -0.40373841       -0.41140389
       160         2        47       -0.40402597       -0.41176972
       160         3        47       -0.19223561       -0.17682639
       161         1        47        0.36271138        0.36236314
       161         2        47        0.33760792        0.33891782
       161         3        47        0.29968070        0.29871904
       162         1        47       -0.41068902       -0.39909321
       162         2        47       -0.40472241       -0.39158580
       162         3        47       -0.18458857       -0.20932099
       163         1        47       -0.43705864       -0.43965275
       163         2        47       -0.40057013       -0.40183859
       163         3        47       -0.16237122       -0.15850866
       164         1        47        0.34153046        0.34484558
       164         2        47        0.34829967        0.35350632
       164         3        47        0.31016988        0.30164810
       165         1        47        0.32660111        0.32886010
       165         2        47        0.35750027        0.35090748
       165         3        47        0.31589862        0.32023242
       166         1        47       -0.40795176       -0.41558428
       166         2        47       -0.40217152       -0.41080485
       166         3        47       -0.18987673       -0.17361087
       167         1        47        0.33195977        0.33109508
       167         2        47        0.32412496        0.32222348
       167         3        47        0.34391528        0.34668145
       168         1        47       -0.42259917       -0.43501061
       168         2        47       -0.39721399       -0.40257875
       168         3        47       -0.18018684       -0.16241064
       169         1        47       -0.40332383       -0.41086996
       169         2        47       -0.40444074       -0.41231896
       169         3        47       -0.19223544       -0.17681108
       170         1        47        0.36895751        0.37183571
       170         2        47        0.31662678        0.31520325
       170         3        47        0.31441572        0.31296104
       171         1        47       -0.40623922       -0.40979238
       171         2        47       -0.41760746       -0.42483063
       171         3        47       -0.17615333       -0.16537700
       172         1        47       -0.41202139       -0.40153152
       172         2        47       -0.40226467       -0.38846607
       172         3        47       -0.18571394       -0.21000241
       173         1        47        0.34025426        0.34290248
       173         2        47        0.32975186        0.32837423
       173         3        47        0.32999389        0.32872329
       174         1        47        0.40535670        0.42603680
       174         2        47        0.29964920        0.28737914
       174         3        47        0.29499410        0.28658406
       175         1        47       -0.40557199       -0.40303840
       175         2        47       -0.40433902       -0.40147183
       175         3        47       -0.19008898       -0.19548978
       176         1        47       -0.40347254       -0.41048555
       176         2        47       -0.42307497       -0.42952145
       176         3        47       -0.17345248       -0.15999299
       177         1        47        0.35700033        0.35777095
       177         2        47        0.29838810        0.29559279
       177         3        47        0.34461157        0.34663626
       178         1        47        0.30158606        0.29904317
       178         2        47        0.36392067        0.36472098
       178         3        47        0.33449327        0.33623585
       179         1        47       -0.39300643       -0.39869937
       179         2        47       -0.44356548       -0.43931252
       179         3        47       -0.16342808       -0.16198811
       180         1        47        0.30240956        0.30722267
       180         2        47        0.32706067        0.32690820
       180         3        47        0.37052976        0.36586913
       181         1        47       -0.40313850       -0.41064250
       181         2        47       -0.40462850       -0.41257994
       181         3        47       -0.19223301       -0.17677756
       182         1        47       -0.44957942       -0.44341118
       182         2        47       -0.39334956       -0.38067785
       182         3        47       -0.15707103       -0.17591098
       183         1        47        0.34133490        0.33957166
       183         2        47        0.33252261        0.33219068
       183         3        47        0.32614248        0.32823766
       184         1        47        0.29123439        0.29435113
       184         2        47        0.36134358        0.35657667
       184         3        47        0.34742203        0.34907219
       185         1        47        0.33784085        0.33693994
       185         2        47        0.33118151        0.33160203
       185         3        47        0.33097764        0.33145802
       186         1        47       -0.40402585       -0.41176650
       186         2        47       -0.40373822       -0.41140056
       186         3        47       -0.19223594       -0.17683294
       187         1        47       -0.40262226       -0.41350146
       187         2        47       -0.40611845       -0.41727855
       187         3        47       -0.19125930       -0.16921999
       188         1        47       -0.40670897       -0.40060958
       188         2        47       -0.41145419       -0.40634086
       188         3        47       -0.18183683       -0.19304956
       189         1        47       -0.40398608       -0.41171802
       189         2        47       -0.40377996       -0.41147920
       189         3        47       -0.19223395       -0.17680278
       190         1        47       -0.44914617       -0.44583420
       190         2        47       -0.40743114       -0.41970042
       190         3        47       -0.14342268       -0.13446538
       191         1        47       -0.44413469       -0.44839129
       191         2        47       -0.39460452       -0.39670833
       191         3        47       -0.16126078       -0.15490039
       192         1        47       -0.40326871       -0.40127747
       192         2        47       -0.40629664       -0.40513623
       192         3        47       -0.19043466       -0.19358630
       193         1        47       -0.41149260       -0.41032579
       193         2        47       -0.41053513       -0.40937963
       193         3        47       -0.17797226       -0.18029459
       194         1        47       -0.40391721       -0.40445652
       194         2        47       -0.40707660       -0.40776254
       194         3        47       -0.18900620       -0.18778094
       195         1        47        0.37353278        0.37451979
       195         2        47        0.26606131        0.25615518
       195         3        47        0.36040591        0.36932502
       196         1        47       -0.40448014       -0.41238517
       196         2        47       -0.40328442       -0.41080751
       196         3        47       -0.19223544       -0.17680732
       197         1        47        0.33421194        0.33421237
       197         2        47        0.32887659        0.32822987
       197         3        47        0.33691148        0.33755776
       198         1        47        0.34403524        0.34805711
       198         2        47        0.31472668        0.30767308
       198         3        47        0.34123809        0.34426981
       199         1        47        0.41102434        0.42621287
       199         2        47        0.29775534        0.28936899
       199         3        47        0.29122033        0.28441814
       200         1        47       -0.42467895       -0.41933268
       200         2        47       -0.41924772       -0.41549062
       200         3        47       -0.15607333       -0.16517669
       201         1        47        0.33282633        0.33193944
       201         2        47        0.32072627        0.31821333
       201         3        47        0.34644740        0.34984723
       202         1        47       -0.39935278       -0.39746860
       202         2        47       -0.44539181       -0.44551003
       202         3        47       -0.15525541       -0.15702137
       203         1        47       -0.40438671       -0.41170450
       203         2        47       -0.42156994       -0.42842628
       203         3        47       -0.17404335       -0.15986922
       204         1        47       -0.38624618       -0.38874315
       204         2        47       -0.45457663       -0.45521903
       204         3        47       -0.15917719       -0.15603783
       205         1        47       -0.41637843       -0.41828778
       205         2        47       -0.40039750       -0.39562733
       205         3        47       -0.18322408       -0.18608489
       206         1        47        0.32847461        0.32811061
       206         2        47        0.32883030        0.32839239
       206         3        47        0.34269509        0.34349700
       207         1        47        0.31720242        0.31127771
       207         2        47        0.35506801        0.36291192
       207         3        47        0.32772956        0.32581037
       208         1        47        0.35075109        0.35961926
       208         2        47        0.37912550        0.36092971
       208         3        47        0.27012341        0.27945103
       209         1        47       -0.40528073       -0.39966291
       209         2        47       -0.40660660       -0.40103057
       209         3        47       -0.18811266       -0.19930652
       210         1        47       -0.41473450       -0.41599359
       210         2        47       -0.43144319       -0.42483498
       210         3        47       -0.15382230       -0.15917143
       211         1        47       -0.41081365       -0.39932625
       211         2        47       -0.40430376       -0.39104941
       211         3        47       -0.18488259       -0.20962434
       212         1        47        0.36511478        0.35394753
       212         2        47        0.36637885        0.35366309
       212         3        47        0.26850636        0.29238938
       213         1        47       -0.40384544       -0.40438535
       213         2        47       -0.41919006       -0.41907325
       213         3        47       -0.17696451       -0.17654140
       214         1        47       -0.42953704       -0.42762999
       214         2        47       -0.40597310       -0.40872860
       214         3        47       -0.16448987       -0.16364141
       215         1        47        0.31679327        0.31174331
       215         2        47        0.29556270        0.29966765
       215         3        47        0.38764403        0.38858904
       216         1        47       -0.37663972       -0.37954244
       216         2        47       -0.48312241       -0.42902891
       216         3        47       -0.14023788       -0.19142865
       217         1        47        0.28954772        0.30104920
       217         2        47        0.35431885        0.34916785
       217         3        47        0.35613343        0.34978295
       218         1        47       -0.40967631       -0.41743745
       218         2        47       -0.41449281       -0.42263545
       218         3        47       -0.17583087       -0.15992710
       219         1        47       -0.39631362       -0.39336578
       219         2        47       -0.44928787       -0.46660964
       219         3        47       -0.15439851       -0.14002458
       220         1        47        0.33715911        0.33617064
       220         2        47        0.33051535        0.33133002
       220         3        47        0.33232554        0.33249934
       221         1        47       -0.42070202       -0.42976377
       221         2        47       -0.39821156       -0.40029209
       221         3        47       -0.18108641       -0.16994413
       222         1        47        0.32621280        0.32843213
       222         2        47        0.33554439        0.33463214
       222         3        47        0.33824282        0.33693572
       223         1        47       -0.40513685       -0.40710322
       223         2        47       -0.41795074       -0.41961763
       223         3        47       -0.17691240       -0.17327915
       224         1        47        0.32374090        0.32144913
       224         2        47        0.36103987        0.36803819
