Conf.,atoms,Ref. total energy(Ha),NN total energy(Ha),E(Ref.) - E(NN) (Ha/atom)
199,13,-381.9738291,-381.9733377,-0.00003779
200,12,-381.6069632,-381.6071919,0.00001906
201,12,-381.6050453,-381.6051728,0.00001062
202,13,-381.9646976,-381.9651242,0.00003281
203,13,-381.9738816,-381.974939,0.00008133
204,12,-381.6082163,-381.6084142,0.00001649
205,13,-381.9682026,-381.9679294,-0.00002102
206,12,-381.6120049,-381.6121568,0.00001266
207,13,-381.9780679,-381.9773666,-0.00005395
208,13,-381.9713101,-381.971062,-0.00001908
209,12,-381.6145112,-381.6141882,-0.00002691
210,12,-381.6114661,-381.6118688,0.00003356
211,13,-381.9807203,-381.980419,-0.00002318
212,12,-381.6133147,-381.6137142,0.00003329
213,12,-381.6003686,-381.6011609,0.00006602
214,13,-381.9757609,-381.9758138,0.00000408
215,13,-381.9790678,-381.9789032,-0.00001266
216,13,-381.9800767,-381.9802192,0.00001096
217,13,-381.9689869,-381.9688147,-0.00001325
218,13,-381.9715263,-381.9710196,-0.00003897
219,12,-381.6136575,-381.6139559,0.00002487
220,12,-381.6112425,-381.6108717,-0.0000309
221,13,-381.976197,-381.9762784,0.00000626
222,13,-381.97403,-381.9740123,-0.00000136
223,12,-381.6122938,-381.6123621,0.0000057
224,13,-381.9729587,-381.9724397,-0.00003992
225,12,-381.6053624,-381.6052956,-0.00000557
226,13,-381.9720535,-381.9720989,0.00000349
227,12,-381.617915,-381.6180941,0.00001492
228,12,-381.6181808,-381.6180262,-0.00001288
229,13,-381.9777461,-381.976634,-0.00008554
230,12,-381.6145581,-381.614324,-0.0000195
231,13,-381.9681072,-381.9687245,0.00004749
232,12,-381.6123365,-381.6118388,-0.00004147
233,13,-381.9813232,-381.9806819,-0.00004933
234,12,-381.6082386,-381.6082823,0.00000364
235,13,-381.9782698,-381.9782721,0.00000017
236,13,-381.970024,-381.9694558,-0.00004371
237,13,-381.9726012,-381.9735617,0.00007389
238,12,-381.6115595,-381.6117577,0.00001652
239,13,-381.9746746,-381.9748769,0.00001556
240,13,-381.975199,-381.9748622,-0.00002591
241,12,-381.6094235,-381.6094563,0.00000273
242,13,-381.9725038,-381.9727467,0.00001869
243,13,-381.9715781,-381.9717141,0.00001047
244,12,-381.6107859,-381.6107328,-0.00000443
245,12,-381.618484,-381.6184159,-0.00000568
246,13,-381.9740092,-381.9736468,-0.00002787
247,13,-381.97429,-381.9732631,-0.00007899
248,12,-381.6122391,-381.6122998,0.00000506
249,13,-381.975689,-381.9754282,-0.00002006
250,12,-381.6060541,-381.6066104,0.00004635
251,12,-381.6110378,-381.6109213,-0.00000971
252,12,-381.6128619,-381.6125217,-0.00002835
253,13,-381.9825645,-381.982049,-0.00003965
254,12,-381.6089718,-381.6096326,0.00005506
255,13,-381.9676828,-381.9670384,-0.00004957
256,12,-381.6101172,-381.6105688,0.00003763
257,12,-381.6153663,-381.6149608,-0.00003379
258,13,-381.9689292,-381.9696268,0.00005366
259,12,-381.6079989,-381.6087009,0.0000585
260,12,-381.6107516,-381.6109615,0.00001749
261,13,-381.9774251,-381.977504,0.00000607
262,12,-381.6145893,-381.6143381,-0.00002093
263,13,-381.978435,-381.9793387,0.00006952
264,13,-381.9727182,-381.9728838,0.00001274
265,13,-381.9755543,-381.9747847,-0.00005921
266,12,-381.6114332,-381.6112726,-0.00001339
267,13,-381.9694723,-381.9697618,0.00002227
268,13,-381.9691684,-381.9690533,-0.00000885
269,13,-381.9818294,-381.9820151,0.00001428
270,13,-381.979847,-381.9794818,-0.00002809
271,12,-381.6005017,-381.600619,0.00000978
272,12,-381.6129822,-381.6133623,0.00003167
273,13,-381.9746388,-381.9741836,-0.00003502
274,13,-381.9803081,-381.9805235,0.00001657
275,12,-381.6153371,-381.6149692,-0.00003066
276,12,-381.6161055,-381.6160548,-0.00000423
277,12,-381.5931608,-381.5931606,-0.00000001
278,12,-381.6106152,-381.610742,0.00001057
279,12,-381.6030438,-381.6030166,-0.00000226
280,13,-381.9659396,-381.9658513,-0.00000679
281,12,-381.6148663,-381.6151589,0.00002439
282,12,-381.6131322,-381.6133364,0.00001702
283,12,-381.6075367,-381.6076999,0.0000136
284,13,-381.9747565,-381.9744065,-0.00002693
285,12,-381.6103474,-381.6112078,0.0000717
286,13,-381.9718883,-381.9716213,-0.00002054
287,13,-381.9693475,-381.9699384,0.00004545
288,12,-381.6117689,-381.6120314,0.00002187
289,13,-381.9807428,-381.9807538,0.00000085
290,13,-381.9751194,-381.9748812,-0.00001833
291,12,-381.6077596,-381.6074999,-0.00002164
292,13,-381.9689725,-381.9683352,-0.00004902
293,13,-381.9802758,-381.9805866,0.00002391
294,12,-381.6121981,-381.6119874,-0.00001756
295,13,-381.9716768,-381.9706517,-0.00007886
296,12,-381.6124358,-381.6120471,-0.00003239
297,12,-381.6068804,-381.6066884,-0.00001601
298,13,-381.9760462,-381.9757554,-0.00002237
299,12,-381.6128122,-381.61263,-0.00001518
300,12,-381.6048794,-381.6051286,0.00002076
301,12,-381.6081932,-381.6079682,-0.00001875
302,12,-381.6131988,-381.6122478,-0.00007924
303,12,-381.6161268,-381.6156176,-0.00004243
304,12,-381.6155801,-381.6155244,-0.00000463
305,13,-381.9766727,-381.9759884,-0.00005264
306,12,-381.6066673,-381.6068749,0.0000173
307,12,-381.6083232,-381.6091509,0.00006898
308,12,-381.609011,-381.6092184,0.00001729
309,13,-381.9779679,-381.9783986,0.00003313
310,13,-381.9784532,-381.9778884,-0.00004345
311,12,-381.6140254,-381.6136989,-0.00002721
312,13,-381.9712431,-381.9717018,0.00003529
313,13,-381.9715387,-381.9716674,0.0000099
314,13,-381.9802209,-381.9799191,-0.00002322
315,13,-381.9814125,-381.9809218,-0.00003774
316,12,-381.6072121,-381.6069485,-0.00002196
317,12,-381.6104665,-381.610194,-0.00002271
318,12,-381.6107335,-381.6111279,0.00003287
319,13,-381.9724875,-381.9727207,0.00001794
320,13,-381.9719232,-381.9717556,-0.00001289
321,13,-381.9764802,-381.9758146,-0.0000512
322,12,-381.6079177,-381.6080692,0.00001262
323,12,-381.6170013,-381.6169649,-0.00000304
324,12,-381.6039037,-381.6041197,0.000018
325,13,-381.977679,-381.9777079,0.00000222
326,13,-381.9773616,-381.9772883,-0.00000564
327,13,-381.9756263,-381.9752339,-0.00003018
328,12,-381.6096553,-381.6100609,0.0000338
329,13,-381.9756988,-381.975601,-0.00000752
330,12,-381.6069452,-381.6068176,-0.00001063
331,13,-381.9740297,-381.973494,-0.00004121
332,12,-381.611533,-381.6116138,0.00000674
333,13,-381.9762004,-381.9763508,0.00001157
334,12,-381.616912,-381.6169426,0.00000255
335,12,-381.6123001,-381.6119843,-0.00002632
336,12,-381.6032444,-381.6034211,0.00001473
337,12,-381.6088329,-381.6089464,0.00000945
338,12,-381.6166564,-381.616635,-0.00000179
339,13,-381.9772927,-381.9771231,-0.00001305
340,13,-381.9747349,-381.9753208,0.00004508
341,13,-381.9781062,-381.9779186,-0.00001443
342,13,-381.9791268,-381.9786666,-0.0000354
343,13,-381.9736136,-381.9738903,0.00002129
344,12,-381.6050679,-381.6064559,0.00011567
345,13,-381.966936,-381.9673361,0.00003077
346,13,-381.9737385,-381.9727418,-0.00007666
347,13,-381.9654141,-381.9663401,0.00007123
348,12,-381.6118873,-381.6121742,0.00002391
349,12,-381.6110441,-381.6109612,-0.00000691
350,13,-381.9679713,-381.9673266,-0.00004959
351,12,-381.6097038,-381.6108218,0.00009317
352,12,-381.6159725,-381.6158143,-0.00001319
353,12,-381.6136387,-381.6133521,-0.00002388
354,12,-381.6006075,-381.601154,0.00004554
355,13,-381.972836,-381.9721146,-0.00005549
356,12,-381.6144601,-381.6143088,-0.00001261
357,12,-381.6079103,-381.6080514,0.00001176
358,12,-381.6002977,-381.5990152,-0.00010688
359,13,-381.9757836,-381.9759184,0.00001037
360,13,-381.975044,-381.9742788,-0.00005887
361,12,-381.615749,-381.6157831,0.00000284
362,13,-381.9762661,-381.9765791,0.00002407
363,12,-381.6086172,-381.6081991,-0.00003484
364,13,-381.9785384,-381.9774623,-0.00008278
365,13,-381.9684875,-381.9681741,-0.00002411
366,12,-381.6029013,-381.601699,-0.00010019
367,13,-381.966659,-381.9662753,-0.00002952
368,13,-381.9576721,-381.9587912,0.00008608
369,13,-381.978461,-381.9780762,-0.0000296
370,12,-381.6107784,-381.6104621,-0.00002636
371,13,-381.973923,-381.9732768,-0.00004971
372,12,-381.6055737,-381.6049938,-0.00004833
373,13,-381.979495,-381.9794276,-0.00000519
374,12,-381.608261,-381.60765,-0.00005092
375,12,-381.6106826,-381.610783,0.00000837
376,12,-381.6085405,-381.6083849,-0.00001297
377,13,-381.9784852,-381.9788142,0.00002531
378,13,-381.9706585,-381.970328,-0.00002542
379,12,-381.604565,-381.6052031,0.00005317
380,13,-381.9741328,-381.9749662,0.00006411
381,13,-381.9687072,-381.9708251,0.00016291
382,12,-381.6015853,-381.6016819,0.00000805
383,12,-381.6066476,-381.6065008,-0.00001223
384,13,-381.9762784,-381.9761695,-0.00000837
385,13,-381.9732365,-381.9737959,0.00004303
386,13,-381.9745078,-381.9735102,-0.00007674
387,12,-381.6135629,-381.6132687,-0.00002452
388,13,-381.9807385,-381.9806283,-0.00000848
389,12,-381.6153944,-381.6160599,0.00005545
390,12,-381.608118,-381.6081119,-0.00000051
391,13,-381.9782855,-381.9781016,-0.00001415
392,13,-381.977832,-381.9770103,-0.00006321
393,13,-381.9726586,-381.9725138,-0.00001114
394,13,-381.9797967,-381.9798229,0.00000202
395,12,-381.6066943,-381.6065488,-0.00001213
396,12,-381.6135899,-381.6139038,0.00002616
397,12,-381.6146449,-381.6149557,0.00002589
398,13,-381.9762803,-381.9755029,-0.0000598
399,12,-381.6062463,-381.6064488,0.00001687
400,12,-381.6131322,-381.6131213,-0.00000091
401,13,-381.9784845,-381.9787302,0.0000189
402,13,-381.9747514,-381.973929,-0.00006326
403,13,-381.9745967,-381.9740516,-0.00004193
404,13,-381.9681882,-381.9690565,0.00006679
405,12,-381.6020418,-381.6041195,0.00017314
406,12,-381.6163511,-381.6165975,0.00002054
407,12,-381.5972899,-381.5980989,0.00006742
408,12,-381.6079332,-381.6077141,-0.00001826
409,12,-381.6139304,-381.6140059,0.00000629
410,13,-381.9734204,-381.9731599,-0.00002004
411,13,-381.9696992,-381.971374,0.00012884
412,13,-381.9780695,-381.9780681,-0.00000011
413,12,-381.6156877,-381.6153711,-0.00002638
414,12,-381.6103783,-381.6102003,-0.00001484
415,12,-381.6181649,-381.6178996,-0.00002211
416,13,-381.9729416,-381.9741437,0.00009246
417,13,-381.9824926,-381.9826048,0.00000863
418,13,-381.9791268,-381.9789505,-0.00001356
419,13,-381.9683674,-381.9681522,-0.00001655
420,12,-381.6149834,-381.6145916,-0.00003265
421,12,-381.6110381,-381.6108557,-0.00001521
422,13,-381.9699342,-381.9706061,0.00005168
423,13,-381.9788096,-381.9780138,-0.00006122
424,13,-381.9806288,-381.9810068,0.00002908
425,13,-381.9765187,-381.9763099,-0.00001606
426,13,-381.9775092,-381.9777455,0.00001818
427,12,-381.6146793,-381.6144907,-0.00001572
428,13,-381.9765454,-381.9768592,0.00002414
429,12,-381.6131346,-381.6129878,-0.00001223
430,12,-381.6171052,-381.6168513,-0.00002116
431,12,-381.6050344,-381.6048278,-0.00001722
432,12,-381.6162698,-381.6164097,0.00001166
433,12,-381.6167719,-381.6163551,-0.00003474
434,12,-381.6105894,-381.6111266,0.00004477
435,13,-381.9753953,-381.9758309,0.00003351
436,13,-381.9772215,-381.9769038,-0.00002443
437,12,-381.6126935,-381.6129175,0.00001867
438,13,-381.9737585,-381.9745034,0.0000573
439,13,-381.9743553,-381.9751882,0.00006407
440,13,-381.9703253,-381.9696899,-0.00004887
441,12,-381.6094646,-381.6090911,-0.00003113
442,12,-381.6050068,-381.6043691,-0.00005314
443,12,-381.6046609,-381.6044422,-0.00001823
444,12,-381.6175584,-381.6172219,-0.00002804
445,13,-381.9751012,-381.9756704,0.00004378
446,13,-381.9769799,-381.97719,0.00001616
447,12,-381.6182564,-381.6185739,0.00002646
448,12,-381.6147538,-381.6148253,0.00000596
449,12,-381.6121432,-381.612123,-0.00000168
450,12,-381.6136392,-381.6135293,-0.00000916
451,13,-381.9772989,-381.9784528,0.00008876
452,12,-381.6121529,-381.6119056,-0.00002061
453,13,-381.9776104,-381.9779086,0.00002294
454,13,-381.9705166,-381.9706535,0.00001053
455,12,-381.6101195,-381.6098981,-0.00001845
456,13,-381.9824752,-381.9830511,0.0000443
457,12,-381.6133426,-381.613714,0.00003095
458,13,-381.9764674,-381.9766774,0.00001615
459,13,-381.9730751,-381.9728207,-0.00001957
460,13,-381.9743248,-381.9743876,0.00000483
461,12,-381.6051763,-381.6046083,-0.00004733
462,12,-381.6091312,-381.6095084,0.00003144
463,12,-381.6044265,-381.6052527,0.00006885
464,12,-381.6052471,-381.6051375,-0.00000914
465,12,-381.619299,-381.6193486,0.00000413
466,12,-381.6113803,-381.6112804,-0.00000832
467,13,-381.964879,-381.9661538,0.00009806
468,13,-381.9792514,-381.9786992,-0.00004247
469,12,-381.6084127,-381.6091359,0.00006027
470,13,-381.9702766,-381.9699393,-0.00002594
471,12,-381.6083111,-381.6080512,-0.00002166
472,12,-381.6122454,-381.6121253,-0.00001002
473,13,-381.9774685,-381.9777875,0.00002454
474,12,-381.6108804,-381.6107105,-0.00001416
475,13,-381.9733371,-381.9726074,-0.00005613
476,13,-381.9747975,-381.9747083,-0.00000686
477,13,-381.9655512,-381.9664828,0.00007166
478,12,-381.6121226,-381.611998,-0.00001038
479,12,-381.6156009,-381.6156179,0.00000141
480,12,-381.6162861,-381.616256,-0.00000251
481,13,-381.9711673,-381.9717256,0.00004295
482,12,-381.6176401,-381.6176887,0.00000405
483,13,-381.9718879,-381.9709971,-0.00006852
484,13,-381.9769455,-381.9775692,0.00004798
485,12,-381.6155589,-381.6157305,0.0000143
486,13,-381.9772623,-381.9772313,-0.00000239
487,13,-381.9806714,-381.9807831,0.00000859
488,13,-381.9725154,-381.9721019,-0.00003181
489,13,-381.9767992,-381.9763868,-0.00003172
490,12,-381.614152,-381.6143725,0.00001837
491,13,-381.9788143,-381.9786934,-0.0000093
492,13,-381.9775527,-381.9776211,0.00000526
493,13,-381.9804223,-381.9794728,-0.00007303
494,12,-381.6078705,-381.6082122,0.00002847
495,13,-381.9802119,-381.9809331,0.00005548
496,13,-381.9752602,-381.9752617,0.00000011
497,13,-381.9787168,-381.9788088,0.00000708
498,12,-381.6068409,-381.606581,-0.00002166
499,13,-381.9736763,-381.9739268,0.00001927
500,12,-381.6030378,-381.6022754,-0.00006353
501,12,-381.6140888,-381.6140991,0.00000085
502,12,-381.6155482,-381.6155692,0.00000176
503,12,-381.617911,-381.6182169,0.00002549
504,13,-381.9729435,-381.9724432,-0.00003848
505,12,-381.6105186,-381.6109855,0.0000389
506,13,-381.9589861,-381.9607408,0.00013497
507,12,-381.615514,-381.615707,0.00001609
508,13,-381.9745749,-381.975325,0.0000577
509,13,-381.9766692,-381.9766144,-0.00000422
510,12,-381.6079222,-381.6087978,0.00007296
511,13,-381.9772508,-381.977907,0.00005048
512,13,-381.97814,-381.9780401,-0.00000769
513,12,-381.6086399,-381.6091094,0.00003912
514,12,-381.6045762,-381.6037629,-0.00006778
515,13,-381.9685427,-381.9679121,-0.00004851
516,13,-381.981315,-381.9810095,-0.0000235
517,13,-381.9818119,-381.9815302,-0.00002167
518,12,-381.607897,-381.6072733,-0.00005197
519,13,-381.9754955,-381.9760548,0.00004302
520,13,-381.96675,-381.9676123,0.00006633
521,13,-381.9713209,-381.9713533,0.00000249
522,13,-381.9714711,-381.9723615,0.00006849
523,12,-381.6138779,-381.6131256,-0.00006269
524,13,-381.9765795,-381.9771006,0.00004008
525,12,-381.6049254,-381.606128,0.00010022
526,13,-381.9825451,-381.9821828,-0.00002787
527,12,-381.6086988,-381.6095058,0.00006725
528,12,-381.6226788,-381.6225438,-0.00001125
529,12,-381.6162124,-381.6163007,0.00000735
530,13,-381.978733,-381.9788829,0.00001153
531,13,-381.9745518,-381.9737668,-0.00006038
532,12,-381.603266,-381.6038625,0.00004971
533,13,-381.9767385,-381.9777183,0.00007537
534,12,-381.6230932,-381.6231709,0.00000648
535,13,-381.9749746,-381.9763321,0.00010442
536,12,-381.6144111,-381.6142369,-0.00001452
537,12,-381.6154392,-381.6159239,0.00004039
538,12,-381.6103981,-381.6100841,-0.00002617
539,12,-381.6105547,-381.6103379,-0.00001807
540,12,-381.6139045,-381.6136672,-0.00001977
541,13,-381.9752485,-381.9760216,0.00005948
542,13,-381.9748499,-381.9744299,-0.00003231
543,13,-381.9709249,-381.9698535,-0.00008241
544,12,-381.6156863,-381.6159513,0.00002209
545,12,-381.6098852,-381.6097347,-0.00001253
546,13,-381.9769094,-381.9777533,0.00006491
547,12,-381.6159422,-381.6157816,-0.00001339
548,13,-381.9779622,-381.9775722,-0.00003
549,13,-381.9746646,-381.9735099,-0.00008882
550,12,-381.5938111,-381.5946564,0.00007043
551,13,-381.9735239,-381.9732723,-0.00001936
552,13,-381.9748233,-381.9753422,0.00003991
553,13,-381.9763097,-381.9762752,-0.00000266
554,13,-381.9804193,-381.9807639,0.0000265
555,13,-381.9749029,-381.9754759,0.00004408
556,13,-381.9629542,-381.9629797,0.00000196
557,12,-381.6107566,-381.6105141,-0.00002021
558,12,-381.6114696,-381.6116797,0.0000175
559,12,-381.6131103,-381.6129071,-0.00001693
560,13,-381.9747685,-381.9753981,0.00004843
561,13,-381.9762374,-381.9762705,0.00000254
562,13,-381.9768553,-381.977754,0.00006913
563,13,-381.9708054,-381.9716108,0.00006195
564,12,-381.6145129,-381.6143387,-0.00001452
565,13,-381.9728911,-381.9725562,-0.00002576
566,13,-381.9660547,-381.9665108,0.00003509
567,12,-381.6013822,-381.6016993,0.00002643
568,13,-381.9735457,-381.9736219,0.00000587
569,12,-381.6132328,-381.6136001,0.00003061
570,12,-381.620329,-381.6204175,0.00000738
571,12,-381.602749,-381.6032444,0.00004129
