Conf.,atom,Ref. Fx(Ha/Bohr),Ref. Fy(Ha/Bohr),Ref. Fz(Ha/Bohr),NN Fx(Ha/Bohr),NN Fy(Ha/Bohr),NN Fz(Ha/Bohr)
4,7,-0.00437443,-0.0034128,-0.00138366,-0.00374133,-0.0016403,-0.00146148
4,8,-0.05242648,-0.04056713,0.00084325,-0.05654959,-0.04190542,0.00380942
4,9,0.00657593,-0.00716408,-0.00311199,0.00706153,-0.0077715,-0.0017605
4,10,0.0043224,0.02054877,-0.00157342,0.0071951,0.0204225,-0.00526761
4,11,0.00974937,-0.01700055,-0.00252854,0.0101227,-0.01691043,-0.00250838
4,12,0.00814632,0.00096481,0.01122871,0.0089725,0.00041675,0.01113241
4,13,-0.01900289,-0.02469391,-0.00464196,-0.02050773,-0.02607289,-0.00475954
5,1,0.07071179,0.01960607,-0.00890984,0.0744515,0.0196223,-0.00903006
5,2,-0.05402616,-0.02704437,-0.00791852,-0.05381193,-0.02715819,-0.00870824
5,3,-0.02416851,-0.00662671,-0.02351002,-0.0269727,-0.00575423,-0.02335164
5,4,0.04190996,0.02318279,0.01320126,0.04314077,0.0224815,0.01204177
5,5,-0.02111317,-0.01583975,0.02126632,-0.01981763,-0.0145266,0.02099367
5,6,-0.03210212,-0.02848933,-0.0259371,-0.03311439,-0.02676193,-0.02425734
5,7,-0.00219203,0.00006509,-0.0046202,-0.0022667,-0.00150511,-0.00471087
5,8,-0.01545267,0.01640739,0.01418893,-0.01502283,0.01401591,0.01407508
5,9,-0.0106517,0.006769,0.00801277,-0.01088371,0.00562094,0.00697862
5,10,0.03951743,-0.00585391,-0.0003317,0.03891373,-0.00257408,0.00099872
5,11,-0.02201074,0.02434288,0.0269173,-0.02236444,0.0256198,0.02750645
5,12,0.00353307,-0.02011627,-0.01551791,0.00236224,-0.02243094,-0.01611339
5,13,0.02604485,0.01359711,0.00315873,0.0253861,0.01335061,0.00357722
6,1,-0.02639824,0.00022977,-0.00703502,-0.02604742,-0.00057858,-0.00684696
6,2,-0.0046305,-0.01240045,-0.00924887,-0.00819165,-0.0127481,-0.00917006
6,3,-0.01786787,-0.02321374,-0.01027758,-0.01611414,-0.02237149,-0.00915893
6,4,-0.01280112,0.01526089,0.01842788,-0.00799296,0.0151558,0.01799455
6,5,0.03215918,0.02437052,0.01751178,0.03039862,0.02282795,0.01616677
6,6,0.03041102,-0.00562033,-0.01394927,0.02668507,-0.00407017,-0.01363285
6,7,0.03252494,0.0099861,0.00639952,0.03342773,0.01189479,0.00583741
6,8,0.00230192,0.0087567,-0.0025127,0.00409202,0.00848418,-0.00486019
6,9,-0.01310248,-0.00310862,-0.02659246,-0.01434356,-0.00353579,-0.02684786
6,10,-0.04911791,-0.02606212,0.01581756,-0.05098795,-0.02836647,0.01895052
6,11,0.0073716,0.01916849,0.00610671,0.00779598,0.02004135,0.00580859
6,12,0.01757421,-0.01033403,0.00264268,0.01760796,-0.01001904,0.00296889
6,13,0.00157524,0.00296683,0.00270978,0.00367031,0.00328557,0.0027901
7,1,0.01771729,-0.01792642,0.01667753,0.0142574,-0.01623009,0.01380427
7,2,0.00836861,0.01009501,0.00544384,0.00784097,0.0093719,0.00517591
7,3,-0.02138269,0.00944082,-0.0211894,-0.02179991,0.00851266,-0.01960576
7,4,-0.04725668,0.00615734,-0.01830276,-0.05114244,0.00639701,-0.01838967
7,5,0.030168,0.00486123,-0.00013718,0.03206314,0.00449481,0.00172717
7,6,0.0285194,-0.0161044,0.02271411,0.0314996,-0.01580864,0.02416797
7,7,-0.06018471,-0.00767401,0.00522354,-0.05835779,-0.00709428,0.00322588
7,8,0.00797654,0.00263338,-0.00359837,0.01010452,0.00197125,-0.00382684
7,9,0.00689941,0.00593528,-0.00014128,0.00580509,0.00579973,0.00044103
7,10,0.00805099,0.00568039,-0.00288634,0.00790725,0.005426,-0.002812
7,11,0.01274968,-0.00160184,-0.00131926,0.01290451,-0.00174841,-0.00115483
7,12,0.00837417,-0.00149679,-0.00248442,0.00891767,-0.00109195,-0.00275313
8,1,-0.04364121,0.0056108,0.00237006,-0.04452432,0.00636988,0.00164752
8,2,0.03427517,-0.00321816,-0.00079656,0.03602282,-0.00310908,0.00027098
8,3,0.01946485,-0.00969709,0.00449957,0.02267402,-0.01158924,0.00542532
8,4,0.02805548,-0.00153687,-0.00304664,0.02815392,-0.00139363,-0.00427235
8,5,0.03115029,0.01021612,-0.002719,0.02696595,0.01139245,-0.00322012
8,6,-0.02642718,0.0099863,-0.00673111,-0.02609202,0.00964717,-0.00631354
8,7,-0.06354484,-0.0032594,-0.00389356,-0.06302711,-0.00372288,-0.00341731
8,8,0.04901751,-0.01332612,0.01467779,0.04805914,-0.01334493,0.01450806
8,9,0.03583616,-0.00305522,0.01258804,0.03737118,-0.00277179,0.01254026
8,10,-0.06782813,0.00777083,-0.01093064,-0.06796698,0.008228,-0.01102627
8,11,-0.00639914,0.00209155,-0.00820981,-0.00756629,0.00214506,-0.00851117
8,12,0.01004104,-0.00158275,0.00219187,0.00992969,-0.00185102,0.00236861
9,1,-0.02956393,0.00109786,0.01506328,-0.02813867,0.00087856,0.01422731
9,2,0.04279424,-0.00430679,-0.00017838,0.04313744,-0.00380237,0.00028533
9,3,0.01320312,0.0095346,-0.00891414,0.01511521,0.00932166,-0.00842596
9,4,0.07775066,0.00926475,-0.0045406,0.0791975,0.00942806,-0.00517045
9,5,-0.00102522,-0.01355899,0.00473755,-0.00234969,-0.01305354,0.00541832
9,6,-0.07791602,-0.01042276,-0.0043265,-0.07979303,-0.01092413,-0.00535133
9,7,0.01442158,-0.00355777,-0.00313221,0.01118999,-0.00354737,-0.00339266
9,8,0.03706916,0.00147835,0.01605112,0.03669102,0.00203876,0.01677652
9,9,-0.01444253,0.00724333,0.0009908,-0.0130874,0.00661581,0.0010698
9,10,-0.04397035,-0.00069638,-0.01972605,-0.04247695,-0.00107515,-0.01926877
9,11,-0.01289486,0.00197993,0.00023091,-0.01290097,0.00223599,0.00019475
9,12,-0.00542588,0.00194388,0.00374423,-0.00658445,0.00188372,0.00363716
10,1,-0.0628184,0.00559418,0.00577955,-0.06512588,0.00441598,0.00380721
10,2,0.03248254,-0.00323292,0.00210884,0.02907579,-0.004865,0.002115
10,3,-0.01886617,0.0002144,-0.00411654,-0.01784799,0.00043111,-0.00137141
10,4,0.0193046,0.00304611,-0.00970983,0.02013214,0.00562121,-0.00992606
10,5,0.03377594,-0.01497386,0.004079,0.03387281,-0.01313697,0.0027127
10,6,-0.04533327,-0.00422869,0.00210748,-0.04455335,-0.00498053,0.00312197
10,7,-0.03042594,0.01741975,-0.0024655,-0.02779189,0.01652211,-0.00138441
10,8,0.0356552,0.00577175,-0.00239063,0.03660023,0.00565582,-0.00310925
10,9,0.02553981,-0.00664704,-0.00374938,0.02267207,-0.00669818,-0.00410931
10,10,0.00223675,-0.00438487,0.0030213,0.00146215,-0.0042614,0.00281977
10,11,0.00541793,0.00156549,0.00621401,0.00750875,0.00163069,0.00597504
10,12,0.00303103,-0.00014431,-0.0008783,0.00399517,-0.00033484,-0.00065124
11,1,-0.00172969,-0.00321335,0.00517346,-0.00272481,-0.00410661,0.00545885
11,2,-0.00297483,-0.00062731,-0.00675496,0.00055791,-0.00061901,-0.00715201
11,3,0.00167512,0.0160696,-0.00210147,0.00328896,0.01793848,-0.00246347
11,4,-0.0388754,-0.001504,0.01087611,-0.03943395,-0.00154032,0.0118002
11,5,0.00372687,-0.01009903,0.00520493,0.0020046,-0.01112008,0.00547573
11,6,0.06156027,-0.00561409,-0.00094763,0.05964777,-0.00525413,-0.00206007
11,7,0.00239174,-0.0011352,-0.01429735,0.00255736,-0.00066736,-0.01487428
11,8,-0.01951484,0.00797749,-0.00466715,-0.01859376,0.00770341,-0.00413877
11,9,-0.0197009,0.00563721,0.00587251,-0.0194222,0.00526387,0.00620926
11,10,0.01953625,-0.00302594,-0.00280903,0.01795915,-0.00318529,-0.00219641
11,11,0.00441068,-0.00416391,0.00161673,0.00368324,-0.00427345,0.00166224
11,12,-0.01050527,-0.00030147,0.00283386,-0.00952428,-0.00013949,0.00227875
12,1,-0.01474699,-0.01394611,0.02693755,-0.01343938,-0.01312102,0.02573145
12,2,0.01701631,-0.001164,-0.00098142,0.01673993,-0.00247098,-0.00184063
12,3,0.0178244,0.02996538,-0.00180413,0.01862113,0.02974395,-0.00119476
12,4,-0.01605436,-0.00732753,-0.00019167,-0.01661375,-0.00717638,0.00105802
12,5,-0.01279061,-0.03026219,-0.01120842,-0.01095409,-0.02940884,-0.00886641
12,6,0.00660387,0.0043161,0.0030843,0.00839271,0.00551515,0.00239562
12,7,-0.0648132,-0.02529957,0.01291156,-0.07006295,-0.02633104,0.00970139
12,8,-0.00467352,-0.00190509,0.00065724,-0.00721847,-0.00394188,0.00043685
12,9,0.01561257,0.00556542,-0.00344905,0.01955008,0.00646004,-0.00311977
12,10,0.05168968,0.02988561,-0.00280138,0.05110669,0.03037381,-0.00121039
12,11,0.00540474,0.01018265,-0.02796975,0.00559287,0.0105205,-0.02786401
12,12,0.00698585,-0.00276422,0.00496747,0.00738101,-0.00297519,0.00497994
12,13,-0.00805875,0.00275354,-0.0001523,-0.00909578,0.00281188,-0.0002073
13,1,0.06261356,0.00465856,-0.0088241,0.06692153,0.00459354,-0.00806426
13,2,-0.04078012,-0.01397456,-0.00181482,-0.0407776,-0.01206506,-0.00146622
13,3,-0.03015839,0.00363649,0.00804543,-0.03109404,0.0033718,0.00722784
13,4,-0.00741129,-0.00344731,0.00057177,-0.0095243,-0.00588422,-0.0003017
13,5,0.03621931,-0.01316572,-0.00017177,0.03601897,-0.01278546,-0.00034305
13,6,0.00881734,0.01697374,-0.01140719,0.0096649,0.01707193,-0.01116993
13,7,-0.01616773,-0.00282444,0.00756043,-0.01575616,-0.00382027,0.00839368
13,8,0.01375531,-0.00024768,0.01373494,0.01285509,0.00089341,0.01316498
13,9,-0.01834692,0.01635338,-0.0048925,-0.0211727,0.01628462,-0.00516527
13,10,0.0058115,-0.00574747,-0.0045543,0.00764914,-0.0058224,-0.00412203
13,11,-0.01394006,-0.00370556,-0.00093312,-0.01437233,-0.00298467,-0.00099921
13,12,-0.00041252,0.00149057,0.00268523,-0.00041248,0.00114676,0.00284517
14,1,0.05201659,-0.00656818,-0.00065938,0.05380262,-0.00575914,-0.0003782
14,2,-0.01705483,0.00342743,-0.00707557,-0.01456444,0.00394841,-0.00555007
14,3,-0.01599138,-0.0059812,0.0042104,-0.01643338,-0.00747405,0.00344099
14,4,-0.02011539,-0.00072455,0.00278145,-0.02201541,-0.00151407,0.00177549
14,5,0.02078729,0.01203142,-0.00612891,0.02070828,0.01233678,-0.00605445
14,6,0.0350337,0.00269531,0.00726554,0.03717648,0.00270042,0.00661966
14,7,-0.05075776,-0.00087505,0.00667719,-0.05302343,-0.00035763,0.00667998
14,8,-0.03296963,-0.00225242,-0.0070289,-0.03387605,-0.00213754,-0.00669722
14,9,0.03388256,-0.00123116,-0.00365157,0.03482625,-0.00091732,-0.00379823
14,10,0.00094278,-0.00460145,0.00211145,0.00070401,-0.00418167,0.00250161
14,11,-0.01151881,-0.00019071,0.00152079,-0.01238161,-0.00055001,0.00173843
14,12,0.00574489,0.00427057,-0.00002249,0.00507668,0.00390581,-0.00027799
15,1,0.01058682,0.01009598,-0.01858392,0.01617858,0.00931914,-0.01741678
15,2,0.02336516,-0.01232739,0.00797165,0.02354964,-0.01225176,0.00760601
15,3,0.01136398,-0.00154481,0.00494073,0.01108406,-0.00129012,0.00443129
15,4,0.01916851,0.01885204,0.01139998,0.01560369,0.02071406,0.01250007
15,5,-0.04710575,-0.00586687,-0.00118083,-0.04720921,-0.00529656,-0.00173035
15,6,0.03452011,-0.00599913,-0.00566948,0.03620658,-0.00721608,-0.00573507
15,7,0.04190727,0.00221417,0.00028481,0.0423653,0.00179059,0.00045362
15,8,-0.03071819,-0.01201718,-0.00605013,-0.03396727,-0.0134997,-0.0069759
15,9,-0.05482153,-0.00029165,0.00074336,-0.05584928,-0.00056752,0.00068976
15,10,-0.02337111,0.00547724,0.00409772,-0.02055093,0.00679628,0.00388125
15,11,0.01149541,-0.00025936,-0.00034174,0.00954656,-0.00015275,-0.00029721
15,12,0.00360932,0.00166697,0.00238786,0.00304229,0.00165441,0.00259331
16,1,0.00998293,0.0048816,0.01524855,0.00774708,0.00423329,0.01545617
16,2,0.01155925,-0.00052298,-0.01749371,0.01550438,-0.00104881,-0.01731023
16,3,-0.05533581,-0.00320118,-0.01093538,-0.05664162,-0.00239176,-0.01189331
16,4,-0.00424195,-0.00437329,0.01328678,-0.00649065,-0.00390193,0.01443885
16,5,0.01164297,-0.00233084,0.0063996,0.01162381,-0.00249616,0.00736232
16,6,-0.00130549,-0.00140064,0.00069261,0.00033863,-0.00132596,-0.00134221
16,7,0.01274909,0.00553062,-0.01030173,0.01332234,0.00555696,-0.01063047
16,8,-0.02831573,0.01013255,0.00416317,-0.02886997,0.01015847,0.00514969
16,9,0.00396292,-0.00308039,0.01066785,0.00315856,-0.00305459,0.01002933
16,10,0.0496718,-0.00739842,-0.01223912,0.04892695,-0.0075685,-0.01172057
16,11,0.00665625,0.00111998,-0.00308295,0.00769846,0.00111468,-0.00252892
16,12,-0.01702625,0.00064298,0.00359432,-0.01631796,0.00072432,0.00298934
17,1,0.02734608,-0.00357239,-0.0113246,0.02521698,-0.00316714,-0.01127742
17,2,-0.0628134,0.00603527,0.01064847,-0.0659957,0.00466559,0.01109845
17,3,-0.00172421,-0.0002302,0.01138829,-0.0019617,-0.00025119,0.01261188
17,4,-0.02414235,0.00861304,-0.01507066,-0.02197282,0.0107673,-0.01724342
17,5,-0.01295189,-0.00527175,-0.00326605,-0.01370483,-0.00574309,-0.00434487
17,6,0.04277757,-0.01620087,0.00671923,0.0421174,-0.01685032,0.00874967
17,7,0.03142329,0.01401893,0.00377039,0.03520058,0.0144555,0.00460564
17,8,-0.02249678,0.00868101,-0.01260862,-0.02401363,0.00892945,-0.01409358
17,9,-0.01058621,-0.00939021,-0.00590871,-0.01382968,-0.0095722,-0.00613528
17,10,0.03013665,-0.00200178,0.02132805,0.03387586,-0.0025353,0.02131118
17,11,-0.00053574,0.00125616,0.00170648,0.00098624,0.00120115,0.00142862
17,12,0.00356698,-0.00193721,-0.00738226,0.0040813,-0.00189974,-0.00671087
18,1,0.00047784,0.01954075,-0.02355802,0.00018412,0.02072393,-0.0240388
18,2,0.03928112,0.02319752,0.00271717,0.03827612,0.02075151,0.00307843
18,3,-0.02566735,-0.01524773,0.02038924,-0.0256027,-0.01552838,0.01999961
18,4,-0.0267257,-0.01122466,-0.00013139,-0.02607995,-0.00947924,0.00086767
18,5,-0.01517293,-0.00700099,-0.01449864,-0.0157078,-0.00802941,-0.01340383
18,6,-0.01177253,-0.00005509,0.00400258,-0.01126605,0.00119777,0.00274186
18,7,-0.0671638,-0.04198682,-0.0041783,-0.06693159,-0.04059723,-0.00511372
18,8,0.00700743,-0.01629654,0.00151961,0.00652177,-0.01987985,0.00163444
18,9,0.09483139,0.05279617,0.00952654,0.09422469,0.05189839,0.01090984
18,10,-0.0067269,0.01278199,-0.00651954,-0.00472443,0.01528836,-0.00799158
18,11,0.02318199,-0.00101456,0.00731946,0.02413135,-0.00150443,0.00739194
18,12,0.0066521,-0.00282325,0.00671395,0.00679222,-0.00252778,0.0071169
18,13,-0.01820265,-0.0126668,-0.00330268,-0.01981776,-0.01231364,-0.00319276
19,1,0.01148885,-0.01630552,0.00525535,0.0080784,-0.01371111,0.00500646
19,2,-0.06236966,-0.00743806,-0.00142798,-0.06242794,-0.00554445,-0.00238985
19,3,-0.02656536,0.01335544,-0.00340755,-0.02612704,0.01065622,-0.00340062
19,4,0.00893357,0.01215213,0.00022609,0.00842739,0.01009435,0.00148297
19,5,0.0118441,-0.00135553,0.0058027,0.0110135,-0.00158478,0.00658726
19,6,0.00242381,0.00007012,-0.00944429,0.00272434,-0.00081909,-0.00964696
19,7,-0.0135585,-0.0038284,-0.00922055,-0.01126933,-0.00296329,-0.00984132
19,8,0.04102324,0.00226864,0.01148231,0.04014071,0.00344056,0.01090733
19,9,0.03459405,0.00936063,0.01063264,0.03405732,0.00920047,0.01031403
19,10,-0.0040879,-0.00226107,-0.00340935,-0.00220506,-0.00225625,-0.00304028
19,11,0.00129155,-0.00645354,-0.00711731,0.00189892,-0.00671342,-0.00670025
19,12,-0.00501775,0.00043515,0.00062793,-0.00431122,0.00020079,0.00072123
20,1,0.03818866,0.06426407,0.04265683,0.03901964,0.06397272,0.04105633
20,2,0.01659169,0.00390745,0.01219019,0.01630082,0.00142096,0.01369479
20,3,0.00738375,-0.03562779,-0.0134503,0.00952945,-0.03509148,-0.01358616
20,4,-0.02812771,-0.00785337,-0.00020403,-0.02631552,-0.00597492,-0.00107793
20,5,-0.04649297,0.00487949,-0.00495808,-0.04957419,0.00450684,-0.00457941
20,6,-0.01590378,-0.01357458,-0.00102047,-0.01880737,-0.01350113,0.00031614
20,7,0.01658628,0.00378079,0.00036585,0.01622849,0.00438042,0.00191501
20,8,0.01913008,-0.00090383,-0.00670292,0.02172425,0.00116777,-0.00662665
20,9,0.0038544,-0.01061078,-0.00352714,0.0045659,-0.0087672,-0.00345554
20,10,-0.00013949,0.02294971,0.00888043,-0.00150004,0.01804058,0.00621008
20,11,0.00729612,-0.03950081,-0.02898538,0.00696658,-0.03949979,-0.02870717
20,12,-0.02073182,0.00463979,0.00328079,-0.01935188,0.00524043,0.00416665
20,13,0.0023648,0.00364985,-0.00852578,0.00121388,0.00410481,-0.00932614
21,1,0.02416769,-0.02054825,-0.00247428,0.02437256,-0.02064681,-0.00215334
21,2,0.00983513,0.01035079,0.00357218,0.00970779,0.00973732,0.00523422
21,3,-0.00201315,0.01784702,-0.00004901,-0.00164726,0.01902025,-0.00122207
21,4,0.00531,-0.00613763,-0.00080285,0.00605333,-0.00575303,-0.00206122
21,5,0.02373215,0.00179083,0.00938892,0.02255908,0.00099778,0.00962152
21,6,-0.04176584,-0.0124376,0.00781921,-0.04115432,-0.01312938,0.00836292
21,7,-0.02426527,-0.00845671,-0.00555976,-0.02142334,-0.00849459,-0.00612544
21,8,-0.00528877,-0.00030322,-0.00404048,-0.00642114,-0.00212013,-0.00472171
21,9,0.03833742,0.03113019,-0.00345141,0.03544512,0.0285604,-0.002883
21,10,-0.0054135,-0.01990195,0.0023186,-0.00435803,-0.01524587,0.0025275
21,11,-0.02095421,0.01156181,-0.00367169,-0.02051916,0.01202297,-0.00317966
21,12,-0.0082878,-0.00579134,0.00203508,-0.00826795,-0.00613487,0.00225461
21,13,0.00660613,0.00089609,-0.0050845,0.00565333,0.00118596,-0.00565431
22,1,0.00637656,-0.00486054,0.00027076,0.00710928,-0.00442948,0.00109166
22,2,0.05306818,0.01268304,-0.01624412,0.05344732,0.01453584,-0.0154768
22,3,0.03426415,0.02148878,0.00621367,0.03518755,0.02258916,0.0054301
22,4,-0.04063322,-0.01816752,0.01646938,-0.0410058,-0.01908146,0.01574642
22,5,0.02315058,0.00670532,0.01120352,0.02260511,0.00486645,0.01138125
22,6,0.00441412,0.0052028,-0.004276,0.00631207,0.00528483,-0.00389524
22,7,-0.02102155,-0.01255463,-0.0133958,-0.02011639,-0.01070649,-0.01307809
22,8,-0.02542961,-0.00166807,-0.00076612,-0.02715713,-0.00403259,-0.00330585
22,9,-0.01723771,0.01001544,-0.00644275,-0.01711448,0.00847305,-0.00901242
22,10,0.01119622,-0.01992058,0.00601051,0.0098661,-0.01747539,0.01019969
22,11,-0.02306259,0.01038943,0.0100924,-0.02367338,0.01094066,0.01014918
22,12,0.00047117,-0.01395823,-0.01223244,0.00081735,-0.01473616,-0.012318
22,13,-0.0055563,0.00464475,0.00309698,-0.0062776,0.00377158,0.00308811
23,1,0.06054313,-0.00090023,-0.00196825,0.05933541,-0.00233079,-0.00126834
23,2,-0.02935432,0.00105354,-0.00171527,-0.02973418,0.00207179,-0.00116967
23,3,-0.02567657,0.01017377,0.0062319,-0.02496158,0.01082769,0.00531118
23,4,-0.0176187,-0.00397291,0.00240068,-0.01899099,-0.00528509,0.00168095
23,5,-0.01341156,-0.0182531,-0.00231998,-0.01336489,-0.0169333,-0.00210188
23,6,-0.0367438,0.00249863,0.00435977,-0.03496262,0.00331921,0.00452101
23,7,0.02370812,0.01089177,0.00062399,0.02177816,0.0103541,0.00108152
23,8,-0.01109647,-0.00818543,-0.02429014,-0.01140874,-0.00847551,-0.02415911
23,9,0.00004757,0.00187193,-0.0033446,0.00120285,0.00084398,-0.0037008
23,10,0.03295105,0.00775212,0.02300284,0.03426251,0.00784075,0.02229331
23,11,0.00334143,-0.00396546,0.00148487,0.00421456,-0.00336941,0.00140469
23,12,0.01331013,0.00103536,-0.0044658,0.01262949,0.00113657,-0.00389285
24,1,0.05399213,0.00776236,0.01855988,0.05495384,0.0077093,0.01901022
24,2,0.03310055,0.00999489,0.00563158,0.03525946,0.01247032,0.00479402
24,3,-0.00122949,0.00500734,0.00026825,-0.0032752,0.00356155,-0.00104681
24,4,0.01160305,0.0022688,0.0032148,0.00866553,0.00164188,0.00360509
24,5,-0.04008039,-0.02946581,-0.00544194,-0.03946106,-0.02560737,-0.00615343
24,6,-0.02410047,-0.00742249,-0.0125418,-0.02351479,-0.0114197,-0.0123544
24,7,0.02016241,0.02348188,-0.01078477,0.02004345,0.01852044,-0.00813393
24,8,-0.02874961,-0.00638554,0.00891915,-0.0270546,-0.00452863,0.01105159
24,9,0.01790207,0.02099366,0.00978229,0.02009526,0.02231315,0.01074147
24,10,-0.00505561,-0.02936621,-0.00113138,-0.00815665,-0.027258,-0.00550837
24,11,-0.00163555,-0.00836572,0.00502155,-0.00158822,-0.00833493,0.0051419
24,12,-0.01814646,0.01430217,-0.01628767,-0.01789773,0.01456049,-0.01616971
24,13,-0.01776262,-0.00280533,-0.00520993,-0.01806929,-0.00362851,-0.00497762
25,1,0.08472367,0.00971392,-0.00100257,0.08832546,0.00831914,-0.00169846
25,2,-0.00594897,0.001163,0.00178259,-0.00688293,-0.00004881,0.00182548
25,3,-0.05604181,-0.01174747,0.00656082,-0.05785248,-0.01029548,0.00739996
25,4,-0.00496487,0.00000466,-0.00773394,-0.00534192,0.00045539,-0.0074479
25,5,0.06116778,-0.01476179,-0.01430822,0.06254695,-0.01290651,-0.01381436
25,6,-0.03961689,-0.00102966,0.00908753,-0.03995609,-0.00021246,0.00835721
25,7,-0.00768722,0.02294828,0.00642619,-0.00876973,0.02124087,0.00545575
25,8,-0.06002307,-0.01444577,0.00855865,-0.06089469,-0.01545748,0.00934175
25,9,-0.02770588,-0.00315413,0.00849043,-0.02710053,-0.00352025,0.00849096
25,10,0.03380848,0.00932209,-0.01369515,0.03418596,0.00995401,-0.01367129
25,11,0.00220498,-0.00459483,-0.00420041,0.00155787,-0.00413265,-0.00393007
25,12,0.02008381,0.00658169,0.00003408,0.02018212,0.00660423,-0.00030904
26,1,-0.01938372,-0.04783424,0.02980895,-0.01888512,-0.04703765,0.02977898
26,2,0.02675413,-0.00644947,0.01588278,0.02673449,-0.00065317,0.01478033
26,3,0.02389423,0.01286448,-0.02192441,0.02388727,0.01277168,-0.0213698
26,4,0.02718873,0.02566552,-0.00194909,0.02635341,0.02086818,-0.00206911
26,5,-0.00230674,0.00509298,0.00484131,-0.00341548,0.00296658,0.00382795
26,6,-0.06265166,-0.04101443,-0.01031282,-0.06148975,-0.03923572,-0.00815737
26,7,-0.01214186,-0.00299251,0.00892634,-0.01124519,0.00011174,0.00833654
26,8,-0.01122576,0.00109655,0.00087982,-0.01267971,0.00189486,-0.00044781
26,9,0.03940889,0.00486076,0.00112777,0.03787221,0.00320964,0.00209298
26,10,-0.00937768,0.00394063,-0.00757188,-0.00772821,0.00269688,-0.00717628
26,11,0.0057929,0.00006969,0.00075004,0.00634746,-0.00010709,0.00039649
