     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
       128        13                 -381.97703086                 -381.97765280                    0.00004784
       129        12                 -381.61592056                 -381.61580606                   -0.00000954
       130        13                 -381.97477690                 -381.97461825                   -0.00001220
       131        12                 -381.61494675                 -381.61528723                    0.00002837
       132        12                 -381.60985378                 -381.60977133                   -0.00000687
       133        13                 -381.97330131                 -381.97329471                   -0.00000051
       134        13                 -381.97646822                 -381.97678327                    0.00002423
       135        13                 -381.98075860                 -381.97997896                   -0.00005997
       136        13                 -381.97777876                 -381.97735285                   -0.00003276
       137        13                 -381.97079145                 -381.97060141                   -0.00001462
       138        13                 -381.97363792                 -381.97375099                    0.00000870
       139        12                 -381.60425528                 -381.60393434                   -0.00002674
       140        12                 -381.60584762                 -381.60600739                    0.00001331
       141        12                 -381.60954366                 -381.60919446                   -0.00002910
       142        12                 -381.61200438                 -381.61237777                    0.00003112
       143        13                 -381.97481969                 -381.97442286                   -0.00003053
       144        13                 -381.97349179                 -381.97402669                    0.00004115
       145        13                 -381.97421776                 -381.97435164                    0.00001030
       146        13                 -381.97593559                 -381.97574888                   -0.00001436
       147        13                 -381.96806258                 -381.96931908                    0.00009665
       148        12                 -381.61665257                 -381.61639187                   -0.00002172
       149        13                 -381.97293527                 -381.97416838                    0.00009485
       150        13                 -381.98254993                 -381.98205394                   -0.00003815
       151        13                 -381.97968554                 -381.97910272                   -0.00004483
       152        13                 -381.97129447                 -381.97104131                   -0.00001947
       153        12                 -381.61397405                 -381.61368448                   -0.00002413
       154        12                 -381.60295008                 -381.60406582                    0.00009298
       155        13                 -381.96742292                 -381.96789472                    0.00003629
       156        12                 -381.61091390                 -381.61091740                    0.00000029
       157        12                 -381.60618522                 -381.60606226                   -0.00001025
       158        13                 -381.97933281                 -381.97942420                    0.00000703
       159        12                 -381.61443591                 -381.61470747                    0.00002263
       160        13                 -381.97120183                 -381.96994011                   -0.00009706
       161        13                 -381.97171454                 -381.97299948                    0.00009884
       162        12                 -381.61859094                 -381.61895981                    0.00003074
       163        13                 -381.97653944                 -381.97595552                   -0.00004492
       164        12                 -381.60657951                 -381.60716914                    0.00004914
       165        12                 -381.61042798                 -381.60986818                   -0.00004665
       166        13                 -381.97742642                 -381.97744273                    0.00000125
       167        12                 -381.61331603                 -381.61299349                   -0.00002688
       168        12                 -381.61921859                 -381.61919169                   -0.00000224
       169        12                 -381.60744720                 -381.60741606                   -0.00000259
       170        12                 -381.60172531                 -381.60165842                   -0.00000557
       171        12                 -381.60079710                 -381.60076640                   -0.00000256
       172        12                 -381.61963018                 -381.61922027                   -0.00003416
       173        12                 -381.60972573                 -381.60903381                   -0.00005766
       174        12                 -381.61348396                 -381.61321118                   -0.00002273
       175        12                 -381.61104904                 -381.61131186                    0.00002190
       176        12                 -381.61456826                 -381.61478527                    0.00001808
       177        12                 -381.61563053                 -381.61549658                   -0.00001116
       178        13                 -381.96960860                 -381.96938583                   -0.00001714
       179        12                 -381.61633908                 -381.61636357                    0.00000204
       180        13                 -381.96907289                 -381.96927533                    0.00001557
       181        12                 -381.60165805                 -381.60027304                   -0.00011542
       182        13                 -381.97752455                 -381.97755646                    0.00000245
       183        13                 -381.97330474                 -381.97387675                    0.00004400
       184        13                 -381.97229892                 -381.97184646                   -0.00003480
       185        12                 -381.60858998                 -381.60890349                    0.00002613
       186        13                 -381.97460003                 -381.97406823                   -0.00004091
       187        12                 -381.60409068                 -381.60374418                   -0.00002887
       188        12                 -381.60616001                 -381.60578768                   -0.00003103
       189        13                 -381.97512866                 -381.97498788                   -0.00001083
       190        12                 -381.61533577                 -381.61517725                   -0.00001321
       191        12                 -381.60799985                 -381.60763602                   -0.00003032
       192        13                 -381.97101545                 -381.97267826                    0.00012791
       193        13                 -381.97763919                 -381.97810495                    0.00003583
       194        13                 -381.98132205                 -381.98106752                   -0.00001958
       195        12                 -381.61871490                 -381.61857687                   -0.00001150
       196        12                 -381.60201362                 -381.60286444                    0.00007090
       197        12                 -381.61867089                 -381.61808004                   -0.00004924
       198        13                 -381.97810454                 -381.97806223                   -0.00000325
       199        12                 -381.60754540                 -381.60789156                    0.00002885
       200        13                 -381.97136686                 -381.97099761                   -0.00002840
       201        13                 -381.97025449                 -381.96912789                   -0.00008666
       202        13                 -381.97547265                 -381.97590476                    0.00003324
       203        13                 -381.97867988                 -381.97823585                   -0.00003416
       204        13                 -381.97669683                 -381.97688003                    0.00001409
       205        12                 -381.62157154                 -381.62142721                   -0.00001203
       206        13                 -381.97666421                 -381.97601110                   -0.00005024
       207        12                 -381.61028165                 -381.61012921                   -0.00001270
       208        12                 -381.60929083                 -381.60905936                   -0.00001929
       209        12                 -381.60339574                 -381.60353739                    0.00001180
       210        12                 -381.60761065                 -381.60769712                    0.00000721
       211        13                 -381.96720987                 -381.96607585                   -0.00008723
       212        13                 -381.97528242                 -381.97511602                   -0.00001280
       213        13                 -381.97120855                 -381.97284726                    0.00012606
       214        12                 -381.61401217                 -381.61385622                   -0.00001300
       215        13                 -381.97429393                 -381.97426022                   -0.00000259
       216        12                 -381.62860166                 -381.62824593                   -0.00002964
       217        12                 -381.60423172                 -381.60494378                    0.00005934
       218        13                 -381.97907467                 -381.97960640                    0.00004090
       219        12                 -381.61246867                 -381.61193396                   -0.00004456
       220        12                 -381.60856666                 -381.60815627                   -0.00003420
       221        12                 -381.60838320                 -381.60867560                    0.00002437
       222        12                 -381.60406472                 -381.60345989                   -0.00005040
       223        12                 -381.60463838                 -381.60506946                    0.00003592
       224        12                 -381.60873044                 -381.60868111                   -0.00000411
       225        12                 -381.60698989                 -381.60677827                   -0.00001764
       226        13                 -381.96349337                 -381.96374053                    0.00001901
       227        13                 -381.97806004                 -381.97763525                   -0.00003268
       228        13                 -381.97940211                 -381.97946289                    0.00000468
       229        13                 -381.96571353                 -381.96643382                    0.00005541
       230        12                 -381.60648394                 -381.60622921                   -0.00002123
       231        12                 -381.61810798                 -381.61793678                   -0.00001427
       232        13                 -381.97560429                 -381.97486780                   -0.00005665
       233        13                 -381.97288845                 -381.97307623                    0.00001444
       234        13                 -381.97762174                 -381.97730079                   -0.00002469
       235        12                 -381.61343349                 -381.61372156                    0.00002401
       236        13                 -381.97565926                 -381.97645813                    0.00006145
       237        13                 -381.97389694                 -381.97467198                    0.00005962
       238        12                 -381.60439074                 -381.60529385                    0.00007526
       239        13                 -381.98181655                 -381.98233863                    0.00004016
       240        12                 -381.61148243                 -381.61119790                   -0.00002371
       241        13                 -381.97883305                 -381.97872194                   -0.00000855
       242        12                 -381.61218406                 -381.61180652                   -0.00003146
       243        13                 -381.97084692                 -381.97143990                    0.00004561
       244        13                 -381.97197244                 -381.97120238                   -0.00005924
       245        12                 -381.61249790                 -381.61204600                   -0.00003766
       246        12                 -381.60372701                 -381.60392886                    0.00001682
       247        12                 -381.61018093                 -381.61063551                    0.00003788
       248        12                 -381.60948024                 -381.60969490                    0.00001789
       249        12                 -381.61174390                 -381.61158498                   -0.00001324
       250        13                 -381.97419678                 -381.97473915                    0.00004172
       251        12                 -381.61119225                 -381.61096618                   -0.00001884
       252        13                 -381.97308947                 -381.97288488                   -0.00001574
       253        12                 -381.62095341                 -381.62068673                   -0.00002222
       254        13                 -381.97075808                 -381.97096798                    0.00001615
       255        12                 -381.62009841                 -381.61975524                   -0.00002860
       256        13                 -381.97467591                 -381.97487882                    0.00001561
       257        12                 -381.61408760                 -381.61364382                   -0.00003698
       258        13                 -381.97484489                 -381.97458510                   -0.00001998
       259        13                 -381.97489269                 -381.97438483                   -0.00003907
       260        12                 -381.61175324                 -381.61153032                   -0.00001858
       261        13                 -381.97230881                 -381.97173651                   -0.00004402
       262        12                 -381.60559126                 -381.60510916                   -0.00004018
       263        13                 -381.97480345                 -381.97554727                    0.00005722
       264        13                 -381.98018264                 -381.98030671                    0.00000954
       265        13                 -381.97562069                 -381.97597307                    0.00002711
       266        13                 -381.97898226                 -381.97931862                    0.00002587
       267        13                 -381.97657878                 -381.97679549                    0.00001667
       268        13                 -381.97657164                 -381.97672735                    0.00001198
       269        13                 -381.97756508                 -381.97784036                    0.00002118
       270        12                 -381.61803038                 -381.61818485                    0.00001287
       271        12                 -381.60816769                 -381.60767656                   -0.00004093
       272        13                 -381.97484885                 -381.97433169                   -0.00003978
       273        12                 -381.60835561                 -381.60825625                   -0.00000828
       274        13                 -381.97277383                 -381.97242355                   -0.00002695
       275        12                 -381.61496560                 -381.61495380                   -0.00000098
       276        12                 -381.60782990                 -381.60796796                    0.00001151
       277        13                 -381.97345852                 -381.97375055                    0.00002246
       278        12                 -381.60652413                 -381.60844712                    0.00016025
       279        13                 -381.97566817                 -381.97479279                   -0.00006734
       280        13                 -381.96499857                 -381.96584371                    0.00006501
       281        13                 -381.97566093                 -381.97526045                   -0.00003081
       282        12                 -381.61501135                 -381.61589710                    0.00007381
       283        12                 -381.60859087                 -381.60849550                   -0.00000795
       284        13                 -381.97365509                 -381.97348842                   -0.00001282
       285        12                 -381.61332953                 -381.61375620                    0.00003556
       286        13                 -381.96916710                 -381.96892250                   -0.00001881
       287        12                 -381.60912719                 -381.60865611                   -0.00003926
       288        12                 -381.61317996                 -381.61379539                    0.00005129
       289        12                 -381.60083526                 -381.60038648                   -0.00003740
       290        12                 -381.61199215                 -381.61192773                   -0.00000537
       291        12                 -381.61521566                 -381.61526197                    0.00000386
       292        12                 -381.60626433                 -381.60647708                    0.00001773
       293        12                 -381.61441786                 -381.61434802                   -0.00000582
       294        13                 -381.97400951                 -381.97385519                   -0.00001187
       295        13                 -381.97202392                 -381.97196558                   -0.00000449
       296        12                 -381.61775196                 -381.61723151                   -0.00004337
       297        13                 -381.97154414                 -381.97149289                   -0.00000394
       298        13                 -381.96603739                 -381.96617550                    0.00001062
       299        13                 -381.97817532                 -381.97845884                    0.00002181
       300        12                 -381.61135030                 -381.61144916                    0.00000824
       301        13                 -381.97230258                 -381.97135282                   -0.00007306
       302        13                 -381.97033982                 -381.96969292                   -0.00004976
       303        12                 -381.60602113                 -381.60581932                   -0.00001682
       304        13                 -381.97332755                 -381.97232340                   -0.00007724
       305        12                 -381.61226562                 -381.61260206                    0.00002804
       306        12                 -381.60292444                 -381.60313925                    0.00001790
       307        13                 -381.97495754                 -381.97500305                    0.00000350
       308        13                 -381.96741273                 -381.96666324                   -0.00005765
       309        12                 -381.61165846                 -381.61143855                   -0.00001833
       310        13                 -381.97442235                 -381.97357145                   -0.00006545
       311        12                 -381.61665942                 -381.61623633                   -0.00003526
       312        12                 -381.60377078                 -381.60439273                    0.00005183
       313        12                 -381.61442290                 -381.61445227                    0.00000245
       314        13                 -381.98011924                 -381.97938176                   -0.00005673
       315        12                 -381.61151082                 -381.61151225                    0.00000012
       316        12                 -381.60876284                 -381.60843309                   -0.00002748
       317        13                 -381.96607388                 -381.96626030                    0.00001434
       318        13                 -381.98139825                 -381.98153990                    0.00001090
       319        12                 -381.60223235                 -381.60232152                    0.00000743
       320        12                 -381.61186037                 -381.61164579                   -0.00001788
       321        12                 -381.61185911                 -381.61200886                    0.00001248
       322        12                 -381.60851669                 -381.60822457                   -0.00002434
       323        13                 -381.97923893                 -381.97932395                    0.00000654
       324        12                 -381.60510535                 -381.60456603                   -0.00004494
       325        13                 -381.97640768                 -381.97579586                   -0.00004706
       326        13                 -381.97512092                 -381.97497067                   -0.00001156
       327        12                 -381.60621752                 -381.60602752                   -0.00001583
       328        13                 -381.97640405                 -381.97651895                    0.00000884
       329        13                 -381.97234403                 -381.97264220                    0.00002294
       330        13                 -381.97378424                 -381.97407071                    0.00002204
       331        13                 -381.97840723                 -381.97824426                   -0.00001254
       332        12                 -381.60927668                 -381.60942085                    0.00001201
       333        12                 -381.61449988                 -381.61411942                   -0.00003170
       334        13                 -381.97350719                 -381.97392518                    0.00003215
       335        13                 -381.96406666                 -381.96431386                    0.00001902
       336        12                 -381.61236114                 -381.61226271                   -0.00000820
       337        12                 -381.61343891                 -381.61303981                   -0.00003326
       338        13                 -381.97911718                 -381.97931202                    0.00001499
       339        13                 -381.97414911                 -381.97331827                   -0.00006391
       340        12                 -381.60935190                 -381.60844207                   -0.00007582
       341        12                 -381.61762220                 -381.61775274                    0.00001088
       342        13                 -381.96788137                 -381.96898452                    0.00008486
       343        13                 -381.97750477                 -381.97781823                    0.00002411
       344        12                 -381.61890998                 -381.61878790                   -0.00001017
       345        12                 -381.61421838                 -381.61443780                    0.00001828
       346        13                 -381.97271686                 -381.97338130                    0.00005111
       347        13                 -381.97329893                 -381.97277295                   -0.00004046
       348        13                 -381.98527707                 -381.98503378                   -0.00001871
       349        13                 -381.96707078                 -381.96752713                    0.00003510
       350        12                 -381.61402118                 -381.61381175                   -0.00001745
       351        12                 -381.61136012                 -381.61077811                   -0.00004850
       352        12                 -381.60378810                 -381.60396146                    0.00001445
       353        13                 -381.96409544                 -381.96306629                   -0.00007917
       354        12                 -381.60585031                 -381.60531237                   -0.00004483
       355        13                 -381.97102439                 -381.96981523                   -0.00009301
       356        13                 -381.97383820                 -381.97368961                   -0.00001143
       357        12                 -381.60090698                 -381.60135724                    0.00003752
       358        13                 -381.97972495                 -381.98027590                    0.00004238
       359        13                 -381.97660462                 -381.97738445                    0.00005999
       360        12                 -381.60962689                 -381.60934713                   -0.00002331
       361        13                 -381.96777102                 -381.96837264                    0.00004628
       362        12                 -381.61266778                 -381.61282999                    0.00001352
       363        13                 -381.97165622                 -381.97213884                    0.00003712
       364        12                 -381.61223049                 -381.61232615                    0.00000797
       365        12                 -381.60339238                 -381.60364890                    0.00002138
       366        13                 -381.97542475                 -381.97541172                   -0.00000100
       367        13                 -381.97447888                 -381.97484295                    0.00002801
       368        13                 -381.97242813                 -381.97284594                    0.00003214
       369        12                 -381.61000081                 -381.60984726                   -0.00001280
       370        13                 -381.97483566                 -381.97410565                   -0.00005616
       371        13                 -381.97282212                 -381.97257745                   -0.00001882
       372        12                 -381.61503583                 -381.61512065                    0.00000707
       373        13                 -381.96170318                 -381.96113447                   -0.00004375
       374        13                 -381.97638477                 -381.97677351                    0.00002990
       375        13                 -381.96945318                 -381.96923440                   -0.00001683
       376        12                 -381.60939619                 -381.60884849                   -0.00004564
       377        13                 -381.97724313                 -381.97718951                   -0.00000412
       378        13                 -381.96927826                 -381.97103945                    0.00013548
       379        12                 -381.61419596                 -381.61409909                   -0.00000807
       380        13                 -381.97617537                 -381.97652451                    0.00002686
       381        13                 -381.97412618                 -381.97502484                    0.00006913
       382        13                 -381.97088865                 -381.97008689                   -0.00006167
       383        13                 -381.96884684                 -381.96998333                    0.00008742
       384        12                 -381.61235133                 -381.61187823                   -0.00003942
       385        13                 -381.97682861                 -381.97686316                    0.00000266
       386        12                 -381.61682550                 -381.61623949                   -0.00004883
       387        12                 -381.60694315                 -381.60684575                   -0.00000812
       388        13                 -381.97613144                 -381.97684046                    0.00005454
       389        12                 -381.61709487                 -381.61728256                    0.00001564
       390        12                 -381.61707970                 -381.61640869                   -0.00005592
       391        13                 -381.99069216                 -381.99047431                   -0.00001676
       392        12                 -381.62201085                 -381.62174185                   -0.00002242
       393        13                 -381.97459222                 -381.97406744                   -0.00004037
       394        13                 -381.97567208                 -381.97550567                   -0.00001280
       395        12                 -381.61010196                 -381.61014014                    0.00000318
       396        12                 -381.60445403                 -381.60416174                   -0.00002436
       397        13                 -381.97877963                 -381.97911769                    0.00002600
       398        12                 -381.60227727                 -381.60266431                    0.00003225
       399        13                 -381.96746525                 -381.96686050                   -0.00004652
       400        12                 -381.61776256                 -381.61788504                    0.00001021
       401        12                 -381.61333047                 -381.61331149                   -0.00000158
       402        13                 -381.97654458                 -381.97691476                    0.00002848
       403        12                 -381.60829642                 -381.60775812                   -0.00004486
       404        12                 -381.61809397                 -381.61805348                   -0.00000337
       405        13                 -381.96922199                 -381.96987666                    0.00005036
       406        13                 -381.97726143                 -381.97716375                   -0.00000751
       407        12                 -381.60641704                 -381.60647876                    0.00000514
       408        12                 -381.61106749                 -381.61090047                   -0.00001392
       409        12                 -381.61082976                 -381.61108077                    0.00002092
       410        12                 -381.61198830                 -381.61134467                   -0.00005364
       411        13                 -381.96570577                 -381.96800236                    0.00017666
       412        13                 -381.96947614                 -381.96851959                   -0.00007358
       413        13                 -381.97243990                 -381.97232313                   -0.00000898
       414        13                 -381.97898155                 -381.97936379                    0.00002940
       415        13                 -381.95206547                 -381.95176640                   -0.00002301
       416        13                 -381.96701343                 -381.96723981                    0.00001741
       417        13                 -381.97506093                 -381.97513170                    0.00000544
       418        13                 -381.97204823                 -381.97258072                    0.00004096
       419        13                 -381.95991626                 -381.96109638                    0.00009078
       420        13                 -381.97844782                 -381.97856551                    0.00000905
       421        13                 -381.97106545                 -381.96992946                   -0.00008738
       422        12                 -381.61392788                 -381.61457073                    0.00005357
       423        13                 -381.96754273                 -381.96847563                    0.00007176
       424        12                 -381.61284087                 -381.61253488                   -0.00002550
       425        13                 -381.97452711                 -381.97362585                   -0.00006933
       426        13                 -381.97478785                 -381.97516939                    0.00002935
       427        13                 -381.96960764                 -381.96874677                   -0.00006622
       428        13                 -381.97768540                 -381.97840716                    0.00005552
       429        12                 -381.61675308                 -381.61678926                    0.00000302
       430        13                 -381.97948884                 -381.97936149                   -0.00000980
       431        12                 -381.60593528                 -381.60626428                    0.00002742
       432        12                 -381.61603685                 -381.61620976                    0.00001441
       433        13                 -381.96918783                 -381.96833651                   -0.00006549
       434        12                 -381.62226831                 -381.62195901                   -0.00002578
       435        13                 -381.96842016                 -381.96938715                    0.00007438
       436        13                 -381.96830754                 -381.96908164                    0.00005955
       437        12                 -381.60959390                 -381.60960561                    0.00000098
       438        13                 -381.97225678                 -381.97238506                    0.00000987
       439        13                 -381.96571886                 -381.96540430                   -0.00002420
       440        12                 -381.60892935                 -381.60883887                   -0.00000754
       441        12                 -381.61079881                 -381.61037742                   -0.00003512
       442        12                 -381.60481840                 -381.60503403                    0.00001797
       443        12                 -381.61886762                 -381.61858011                   -0.00002396
       444        12                 -381.60184481                 -381.60239666                    0.00004599
       445        12                 -381.61064315                 -381.61049594                   -0.00001227
       446        13                 -381.96647049                 -381.96635753                   -0.00000869
       447        12                 -381.61094292                 -381.61057580                   -0.00003059
       448        13                 -381.97487293                 -381.97597022                    0.00008441
       449        13                 -381.97274533                 -381.97230345                   -0.00003399
       450        12                 -381.60903748                 -381.60931352                    0.00002300
       451        12                 -381.60207886                 -381.60309522                    0.00008470
       452        12                 -381.61449632                 -381.61443442                   -0.00000516
       453        13                 -381.98379207                 -381.98442804                    0.00004892
       454        12                 -381.61096021                 -381.61084391                   -0.00000969
       455        13                 -381.97566755                 -381.97558963                   -0.00000599
       456        13                 -381.97951772                 -381.98007454                    0.00004283
       457        12                 -381.61397966                 -381.61358420                   -0.00003296
       458        13                 -381.97532733                 -381.97538215                    0.00000422
       459        13                 -381.97719783                 -381.97763492                    0.00003362
       460        13                 -381.97111620                 -381.97131811                    0.00001553
       461        13                 -381.97687648                 -381.97750761                    0.00004855
       462        12                 -381.61214932                 -381.61179743                   -0.00002932
       463        13                 -381.97584807                 -381.97586079                    0.00000098
       464        13                 -381.97622811                 -381.97691522                    0.00005285
       465        13                 -381.97169143                 -381.97107630                   -0.00004732
       466        12                 -381.60568752                 -381.60504887                   -0.00005322
       467        12                 -381.61115723                 -381.61110587                   -0.00000428
       468        12                 -381.61165906                 -381.61140161                   -0.00002145
       469        13                 -381.97089337                 -381.97088621                   -0.00000055
       470        12                 -381.61117188                 -381.61054787                   -0.00005200
       471        13                 -381.97430097                 -381.97442941                    0.00000988
       472        13                 -381.97476782                 -381.97578364                    0.00007814
       473        13                 -381.98031584                 -381.98084426                    0.00004065
       474        13                 -381.97757930                 -381.97777837                    0.00001531
       475        12                 -381.60981801                 -381.60975190                   -0.00000551
       476        12                 -381.61257877                 -381.61203062                   -0.00004568
       477        12                 -381.60886016                 -381.60884253                   -0.00000147
       478        13                 -381.97320677                 -381.97340042                    0.00001490
       479        13                 -381.97505580                 -381.97475189                   -0.00002338
       480        12                 -381.61198966                 -381.61224374                    0.00002117
       481        12                 -381.60385127                 -381.60428346                    0.00003602
       482        13                 -381.97462178                 -381.97564077                    0.00007838
       483        12                 -381.61102484                 -381.61066005                   -0.00003040
       484        13                 -381.97624132                 -381.97686975                    0.00004834
       485        12                 -381.61718458                 -381.61721085                    0.00000219
       486        13                 -381.97247484                 -381.97266111                    0.00001433
