     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
        91        12                 -381.60776117                 -381.60790817                    0.00001225
        92        12                 -381.60632264                 -381.60723989                    0.00007644
        93        13                 -381.97086777                 -381.97032834                   -0.00004149
        94        13                 -381.96887759                 -381.96891792                    0.00000310
        95        13                 -381.97637316                 -381.97684094                    0.00003598
        96        13                 -381.96795399                 -381.96746035                   -0.00003797
        97        12                 -381.60606161                 -381.60548825                   -0.00004778
        98        12                 -381.60877618                 -381.60940651                    0.00005253
        99        12                 -381.60623408                 -381.60603781                   -0.00001636
       100        12                 -381.61537614                 -381.61560979                    0.00001947
       101        12                 -381.60911512                 -381.60821220                   -0.00007524
       102        12                 -381.61509607                 -381.61528230                    0.00001552
       103        13                 -381.96708080                 -381.96786975                    0.00006069
       104        12                 -381.59966400                 -381.59981577                    0.00001265
       105        13                 -381.98188168                 -381.98243583                    0.00004263
       106        12                 -381.61933128                 -381.61904752                   -0.00002365
       107        13                 -381.97615098                 -381.97662931                    0.00003679
       108        12                 -381.60989564                 -381.61024748                    0.00002932
       109        12                 -381.60055005                 -381.60124511                    0.00005792
       110        13                 -381.96211705                 -381.96284664                    0.00005612
       111        13                 -381.97175560                 -381.97256318                    0.00006212
       112        12                 -381.60940220                 -381.60953145                    0.00001077
       113        13                 -381.97212871                 -381.97221001                    0.00000625
       114        13                 -381.96900816                 -381.96961714                    0.00004685
       115        13                 -381.97253311                 -381.97134547                   -0.00009136
       116        13                 -381.96202047                 -381.96133477                   -0.00005275
       117        12                 -381.60531591                 -381.60644742                    0.00009429
       118        12                 -381.60591150                 -381.60577271                   -0.00001157
       119        12                 -381.61616440                 -381.61628427                    0.00000999
       120        12                 -381.61399472                 -381.61364274                   -0.00002933
       121        12                 -381.60472343                 -381.60449326                   -0.00001918
       122        12                 -381.61924418                 -381.61907801                   -0.00001385
       123        13                 -381.97298295                 -381.97261794                   -0.00002808
       124        13                 -381.97439103                 -381.97442892                    0.00000291
       125        12                 -381.61290549                 -381.61308388                    0.00001487
       126        12                 -381.61207922                 -381.61203356                   -0.00000380
       127        13                 -381.96934745                 -381.96905826                   -0.00002225
       128        12                 -381.60806245                 -381.60856259                    0.00004168
       129        12                 -381.60620023                 -381.60590261                   -0.00002480
       130        12                 -381.60111020                 -381.60103353                   -0.00000639
       131        12                 -381.61293314                 -381.61318481                    0.00002097
       132        13                 -381.97036875                 -381.97105810                    0.00005303
       133        12                 -381.60685533                 -381.60649854                   -0.00002973
       134        12                 -381.61505614                 -381.61470275                   -0.00002945
       135        12                 -381.61186850                 -381.61219782                    0.00002744
       136        12                 -381.60774397                 -381.60728833                   -0.00003797
       137        12                 -381.61936947                 -381.61891457                   -0.00003791
       138        13                 -381.96481513                 -381.96501511                    0.00001538
       139        12                 -381.60264509                 -381.60318941                    0.00004536
       140        12                 -381.61234055                 -381.61261173                    0.00002260
       141        13                 -381.96758449                 -381.96946364                    0.00014455
       142        13                 -381.97207761                 -381.97340221                    0.00010189
       143        13                 -381.97008017                 -381.96850722                   -0.00012100
       144        12                 -381.61109900                 -381.61078745                   -0.00002596
       145        12                 -381.60957719                 -381.60967031                    0.00000776
       146        12                 -381.61573028                 -381.61508546                   -0.00005373
       147        12                 -381.60173419                 -381.60190105                    0.00001390
       148        13                 -381.97098822                 -381.97151026                    0.00004016
       149        12                 -381.61142585                 -381.61137030                   -0.00000463
       150        12                 -381.61572646                 -381.61546824                   -0.00002152
       151        12                 -381.60411604                 -381.60375447                   -0.00003013
       152        13                 -381.98676464                 -381.98644926                   -0.00002426
       153        12                 -381.59828751                 -381.59860962                    0.00002684
       154        12                 -381.61260952                 -381.61219537                   -0.00003451
       155        13                 -381.97192147                 -381.97294527                    0.00007875
       156        13                 -381.97755336                 -381.97693904                   -0.00004725
       157        13                 -381.96891067                 -381.96776890                   -0.00008783
       158        13                 -381.97372078                 -381.97313246                   -0.00004525
       159        12                 -381.61288713                 -381.61253916                   -0.00002900
       160        12                 -381.61727763                 -381.61763991                    0.00003019
       161        13                 -381.97478872                 -381.97560553                    0.00006283
       162        13                 -381.97367787                 -381.97304095                   -0.00004899
       163        12                 -381.61402809                 -381.61414828                    0.00001002
       164        12                 -381.60696462                 -381.60703052                    0.00000549
       165        12                 -381.60800754                 -381.60732426                   -0.00005694
       166        13                 -381.98026602                 -381.98060297                    0.00002592
       167        13                 -381.97973314                 -381.97975146                    0.00000141
       168        13                 -381.97065034                 -381.97068104                    0.00000236
       169        13                 -381.97646392                 -381.97641729                   -0.00000359
       170        13                 -381.97886493                 -381.97925728                    0.00003018
       171        13                 -381.97375269                 -381.97374019                   -0.00000096
       172        13                 -381.97434588                 -381.97476570                    0.00003229
       173        12                 -381.61227312                 -381.61207352                   -0.00001663
       174        13                 -381.97822754                 -381.97853572                    0.00002371
       175        12                 -381.61511302                 -381.61514653                    0.00000279
       176        13                 -381.97309340                 -381.97325890                    0.00001273
       177        13                 -381.96771655                 -381.96743174                   -0.00002191
       178        13                 -381.97529607                 -381.97526275                   -0.00000256
       179        13                 -381.97134864                 -381.97078179                   -0.00004360
       180        13                 -381.97169952                 -381.97173474                    0.00000271
       181        12                 -381.60774376                 -381.60794085                    0.00001642
       182        13                 -381.97831108                 -381.97859994                    0.00002222
       183        12                 -381.60716637                 -381.60727824                    0.00000932
       184        13                 -381.98451194                 -381.98458243                    0.00000542
       185        12                 -381.61276984                 -381.61267744                   -0.00000770
       186        12                 -381.61243172                 -381.61256806                    0.00001136
       187        12                 -381.61156484                 -381.61155372                   -0.00000093
       188        12                 -381.60630876                 -381.60629227                   -0.00000137
       189        13                 -381.97823333                 -381.97857682                    0.00002642
       190        13                 -381.97072668                 -381.97059421                   -0.00001019
       191        12                 -381.61595741                 -381.61555793                   -0.00003329
       192        12                 -381.60880573                 -381.60864748                   -0.00001319
       193        13                 -381.97420254                 -381.97490123                    0.00005375
       194        12                 -381.60374749                 -381.60372255                   -0.00000208
       195        12                 -381.60647131                 -381.60685985                    0.00003238
       196        13                 -381.97778640                 -381.97723611                   -0.00004233
       197        13                 -381.97410832                 -381.97262476                   -0.00011412
       198        13                 -381.97633353                 -381.97617554                   -0.00001215
       199        13                 -381.97382907                 -381.97333774                   -0.00003779
       200        12                 -381.60696318                 -381.60719186                    0.00001906
       201        12                 -381.60504525                 -381.60517275                    0.00001062
       202        13                 -381.96469761                 -381.96512419                    0.00003281
       203        13                 -381.97388163                 -381.97493895                    0.00008133
       204        12                 -381.60821630                 -381.60841415                    0.00001649
       205        13                 -381.96820263                 -381.96792936                   -0.00002102
       206        12                 -381.61200485                 -381.61215682                    0.00001266
       207        13                 -381.97806790                 -381.97736655                   -0.00005395
       208        13                 -381.97131010                 -381.97106204                   -0.00001908
       209        12                 -381.61451115                 -381.61418820                   -0.00002691
       210        12                 -381.61146608                 -381.61186877                    0.00003356
       211        13                 -381.98072029                 -381.98041898                   -0.00002318
       212        12                 -381.61331469                 -381.61371418                    0.00003329
       213        12                 -381.60036859                 -381.60116085                    0.00006602
       214        13                 -381.97576085                 -381.97581384                    0.00000408
       215        13                 -381.97906777                 -381.97890319                   -0.00001266
       216        13                 -381.98007670                 -381.98021921                    0.00001096
       217        13                 -381.96898691                 -381.96881465                   -0.00001325
       218        13                 -381.97152625                 -381.97101960                   -0.00003897
       219        12                 -381.61365745                 -381.61395592                    0.00002487
       220        12                 -381.61124247                 -381.61087170                   -0.00003090
       221        13                 -381.97619701                 -381.97627841                    0.00000626
       222        13                 -381.97402998                 -381.97401230                   -0.00000136
       223        12                 -381.61229377                 -381.61236213                    0.00000570
       224        13                 -381.97295871                 -381.97243970                   -0.00003992
       225        12                 -381.60536236                 -381.60529556                   -0.00000557
       226        13                 -381.97205350                 -381.97209891                    0.00000349
       227        12                 -381.61791502                 -381.61809405                    0.00001492
       228        12                 -381.61818075                 -381.61802621                   -0.00001288
       229        13                 -381.97774611                 -381.97663403                   -0.00008554
       230        12                 -381.61455809                 -381.61432403                   -0.00001950
       231        13                 -381.96810715                 -381.96872447                    0.00004749
       232        12                 -381.61233646                 -381.61183877                   -0.00004147
       233        13                 -381.98132318                 -381.98068188                   -0.00004933
       234        12                 -381.60823860                 -381.60828229                    0.00000364
       235        13                 -381.97826984                 -381.97827205                    0.00000017
       236        13                 -381.97002404                 -381.96945579                   -0.00004371
       237        13                 -381.97260115                 -381.97356171                    0.00007389
       238        12                 -381.61155947                 -381.61175771                    0.00001652
       239        13                 -381.97467459                 -381.97487690                    0.00001556
       240        13                 -381.97519902                 -381.97486217                   -0.00002591
       241        12                 -381.60942351                 -381.60945628                    0.00000273
       242        13                 -381.97250377                 -381.97274669                    0.00001869
       243        13                 -381.97157805                 -381.97171412                    0.00001047
       244        12                 -381.61078590                 -381.61073277                   -0.00000443
       245        12                 -381.61848396                 -381.61841585                   -0.00000568
       246        13                 -381.97400915                 -381.97364680                   -0.00002787
       247        13                 -381.97428998                 -381.97326311                   -0.00007899
       248        12                 -381.61223905                 -381.61229980                    0.00000506
       249        13                 -381.97568901                 -381.97542817                   -0.00002006
       250        12                 -381.60605413                 -381.60661037                    0.00004635
       251        12                 -381.61103779                 -381.61092126                   -0.00000971
       252        12                 -381.61286193                 -381.61252170                   -0.00002835
       253        13                 -381.98256448                 -381.98204904                   -0.00003965
       254        12                 -381.60897179                 -381.60963257                    0.00005506
       255        13                 -381.96768275                 -381.96703839                   -0.00004957
       256        12                 -381.61011722                 -381.61056881                    0.00003763
       257        12                 -381.61536628                 -381.61496077                   -0.00003379
       258        13                 -381.96892921                 -381.96962679                    0.00005366
       259        12                 -381.60799886                 -381.60870088                    0.00005850
       260        12                 -381.61075162                 -381.61096145                    0.00001749
       261        13                 -381.97742506                 -381.97750403                    0.00000607
       262        12                 -381.61458931                 -381.61433812                   -0.00002093
       263        13                 -381.97843496                 -381.97933868                    0.00006952
       264        13                 -381.97271817                 -381.97288375                    0.00001274
       265        13                 -381.97555433                 -381.97478465                   -0.00005921
       266        12                 -381.61143323                 -381.61127256                   -0.00001339
       267        13                 -381.96947225                 -381.96976181                    0.00002227
       268        13                 -381.96916835                 -381.96905329                   -0.00000885
       269        13                 -381.98182942                 -381.98201506                    0.00001428
       270        13                 -381.97984697                 -381.97948175                   -0.00002809
       271        12                 -381.60050170                 -381.60061901                    0.00000978
       272        12                 -381.61298224                 -381.61336228                    0.00003167
       273        13                 -381.97463881                 -381.97418360                   -0.00003502
       274        13                 -381.98030813                 -381.98052354                    0.00001657
       275        12                 -381.61533711                 -381.61496917                   -0.00003066
       276        12                 -381.61610553                 -381.61605483                   -0.00000423
       277        12                 -381.59316076                 -381.59316063                   -0.00000001
       278        12                 -381.61061515                 -381.61074204                    0.00001057
       279        12                 -381.60304378                 -381.60301661                   -0.00000226
       280        13                 -381.96593957                 -381.96585130                   -0.00000679
       281        12                 -381.61486626                 -381.61515893                    0.00002439
       282        12                 -381.61313221                 -381.61333644                    0.00001702
       283        12                 -381.60753668                 -381.60769993                    0.00001360
       284        13                 -381.97475651                 -381.97440645                   -0.00002693
       285        12                 -381.61034737                 -381.61120779                    0.00007170
       286        13                 -381.97188830                 -381.97162130                   -0.00002054
       287        13                 -381.96934746                 -381.96993837                    0.00004545
       288        12                 -381.61176893                 -381.61203141                    0.00002187
       289        13                 -381.98074278                 -381.98075382                    0.00000085
       290        13                 -381.97511940                 -381.97488117                   -0.00001833
       291        12                 -381.60775956                 -381.60749988                   -0.00002164
       292        13                 -381.96897246                 -381.96833517                   -0.00004902
       293        13                 -381.98027577                 -381.98058660                    0.00002391
       294        12                 -381.61219810                 -381.61198738                   -0.00001756
       295        13                 -381.97167679                 -381.97065166                   -0.00007886
       296        12                 -381.61243575                 -381.61204707                   -0.00003239
       297        12                 -381.60688042                 -381.60668835                   -0.00001601
       298        13                 -381.97604623                 -381.97575544                   -0.00002237
       299        12                 -381.61281222                 -381.61263002                   -0.00001518
       300        12                 -381.60487939                 -381.60512855                    0.00002076
       301        12                 -381.60819319                 -381.60796819                   -0.00001875
       302        12                 -381.61319875                 -381.61224781                   -0.00007924
       303        12                 -381.61612675                 -381.61561761                   -0.00004243
       304        12                 -381.61558005                 -381.61552443                   -0.00000463
       305        13                 -381.97667265                 -381.97598836                   -0.00005264
       306        12                 -381.60666727                 -381.60687485                    0.00001730
       307        12                 -381.60832320                 -381.60915092                    0.00006898
       308        12                 -381.60901100                 -381.60921843                    0.00001729
       309        13                 -381.97796788                 -381.97839861                    0.00003313
       310        13                 -381.97845320                 -381.97788836                   -0.00004345
       311        12                 -381.61402541                 -381.61369886                   -0.00002721
       312        13                 -381.97124308                 -381.97170181                    0.00003529
       313        13                 -381.97153865                 -381.97166735                    0.00000990
       314        13                 -381.98022091                 -381.97991911                   -0.00002322
       315        13                 -381.98141246                 -381.98092183                   -0.00003774
       316        12                 -381.60721207                 -381.60694852                   -0.00002196
       317        12                 -381.61046654                 -381.61019398                   -0.00002271
       318        12                 -381.61073345                 -381.61112788                    0.00003287
       319        13                 -381.97248749                 -381.97272067                    0.00001794
       320        13                 -381.97192321                 -381.97175560                   -0.00001289
       321        13                 -381.97648015                 -381.97581461                   -0.00005120
       322        12                 -381.60791772                 -381.60806918                    0.00001262
       323        12                 -381.61700134                 -381.61696491                   -0.00000304
       324        12                 -381.60390367                 -381.60411972                    0.00001800
       325        13                 -381.97767900                 -381.97770789                    0.00000222
       326        13                 -381.97736159                 -381.97728832                   -0.00000564
       327        13                 -381.97562632                 -381.97523393                   -0.00003018
       328        12                 -381.60965525                 -381.61006089                    0.00003380
       329        13                 -381.97569875                 -381.97560098                   -0.00000752
       330        12                 -381.60694519                 -381.60681763                   -0.00001063
       331        13                 -381.97402970                 -381.97349396                   -0.00004121
       332        12                 -381.61153301                 -381.61161383                    0.00000674
       333        13                 -381.97620042                 -381.97635080                    0.00001157
       334        12                 -381.61691199                 -381.61694259                    0.00000255
       335        12                 -381.61230007                 -381.61198428                   -0.00002632
       336        12                 -381.60324436                 -381.60342111                    0.00001473
       337        12                 -381.60883294                 -381.60894639                    0.00000945
       338        12                 -381.61665644                 -381.61663500                   -0.00000179
       339        13                 -381.97729273                 -381.97712314                   -0.00001305
       340        13                 -381.97473486                 -381.97532084                    0.00004508
       341        13                 -381.97810620                 -381.97791856                   -0.00001443
       342        13                 -381.97912678                 -381.97866658                   -0.00003540
       343        13                 -381.97361358                 -381.97389030                    0.00002129
       344        12                 -381.60506791                 -381.60645593                    0.00011567
       345        13                 -381.96693602                 -381.96733605                    0.00003077
       346        13                 -381.97373847                 -381.97274182                   -0.00007666
       347        13                 -381.96541414                 -381.96634014                    0.00007123
       348        12                 -381.61188727                 -381.61217420                    0.00002391
       349        12                 -381.61104406                 -381.61096118                   -0.00000691
       350        13                 -381.96797126                 -381.96732658                   -0.00004959
       351        12                 -381.60970377                 -381.61082178                    0.00009317
       352        12                 -381.61597252                 -381.61581429                   -0.00001319
       353        12                 -381.61363867                 -381.61335213                   -0.00002388
       354        12                 -381.60060751                 -381.60115401                    0.00004554
       355        13                 -381.97283596                 -381.97211455                   -0.00005549
       356        12                 -381.61446009                 -381.61430880                   -0.00001261
       357        12                 -381.60791031                 -381.60805139                    0.00001176
       358        12                 -381.60029769                 -381.59901515                   -0.00010688
       359        13                 -381.97578362                 -381.97591840                    0.00001037
       360        13                 -381.97504403                 -381.97427875                   -0.00005887
       361        12                 -381.61574899                 -381.61578306                    0.00000284
       362        13                 -381.97626613                 -381.97657906                    0.00002407
       363        12                 -381.60861723                 -381.60819914                   -0.00003484
       364        13                 -381.97853839                 -381.97746231                   -0.00008278
       365        13                 -381.96848750                 -381.96817405                   -0.00002411
       366        12                 -381.60290133                 -381.60169899                   -0.00010019
       367        13                 -381.96665903                 -381.96627525                   -0.00002952
       368        13                 -381.95767214                 -381.95879121                    0.00008608
       369        13                 -381.97846101                 -381.97807620                   -0.00002960
       370        12                 -381.61077837                 -381.61046207                   -0.00002636
       371        13                 -381.97392303                 -381.97327682                   -0.00004971
       372        12                 -381.60557366                 -381.60499375                   -0.00004833
       373        13                 -381.97949503                 -381.97942756                   -0.00000519
       374        12                 -381.60826104                 -381.60765003                   -0.00005092
       375        12                 -381.61068259                 -381.61078304                    0.00000837
       376        12                 -381.60854045                 -381.60838485                   -0.00001297
       377        13                 -381.97848523                 -381.97881423                    0.00002531
       378        13                 -381.97065846                 -381.97032797                   -0.00002542
       379        12                 -381.60456504                 -381.60520307                    0.00005317
       380        13                 -381.97413278                 -381.97496615                    0.00006411
       381        13                 -381.96870724                 -381.97082506                    0.00016291
       382        12                 -381.60158525                 -381.60168186                    0.00000805
       383        12                 -381.60664764                 -381.60650083                   -0.00001223
       384        13                 -381.97627836                 -381.97616951                   -0.00000837
       385        13                 -381.97323650                 -381.97379585                    0.00004303
       386        13                 -381.97450780                 -381.97351016                   -0.00007674
       387        12                 -381.61356292                 -381.61326870                   -0.00002452
       388        13                 -381.98073854                 -381.98062829                   -0.00000848
       389        12                 -381.61539440                 -381.61605986                    0.00005545
       390        12                 -381.60811803                 -381.60811185                   -0.00000051
       391        13                 -381.97828549                 -381.97810159                   -0.00001415
       392        13                 -381.97783201                 -381.97701032                   -0.00006321
       393        13                 -381.97265861                 -381.97251384                   -0.00001114
       394        13                 -381.97979665                 -381.97982289                    0.00000202
       395        12                 -381.60669432                 -381.60654877                   -0.00001213
       396        12                 -381.61358988                 -381.61390381                    0.00002616
       397        12                 -381.61464494                 -381.61495565                    0.00002589
       398        13                 -381.97628029                 -381.97550289                   -0.00005980
       399        12                 -381.60624633                 -381.60644875                    0.00001687
       400        12                 -381.61313223                 -381.61312133                   -0.00000091
       401        13                 -381.97848450                 -381.97873022                    0.00001890
       402        13                 -381.97475144                 -381.97392904                   -0.00006326
       403        13                 -381.97459665                 -381.97405158                   -0.00004193
       404        13                 -381.96818818                 -381.96905650                    0.00006679
       405        12                 -381.60204181                 -381.60411949                    0.00017314
