Conf.,atom,element,Ref. charge(e),NN charge(e)
22,14,17,-0.26549464,-0.26753778
22,15,11,0.54142027,0.54053078
22,16,11,0.38136914,0.38290516
23,1,11,0.47613015,0.48824625
23,2,17,-0.45710336,-0.40219581
23,3,17,-0.36639658,-0.36926594
23,4,11,0.36445943,0.37846406
23,5,11,0.36280666,0.36209643
23,6,17,-0.35478207,-0.36549405
23,7,17,-0.36236042,-0.36723247
23,8,11,0.35422767,0.34920195
23,9,11,0.36579941,0.36083946
23,10,17,-0.35693686,-0.37084534
23,11,17,-0.36042606,-0.37560199
23,12,11,0.7019595,0.70300617
23,13,11,0.38607835,0.38305669
23,14,17,-0.3520052,-0.37404795
23,15,17,-0.33042552,-0.33018252
23,16,11,0.54630719,0.55717248
23,17,11,0.38266776,0.37278259
24,1,11,0.49152743,0.5087229
24,2,17,-0.45999704,-0.40480781
24,3,17,-0.38019615,-0.37553576
24,4,11,0.34626453,0.35872783
24,5,11,0.37462391,0.37007511
24,6,17,-0.36924507,-0.37366765
24,7,17,-0.35610694,-0.36927658
24,8,11,0.37035198,0.37008585
24,9,11,0.37446153,0.37184439
24,10,17,-0.36084084,-0.37009569
24,11,17,-0.36216306,-0.36621704
24,12,11,0.71303114,0.71147294
24,13,11,0.38922196,0.38635788
24,14,17,-0.34085248,-0.36584419
24,15,17,-0.34059807,-0.34325744
24,16,11,0.54691504,0.53690717
24,17,11,0.36360215,0.35450808
25,1,11,0.52664456,0.51800611
25,2,17,-0.27547628,-0.32852291
25,3,17,-0.31363348,-0.301293
25,4,11,0.36808389,0.37077578
25,5,11,0.39244287,0.38972957
25,6,17,-0.29907395,-0.30234345
25,7,17,-0.31155442,-0.29505645
25,8,11,0.3793326,0.38220237
25,9,11,0.40288097,0.40039364
25,10,17,-0.29766968,-0.31593252
25,11,17,-0.31134914,-0.30321041
25,12,11,0.39066803,0.39947817
25,13,17,-0.31748654,-0.29326815
25,14,17,-0.26856412,-0.2631024
25,15,11,0.53954343,0.54733413
25,16,11,0.39521126,0.39480953
26,1,11,0.47720602,0.49343225
26,2,17,-0.45396654,-0.39781564
26,3,17,-0.37376833,-0.36795081
26,4,11,0.35058166,0.365992
26,5,11,0.3590245,0.3594595
26,6,17,-0.36130994,-0.3672741
26,7,17,-0.36372605,-0.37243138
26,8,11,0.37890746,0.37466539
26,9,11,0.3714492,0.36830625
26,10,17,-0.35045523,-0.36608393
26,11,17,-0.35962328,-0.37048093
26,12,11,0.69769012,0.69649136
26,13,11,0.37803955,0.37589834
26,14,17,-0.34130799,-0.37027376
26,15,17,-0.33971325,-0.34250985
26,16,11,0.53751524,0.53757275
26,17,11,0.39345692,0.38300257
27,1,11,0.47303259,0.48222071
27,2,17,-0.45054046,-0.3986649
27,3,17,-0.35738719,-0.36884002
27,4,11,0.35754408,0.36519002
27,5,11,0.36726338,0.36482509
27,6,17,-0.36315112,-0.36760058
27,7,17,-0.3581155,-0.36419762
27,8,11,0.35477731,0.35596049
27,9,11,0.38287041,0.38143797
27,10,17,-0.36924482,-0.37047082
27,11,17,-0.36358649,-0.37071871
27,12,11,0.72777297,0.72755852
27,13,11,0.36528733,0.36505458
27,14,17,-0.34949415,-0.36836274
27,15,17,-0.3422271,-0.34223171
27,16,11,0.54132682,0.53322115
27,17,11,0.38387188,0.37561856
28,1,11,0.45109658,0.46004576
28,2,17,-0.4597635,-0.39633248
28,3,17,-0.37332126,-0.37465483
28,4,11,0.37712357,0.38224153
28,5,11,0.36659482,0.36640208
28,6,17,-0.35061618,-0.36145887
28,7,17,-0.36306868,-0.36714812
28,8,11,0.36606946,0.36079937
28,9,11,0.36116045,0.35906047
28,10,17,-0.34958969,-0.36039692
28,11,17,-0.35587625,-0.36330845
28,12,11,0.70177284,0.70218695
28,13,11,0.38393975,0.37959338
28,14,17,-0.35094928,-0.36835572
28,15,17,-0.34602903,-0.34283744
28,16,11,0.559285,0.54976761
28,17,11,0.38217146,0.37439571
29,1,11,0.53555723,0.53027614
29,2,17,-0.28017423,-0.33835619
29,3,17,-0.31353292,-0.30987184
29,4,11,0.39630101,0.39310288
29,5,11,0.37786906,0.37860713
29,6,17,-0.31548311,-0.28882015
29,7,17,-0.30743725,-0.30558367
29,8,11,0.40352355,0.404354
29,9,11,0.38769254,0.38890847
29,10,17,-0.31267552,-0.30097552
29,11,17,-0.29966365,-0.3009196
29,12,11,0.38403251,0.38944684
29,13,17,-0.30809608,-0.29253054
29,14,17,-0.25751001,-0.25912092
29,15,11,0.51701765,0.51782692
29,16,11,0.39257925,0.39365604
30,1,11,0.47081795,0.48005066
30,2,17,-0.4407285,-0.39497153
30,3,17,-0.37394255,-0.3744926
30,4,11,0.36207284,0.36592461
30,5,11,0.35800231,0.35812221
30,6,17,-0.36331184,-0.36508136
30,7,17,-0.37086106,-0.3692036
30,8,11,0.36997468,0.36973906
30,9,11,0.36138735,0.35958181
30,10,17,-0.36766628,-0.36599932
30,11,17,-0.35772617,-0.36865359
30,12,11,0.72789808,0.72559088
30,13,11,0.40306556,0.40073902
30,14,17,-0.34280885,-0.36703802
30,15,17,-0.34129526,-0.34152763
30,16,11,0.51289497,0.50445907
30,17,11,0.39222675,0.38276032
31,1,11,0.52977613,0.54045052
31,2,17,-0.45658898,-0.40713808
31,3,17,-0.38228232,-0.37290662
31,4,11,0.34142779,0.35752166
31,5,11,0.35666815,0.35994872
31,6,17,-0.35785622,-0.3681595
31,7,17,-0.37058145,-0.3737174
31,8,11,0.3645235,0.36003031
31,9,11,0.35767484,0.35619724
31,10,17,-0.36083316,-0.36873561
31,11,17,-0.3633745,-0.37428775
31,12,11,0.7262966,0.72787403
31,13,11,0.37352288,0.36876419
31,14,17,-0.34719731,-0.37240263
31,15,17,-0.34747848,-0.35395525
31,16,11,0.53950654,0.53231156
31,17,11,0.39679603,0.38820461
32,1,11,0.51356991,0.52322209
32,2,17,-0.46376119,-0.41092508
32,3,17,-0.37205461,-0.3735203
32,4,11,0.33976237,0.35672456
32,5,11,0.37617103,0.37671736
32,6,17,-0.36031344,-0.37337963
32,7,17,-0.3700432,-0.37762109
32,8,11,0.37389774,0.37167748
32,9,11,0.37111461,0.36884076
32,10,17,-0.36206225,-0.37490772
32,11,17,-0.35938349,-0.37291661
32,12,11,0.72569235,0.72475668
32,13,11,0.36821488,0.36761239
32,14,17,-0.34920645,-0.36924083
32,15,17,-0.33260547,-0.33530927
32,16,11,0.53307856,0.53691557
32,17,11,0.36792873,0.36135364
33,1,11,0.46747185,0.47567918
33,2,17,-0.4453699,-0.39199554
33,3,17,-0.36374369,-0.37152639
33,4,11,0.36004843,0.36456139
33,5,11,0.37122251,0.36505458
33,6,17,-0.35690887,-0.36525399
33,7,17,-0.36727294,-0.36961651
33,8,11,0.37011431,0.36452123
33,9,11,0.36708005,0.36278982
33,10,17,-0.36665565,-0.36753945
33,11,17,-0.35186957,-0.36389086
33,12,11,0.69139944,0.69445753
33,13,11,0.39676613,0.39551767
33,14,17,-0.3504103,-0.3675347
33,15,17,-0.34568645,-0.34094968
33,16,11,0.53594773,0.5353249
33,17,11,0.38786698,0.38040081
34,1,11,0.45371825,0.46274176
34,2,17,-0.45409843,-0.39696171
34,3,17,-0.36451212,-0.36976599
34,4,11,0.36306478,0.36648101
34,5,11,0.3719833,0.35958883
34,6,17,-0.37308777,-0.37027534
34,7,17,-0.35509915,-0.36219079
34,8,11,0.37026344,0.3695043
34,9,11,0.38236615,0.3792559
34,10,17,-0.35696374,-0.36793421
34,11,17,-0.36657725,-0.37402185
34,12,11,0.71651195,0.71872291
34,13,11,0.37158926,0.37011158
34,14,17,-0.35224439,-0.36890588
34,15,17,-0.34389413,-0.34298103
34,16,11,0.53524535,0.53408553
34,17,11,0.40173458,0.39254499
35,1,11,0.51112662,0.5043985
35,2,17,-0.27311663,-0.31931454
35,3,17,-0.30348934,-0.2986822
35,4,11,0.37771888,0.37888039
35,5,11,0.39017907,0.39169961
35,6,17,-0.29833727,-0.29465282
35,7,17,-0.30503948,-0.29960739
35,8,11,0.38989244,0.38785538
35,9,11,0.40250222,0.40288165
35,10,17,-0.30844877,-0.29433309
35,11,17,-0.30414718,-0.28871781
35,12,11,0.38384197,0.39121014
35,13,17,-0.30962479,-0.28918714
35,14,17,-0.26645802,-0.28322977
35,15,11,0.53312465,0.52787718
35,16,11,0.3802757,0.38292192
36,1,11,0.49344666,0.50557384
36,2,17,-0.45197314,-0.39905802
36,3,17,-0.38290522,-0.37588707
36,4,11,0.35698238,0.3717342
36,5,11,0.36958447,0.37070669
36,6,17,-0.367374,-0.3669678
36,7,17,-0.36623267,-0.36986601
36,8,11,0.3726102,0.36990068
36,9,11,0.36562282,0.36203401
36,10,17,-0.36463689,-0.37141581
36,11,17,-0.35688877,-0.37122279
36,12,11,0.7034446,0.70084913
36,13,11,0.37606131,0.37454215
36,14,17,-0.33274351,-0.36268168
36,15,17,-0.34103332,-0.34198536
36,16,11,0.53892181,0.52842975
36,17,11,0.38711333,0.37531409
37,1,11,0.53535166,0.53232991
37,2,17,-0.28000962,-0.33926534
37,3,17,-0.31065359,-0.30618266
37,4,11,0.39441289,0.39481379
37,5,11,0.36023277,0.3609951
37,6,17,-0.31052423,-0.29068829
37,7,17,-0.3003855,-0.30589691
37,8,11,0.39909949,0.39660269
37,9,11,0.3814443,0.38457777
37,10,17,-0.31693066,-0.29712462
37,11,17,-0.30266828,-0.3071438
37,12,11,0.40328654,0.40588176
37,13,17,-0.31969201,-0.3034899
37,14,17,-0.26378527,-0.26086417
37,15,11,0.53000213,0.53436455
37,16,11,0.40081941,0.40109012
38,1,11,0.52113881,0.53431192
38,2,17,-0.47983295,-0.41513998
38,3,17,-0.3887771,-0.38375791
38,4,11,0.36217503,0.38216816
38,5,11,0.35995082,0.35958573
38,6,17,-0.35900414,-0.36616279
38,7,17,-0.35857476,-0.36593419
38,8,11,0.35989304,0.35813223
38,9,11,0.37300487,0.36971045
38,10,17,-0.36649876,-0.37331307
38,11,17,-0.36309172,-0.37088474
38,12,11,0.72934788,0.72979981
38,13,11,0.36254266,0.35888799
38,14,17,-0.33092298,-0.3594358
38,15,17,-0.35665356,-0.3601785
38,16,11,0.54291644,0.51966085
38,17,11,0.39238634,0.38254986
39,1,11,0.55381036,0.55462313
39,2,17,-0.2898311,-0.34481266
39,3,17,-0.31497849,-0.32223938
39,4,11,0.3832651,0.38479271
39,5,11,0.38847014,0.38673783
39,6,17,-0.31511867,-0.30495774
39,7,17,-0.32217477,-0.30417333
39,8,11,0.40796035,0.40893758
39,9,11,0.39018128,0.3904047
39,10,17,-0.31421478,-0.309773
39,11,17,-0.30838428,-0.30616507
39,12,11,0.41291186,0.41663468
39,13,17,-0.31748801,-0.30329534
39,14,17,-0.26721368,-0.26345597
39,15,11,0.52451078,0.53004775
39,16,11,0.38829386,0.38669411
40,1,11,0.53255691,0.54292644
40,2,17,-0.46114082,-0.4149669
40,3,17,-0.3894151,-0.38574381
40,4,11,0.36983898,0.38567588
40,5,11,0.36033448,0.35816983
40,6,17,-0.36510524,-0.3706955
40,7,17,-0.36023588,-0.36824646
40,8,11,0.35680639,0.35523414
40,9,11,0.37597906,0.37445154
40,10,17,-0.3572385,-0.36958597
40,11,17,-0.36941295,-0.37500669
40,12,11,0.71209826,0.71095297
40,13,11,0.36078742,0.35760207
40,14,17,-0.35574762,-0.37453896
40,15,17,-0.3414044,-0.34636258
40,16,11,0.54920471,0.54574111
40,17,11,0.38209426,0.37439288
41,1,11,0.50138791,0.51363094
41,2,17,-0.47494474,-0.40860128
41,3,17,-0.36702233,-0.37050712
41,4,11,0.35261333,0.36884378
41,5,11,0.35337131,0.35068374
41,6,17,-0.36331748,-0.36594571
41,7,17,-0.36325778,-0.37209463
41,8,11,0.37341545,0.36811952
41,9,11,0.38201793,0.37798137
41,10,17,-0.34715494,-0.36595992
41,11,17,-0.3575013,-0.36691763
41,12,11,0.70263419,0.70588286
41,13,11,0.36837085,0.36209688
41,14,17,-0.34748214,-0.36741574
41,15,17,-0.35342435,-0.35498052
41,16,11,0.54546432,0.54138387
41,17,11,0.39482981,0.38379961
42,1,11,0.54459743,0.54353608
42,2,17,-0.28086571,-0.34190362
42,3,17,-0.31468092,-0.30230462
42,4,11,0.38731119,0.39131101
42,5,11,0.37946941,0.37968526
42,6,17,-0.31095388,-0.30266225
42,7,17,-0.29909238,-0.31591507
42,8,11,0.38218668,0.37977754
42,9,11,0.38560013,0.3864121
42,10,17,-0.3081316,-0.30646687
42,11,17,-0.31555762,-0.30504157
42,12,11,0.40193581,0.40903648
42,13,17,-0.32434827,-0.30120188
42,14,17,-0.26904631,-0.26472747
42,15,11,0.53033053,0.54021663
42,16,11,0.41124548,0.41024824
43,1,11,0.51005035,0.52147688
43,2,17,-0.46726578,-0.40959034
43,3,17,-0.37734233,-0.376291
43,4,11,0.35454491,0.36889085
43,5,11,0.39126588,0.38801035
43,6,17,-0.36855342,-0.37484206
43,7,17,-0.36209246,-0.36681825
43,8,11,0.35927605,0.35798947
43,9,11,0.35198535,0.34966661
43,10,17,-0.35382461,-0.36445124
43,11,17,-0.36978173,-0.37907181
43,12,11,0.70488146,0.70464696
43,13,11,0.39310064,0.39409049
43,14,17,-0.34489914,-0.37174435
43,15,17,-0.34130362,-0.34386978
43,16,11,0.52504259,0.51772575
43,17,11,0.39491593,0.38418146
44,1,11,0.51025588,0.50343451
44,2,17,-0.27477624,-0.33255429
44,3,17,-0.31382885,-0.300977
44,4,11,0.39363586,0.39219778
44,5,11,0.38456885,0.38567882
44,6,17,-0.30825744,-0.29506452
44,7,17,-0.29563076,-0.30442006
44,8,11,0.39266916,0.39129488
44,9,11,0.37011308,0.37104742
44,10,17,-0.3091714,-0.29816051
44,11,17,-0.30346253,-0.30466162
44,12,11,0.39326672,0.4022441
44,13,17,-0.3207621,-0.29866508
44,14,17,-0.25748808,-0.26085774
44,15,11,0.5281839,0.53802509
44,16,11,0.41068388,0.41143821
45,1,11,0.53530876,0.53122113
45,2,17,-0.27902287,-0.33067189
45,3,17,-0.30528566,-0.3043486
45,4,11,0.37901855,0.3817058
45,5,11,0.38369707,0.38401651
45,6,17,-0.30069495,-0.29640978
45,7,17,-0.30392163,-0.30240557
