     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
       124        17                -5141.07089972                -5141.07116656                    0.00001570
       125        16                -4978.66661697                -4978.66663902                    0.00000138
       126        16                -4978.67833894                -4978.67801418                   -0.00002030
       127        17                -5141.07176967                -5141.07133194                   -0.00002575
       128        17                -5141.06480097                -5141.06514741                    0.00002038
       129        16                -4978.67580534                -4978.67617087                    0.00002285
       130        17                -5141.07509349                -5141.07513821                    0.00000263
       131        17                -5141.06273418                -5141.06285017                    0.00000682
       132        16                -4978.70314231                -4978.70278482                   -0.00002234
       133        16                -4978.68871577                -4978.68874266                    0.00000168
       134        17                -5141.07643379                -5141.07707203                    0.00003754
       135        16                -4978.67598567                -4978.67573422                   -0.00001572
       136        17                -5141.06705149                -5141.06734878                    0.00001749
       137        17                -5141.07560560                -5141.07505143                   -0.00003260
       138        17                -5141.07891198                -5141.07908631                    0.00001025
       139        16                -4978.69274817                -4978.69260321                   -0.00000906
       140        17                -5141.06114616                -5141.06132065                    0.00001026
       141        16                -4978.68463862                -4978.68468641                    0.00000299
       142        17                -5141.07023638                -5141.06975875                   -0.00002810
       143        16                -4978.69533776                -4978.69532682                   -0.00000068
       144        17                -5141.06452208                -5141.06410854                   -0.00002433
       145        16                -4978.69326240                -4978.69301358                   -0.00001555
       146        17                -5141.06606730                -5141.06585365                   -0.00001257
       147        17                -5141.07011543                -5141.07003410                   -0.00000478
       148        16                -4978.67559469                -4978.67571169                    0.00000731
       149        17                -5141.05898594                -5141.05911341                    0.00000750
       150        17                -5141.07079722                -5141.07111153                    0.00001849
       151        16                -4978.69077278                -4978.69064425                   -0.00000803
       152        17                -5141.07223343                -5141.07182389                   -0.00002409
       153        17                -5141.06675397                -5141.06673916                   -0.00000087
       154        17                -5141.07803607                -5141.07818584                    0.00000881
       155        17                -5141.07142971                -5141.07102182                   -0.00002399
       156        17                -5141.07135572                -5141.07116515                   -0.00001121
       157        17                -5141.06334272                -5141.06337543                    0.00000192
       158        16                -4978.68742387                -4978.68757835                    0.00000965
       159        16                -4978.68559654                -4978.68591306                    0.00001978
       160        17                -5141.06200787                -5141.06200831                    0.00000003
       161        16                -4978.69571218                -4978.69570324                   -0.00000056
       162        16                -4978.69815935                -4978.69804479                   -0.00000716
       163        17                -5141.06755140                -5141.06688601                   -0.00003914
       164        16                -4978.69496058                -4978.69487207                   -0.00000553
       165        16                -4978.66848339                -4978.66781090                   -0.00004203
       166        17                -5141.06866785                -5141.06882102                    0.00000901
       167        17                -5141.06509360                -5141.06486617                   -0.00001338
       168        17                -5141.06638014                -5141.06602549                   -0.00002086
       169        16                -4978.68269448                -4978.68242953                   -0.00001656
       170        17                -5141.06837757                -5141.06843797                    0.00000355
       171        17                -5141.07144357                -5141.07218708                    0.00004374
       172        17                -5141.06227269                -5141.06188314                   -0.00002291
       173        17                -5141.05772735                -5141.05759102                   -0.00000802
       174        17                -5141.07234931                -5141.07281389                    0.00002733
       175        17                -5141.06191771                -5141.06256547                    0.00003810
       176        16                -4978.67040256                -4978.67012872                   -0.00001712
       177        17                -5141.07697452                -5141.07724874                    0.00001613
       178        17                -5141.06626792                -5141.06653858                    0.00001592
       179        16                -4978.68966944                -4978.68940667                   -0.00001642
       180        16                -4978.68505274                -4978.68509565                    0.00000268
       181        16                -4978.70100984                -4978.70073395                   -0.00001724
       182        17                -5141.07003953                -5141.07025586                    0.00001273
       183        17                -5141.06571509                -5141.06619123                    0.00002801
       184        16                -4978.69007760                -4978.69028287                    0.00001283
       185        17                -5141.07193102                -5141.07197789                    0.00000276
       186        16                -4978.69007151                -4978.69023441                    0.00001018
       187        17                -5141.07270717                -5141.07300713                    0.00001764
       188        16                -4978.67745807                -4978.67748978                    0.00000198
       189        16                -4978.69910637                -4978.69965444                    0.00003425
       190        17                -5141.06676562                -5141.06663265                   -0.00000782
       191        17                -5141.07548481                -5141.07582434                    0.00001997
       192        17                -5141.07487408                -5141.07471499                   -0.00000936
       193        17                -5141.06274347                -5141.06279549                    0.00000306
       194        17                -5141.06607527                -5141.06584686                   -0.00001344
       195        17                -5141.07442016                -5141.07464944                    0.00001349
       196        17                -5141.07778839                -5141.07785487                    0.00000391
       197        17                -5141.07530117                -5141.07498990                   -0.00001831
       198        17                -5141.07240523                -5141.07275324                    0.00002047
       199        16                -4978.68831939                -4978.68837918                    0.00000374
       200        17                -5141.07179302                -5141.07245987                    0.00003923
       201        17                -5141.06850768                -5141.06806176                   -0.00002623
       202        16                -4978.68156679                -4978.68149120                   -0.00000472
       203        17                -5141.06812285                -5141.06794306                   -0.00001058
       204        16                -4978.68562261                -4978.68565571                    0.00000207
       205        16                -4978.68006073                -4978.67994402                   -0.00000729
       206        16                -4978.68546181                -4978.68532506                   -0.00000855
       207        16                -4978.67902340                -4978.67864391                   -0.00002372
       208        17                -5141.07254470                -5141.07258533                    0.00000239
       209        17                -5141.06376082                -5141.06401759                    0.00001510
       210        16                -4978.68730882                -4978.68733572                    0.00000168
       211        16                -4978.68477459                -4978.68498219                    0.00001298
       212        16                -4978.66844292                -4978.66895790                    0.00003219
       213        17                -5141.06332894                -5141.06293906                   -0.00002293
       214        16                -4978.68343836                -4978.68358324                    0.00000905
       215        17                -5141.06711126                -5141.06739015                    0.00001641
       216        16                -4978.68741727                -4978.68756281                    0.00000910
       217        17                -5141.06967493                -5141.07030752                    0.00003721
       218        17                -5141.06640792                -5141.06644627                    0.00000226
       219        16                -4978.67945800                -4978.67918485                   -0.00001707
       220        17                -5141.06875088                -5141.06843144                   -0.00001879
       221        17                -5141.06732696                -5141.06712113                   -0.00001211
       222        16                -4978.68473785                -4978.68445930                   -0.00001741
       223        17                -5141.08072317                -5141.08109626                    0.00002195
       224        16                -4978.69229100                -4978.69223758                   -0.00000334
       225        16                -4978.68974885                -4978.68951834                   -0.00001441
       226        16                -4978.69745028                -4978.69756865                    0.00000740
       227        17                -5141.06122539                -5141.06094652                   -0.00001640
       228        17                -5141.06806263                -5141.06781559                   -0.00001453
       229        17                -5141.07366271                -5141.07409359                    0.00002535
       230        17                -5141.06854848                -5141.06857953                    0.00000183
       231        17                -5141.07702625                -5141.07647371                   -0.00003250
       232        16                -4978.68759113                -4978.68748585                   -0.00000658
       233        16                -4978.69270976                -4978.69240172                   -0.00001925
       234        16                -4978.69734035                -4978.69721186                   -0.00000803
       235        17                -5141.06415364                -5141.06421720                    0.00000374
       236        16                -4978.67224769                -4978.67243021                    0.00001141
       237        17                -5141.06970548                -5141.06992593                    0.00001297
       238        16                -4978.68841470                -4978.68833108                   -0.00000523
       239        16                -4978.68487677                -4978.68490573                    0.00000181
       240        16                -4978.68755359                -4978.68745012                   -0.00000647
       241        16                -4978.67460276                -4978.67453407                   -0.00000429
       242        16                -4978.66971878                -4978.66953483                   -0.00001150
       243        17                -5141.06086808                -5141.06103161                    0.00000962
       244        16                -4978.67841082                -4978.67861769                    0.00001293
       245        16                -4978.70093088                -4978.70127229                    0.00002134
       246        17                -5141.06971266                -5141.06940584                   -0.00001805
       247        17                -5141.06837555                -5141.06804172                   -0.00001964
       248        16                -4978.68079570                -4978.68079939                    0.00000023
       249        17                -5141.06564574                -5141.06541204                   -0.00001375
       250        17                -5141.07476615                -5141.07403693                   -0.00004290
       251        16                -4978.68343831                -4978.68300115                   -0.00002732
       252        17                -5141.07892086                -5141.07876047                   -0.00000943
       253        16                -4978.67944453                -4978.67912674                   -0.00001986
       254        17                -5141.06111255                -5141.06161968                    0.00002983
       255        16                -4978.69082585                -4978.69079247                   -0.00000209
       256        17                -5141.07631959                -5141.07702559                    0.00004153
       257        16                -4978.70009491                -4978.70020704                    0.00000701
       258        16                -4978.67804706                -4978.67808422                    0.00000232
       259        17                -5141.06240866                -5141.06232075                   -0.00000517
       260        17                -5141.07201209                -5141.07164520                   -0.00002158
       261        17                -5141.06973304                -5141.06957393                   -0.00000936
       262        17                -5141.07505800                -5141.07415563                   -0.00005308
       263        17                -5141.07152688                -5141.07192188                    0.00002324
       264        16                -4978.67612616                -4978.67610311                   -0.00000144
       265        16                -4978.68724610                -4978.68696026                   -0.00001787
       266        17                -5141.06963252                -5141.06960542                   -0.00000159
       267        17                -5141.07677298                -5141.07633398                   -0.00002582
       268        17                -5141.07464034                -5141.07425719                   -0.00002254
       269        17                -5141.05518289                -5141.05600664                    0.00004846
       270        17                -5141.07490255                -5141.07457660                   -0.00001917
       271        16                -4978.69272784                -4978.69265753                   -0.00000439
       272        16                -4978.68525817                -4978.68540405                    0.00000912
       273        17                -5141.07474467                -5141.07518464                    0.00002588
       274        16                -4978.67502553                -4978.67484590                   -0.00001123
       275        16                -4978.69094168                -4978.69069453                   -0.00001545
       276        16                -4978.67875470                -4978.67891990                    0.00001032
       277        16                -4978.68372962                -4978.68383147                    0.00000637
       278        17                -5141.08106367                -5141.08119106                    0.00000749
       279        16                -4978.68980445                -4978.68988807                    0.00000523
       280        17                -5141.06164194                -5141.06140313                   -0.00001405
       281        16                -4978.69785127                -4978.69804839                    0.00001232
       282        17                -5141.07043981                -5141.07089911                    0.00002702
       283        17                -5141.07233028                -5141.07200384                   -0.00001920
       284        17                -5141.06421665                -5141.06654982                    0.00013725
       285        16                -4978.67735320                -4978.67748267                    0.00000809
       286        17                -5141.06191748                -5141.06148671                   -0.00002534
       287        16                -4978.67456995                -4978.67519434                    0.00003902
       288        17                -5141.07316259                -5141.07330249                    0.00000823
       289        16                -4978.68082155                -4978.68091729                    0.00000598
       290        17                -5141.06247411                -5141.06240991                   -0.00000378
       291        16                -4978.69149838                -4978.69141492                   -0.00000522
       292        16                -4978.68230363                -4978.68260853                    0.00001906
       293        17                -5141.07196113                -5141.07183474                   -0.00000743
       294        16                -4978.68922652                -4978.68937287                    0.00000915
       295        16                -4978.69879449                -4978.69886215                    0.00000423
       296        17                -5141.06650693                -5141.06682518                    0.00001872
       297        16                -4978.68322166                -4978.68279620                   -0.00002659
       298        16                -4978.67440953                -4978.67418115                   -0.00001427
       299        16                -4978.68120000                -4978.68145488                    0.00001593
       300        16                -4978.68555467                -4978.68572829                    0.00001085
       301        16                -4978.69229534                -4978.69242140                    0.00000788
       302        17                -5141.06728878                -5141.06766796                    0.00002231
       303        17                -5141.06925255                -5141.06976445                    0.00003011
       304        17                -5141.05806881                -5141.05792255                   -0.00000860
       305        17                -5141.07607941                -5141.07630691                    0.00001338
       306        17                -5141.05913521                -5141.05957449                    0.00002584
       307        16                -4978.69614971                -4978.69604847                   -0.00000633
       308        17                -5141.08106170                -5141.08090853                   -0.00000901
       309        17                -5141.07006043                -5141.07079358                    0.00004313
       310        17                -5141.06403494                -5141.06351640                   -0.00003050
       311        17                -5141.06924547                -5141.06971000                    0.00002732
       312        17                -5141.07180907                -5141.07154037                   -0.00001581
       313        17                -5141.07227377                -5141.07277413                    0.00002943
       314        17                -5141.07256458                -5141.07217684                   -0.00002281
       315        16                -4978.67434282                -4978.67473112                    0.00002427
       316        16                -4978.69211562                -4978.69222493                    0.00000683
       317        17                -5141.06773857                -5141.06780252                    0.00000376
       318        17                -5141.07244064                -5141.07287488                    0.00002554
       319        17                -5141.06192932                -5141.06145056                   -0.00002816
       320        16                -4978.68415218                -4978.68452433                    0.00002326
       321        16                -4978.69363924                -4978.69367404                    0.00000217
       322        16                -4978.69659487                -4978.69630378                   -0.00001819
       323        16                -4978.68902627                -4978.68943001                    0.00002523
       324        17                -5141.07264869                -5141.07247705                   -0.00001010
       325        17                -5141.06623591                -5141.06616751                   -0.00000402
       326        16                -4978.70298600                -4978.70298310                   -0.00000018
       327        17                -5141.07560669                -5141.07548880                   -0.00000693
       328        16                -4978.68868921                -4978.68909415                    0.00002531
       329        16                -4978.69029940                -4978.69034712                    0.00000298
       330        16                -4978.68121578                -4978.68145921                    0.00001521
       331        17                -5141.05711406                -5141.05712912                    0.00000089
       332        16                -4978.67797241                -4978.67788620                   -0.00000539
       333        16                -4978.67989066                -4978.68001081                    0.00000751
       334        16                -4978.68069520                -4978.68091872                    0.00001397
       335        16                -4978.69326752                -4978.69333821                    0.00000442
       336        16                -4978.69994933                -4978.70013745                    0.00001176
       337        17                -5141.05678964                -5141.05672115                   -0.00000403
       338        16                -4978.69210245                -4978.69217395                    0.00000447
       339        16                -4978.68559335                -4978.68558167                   -0.00000073
       340        16                -4978.67921661                -4978.67926054                    0.00000275
       341        17                -5141.06019615                -5141.06037077                    0.00001027
       342        17                -5141.06923928                -5141.06883511                   -0.00002377
       343        17                -5141.07131897                -5141.07137905                    0.00000353
       344        16                -4978.68648430                -4978.68661184                    0.00000797
       345        17                -5141.05976273                -5141.05954967                   -0.00001253
       346        17                -5141.05779185                -5141.05769013                   -0.00000598
       347        17                -5141.06271886                -5141.06399125                    0.00007485
       348        17                -5141.07526490                -5141.07607476                    0.00004764
       349        16                -4978.68210242                -4978.68243173                    0.00002058
       350        17                -5141.07610721                -5141.07569150                   -0.00002445
       351        17                -5141.06853959                -5141.06882147                    0.00001658
       352        16                -4978.69045990                -4978.69058267                    0.00000767
       353        17                -5141.06849807                -5141.06866740                    0.00000996
       354        16                -4978.69014818                -4978.69026302                    0.00000718
       355        16                -4978.68639894                -4978.68623182                   -0.00001044
       356        16                -4978.68804742                -4978.68801605                   -0.00000196
       357        17                -5141.06440372                -5141.06395459                   -0.00002642
       358        17                -5141.07106167                -5141.07090901                   -0.00000898
       359        17                -5141.07288246                -5141.07279042                   -0.00000541
       360        17                -5141.07360966                -5141.07366226                    0.00000309
       361        16                -4978.68910948                -4978.68907819                   -0.00000196
       362        16                -4978.67887281                -4978.67887562                    0.00000018
       363        16                -4978.67980937                -4978.67982170                    0.00000077
       364        16                -4978.68867741                -4978.68858772                   -0.00000561
       365        16                -4978.68182124                -4978.68133956                   -0.00003010
       366        16                -4978.68533756                -4978.68544117                    0.00000648
       367        17                -5141.05119982                -5141.05128229                    0.00000485
       368        17                -5141.06489534                -5141.06567147                    0.00004566
       369        17                -5141.06570169                -5141.06582719                    0.00000738
       370        16                -4978.69344538                -4978.69366336                    0.00001362
       371        16                -4978.69544053                -4978.69510842                   -0.00002076
       372        16                -4978.69657937                -4978.69654335                   -0.00000225
       373        16                -4978.68054957                -4978.68042410                   -0.00000784
       374        16                -4978.69173049                -4978.69196617                    0.00001473
       375        16                -4978.68097269                -4978.68075219                   -0.00001378
       376        17                -5141.06466071                -5141.06431603                   -0.00002028
       377        17                -5141.06568385                -5141.06594980                    0.00001564
       378        17                -5141.06584146                -5141.06648364                    0.00003778
       379        17                -5141.07708313                -5141.07667967                   -0.00002373
       380        16                -4978.69487965                -4978.69453214                   -0.00002172
       381        17                -5141.07000026                -5141.07019302                    0.00001134
       382        17                -5141.07213417                -5141.07196351                   -0.00001004
       383        17                -5141.07880107                -5141.07858239                   -0.00001286
       384        17                -5141.06680123                -5141.06678847                   -0.00000075
       385        16                -4978.69559673                -4978.69569487                    0.00000613
       386        16                -4978.68312849                -4978.68267460                   -0.00002837
       387        16                -4978.68508391                -4978.68535838                    0.00001715
       388        17                -5141.06605733                -5141.06613335                    0.00000447
       389        17                -5141.06676430                -5141.06635457                   -0.00002410
       390        17                -5141.07409207                -5141.07392070                   -0.00001008
       391        16                -4978.68494679                -4978.68475509                   -0.00001198
       392        16                -4978.68978667                -4978.68977623                   -0.00000065
       393        16                -4978.67971549                -4978.67986445                    0.00000931
       394        16                -4978.68740990                -4978.68779584                    0.00002412
       395        16                -4978.69425291                -4978.69428184                    0.00000181
       396        16                -4978.67235620                -4978.67185151                   -0.00003154
       397        16                -4978.68203101                -4978.68218035                    0.00000933
       398        16                -4978.67495478                -4978.67471726                   -0.00001485
       399        17                -5141.07816573                -5141.07814577                   -0.00000117
       400        17                -5141.07142817                -5141.07192857                    0.00002944
       401        16                -4978.69832987                -4978.69807539                   -0.00001591
       402        16                -4978.69599214                -4978.69608541                    0.00000583
       403        16                -4978.68878644                -4978.68911974                    0.00002083
       404        16                -4978.67468379                -4978.67455771                   -0.00000788
       405        17                -5141.06528358                -5141.06550445                    0.00001299
       406        17                -5141.06919422                -5141.06942200                    0.00001340
       407        16                -4978.68866985                -4978.68860483                   -0.00000406
       408        17                -5141.06318766                -5141.06316452                   -0.00000136
       409        16                -4978.69397765                -4978.69391600                   -0.00000385
       410        17                -5141.06779053                -5141.06791713                    0.00000745
       411        17                -5141.06509307                -5141.06525108                    0.00000929
       412        17                -5141.07699679                -5141.07698460                   -0.00000072
       413        16                -4978.69433505                -4978.69422888                   -0.00000664
       414        17                -5141.07162686                -5141.07120090                   -0.00002506
       415        16                -4978.68843684                -4978.68834417                   -0.00000579
       416        16                -4978.68755981                -4978.68729884                   -0.00001631
       417        16                -4978.69055180                -4978.69071103                    0.00000995
       418        16                -4978.68491107                -4978.68512771                    0.00001354
       419        16                -4978.68630725                -4978.68644995                    0.00000892
       420        17                -5141.06770084                -5141.06770652                    0.00000033
       421        16                -4978.69825433                -4978.69852390                    0.00001685
       422        17                -5141.07391032                -5141.07400064                    0.00000531
       423        17                -5141.07028260                -5141.07031508                    0.00000191
       424        16                -4978.68767402                -4978.68788740                    0.00001334
       425        17                -5141.06240009                -5141.06232684                   -0.00000431
       426        16                -4978.68182689                -4978.68206409                    0.00001483
       427        17                -5141.07190796                -5141.07228348                    0.00002209
       428        17                -5141.07242442                -5141.07217034                   -0.00001495
       429        17                -5141.06601952                -5141.06642325                    0.00002375
       430        16                -4978.69019236                -4978.69027727                    0.00000531
       431        16                -4978.68901509                -4978.68941349                    0.00002490
       432        16                -4978.67270990                -4978.67249925                   -0.00001317
       433        17                -5141.07594903                -5141.07668184                    0.00004311
       434        16                -4978.68119817                -4978.68137666                    0.00001116
       435        16                -4978.68888457                -4978.68926081                    0.00002351
       436        17                -5141.07375306                -5141.07373501                   -0.00000106
       437        16                -4978.68923155                -4978.68922554                   -0.00000038
       438        16                -4978.68472949                -4978.68483178                    0.00000639
       439        17                -5141.06619796                -5141.06608987                   -0.00000636
       440        17                -5141.05194628                -5141.05135525                   -0.00003477
       441        17                -5141.05956185                -5141.05947584                   -0.00000506
       442        16                -4978.69006199                -4978.68981197                   -0.00001563
       443        16                -4978.68033908                -4978.68027372                   -0.00000409
       444        17                -5141.06273602                -5141.06230570                   -0.00002531
       445        17                -5141.07395362                -5141.07384301                   -0.00000651
       446        17                -5141.06997621                -5141.07005368                    0.00000456
       447        16                -4978.68438974                -4978.68431429                   -0.00000472
       448        17                -5141.06231724                -5141.06198814                   -0.00001936
       449        16                -4978.69210116                -4978.69209704                   -0.00000026
       450        17                -5141.05808944                -5141.05832771                    0.00001402
       451        17                -5141.07259849                -5141.07234719                   -0.00001478
       452        16                -4978.69331672                -4978.69343186                    0.00000720
       453        17                -5141.07232805                -5141.07175798                   -0.00003353
       454        16                -4978.68188290                -4978.68175465                   -0.00000802
       455        16                -4978.68664988                -4978.68680257                    0.00000954
       456        16                -4978.68883795                -4978.68847852                   -0.00002246
       457        16                -4978.69120715                -4978.69091414                   -0.00001831
       458        17                -5141.06682309                -5141.06729494                    0.00002776
       459        17                -5141.07846936                -5141.07865064                    0.00001066
       460        16                -4978.68609397                -4978.68601908                   -0.00000468
       461        17                -5141.06216407                -5141.06206966                   -0.00000555
       462        16                -4978.69561561                -4978.69590295                    0.00001796
       463        16                -4978.68245565                -4978.68237302                   -0.00000516
       464        16                -4978.69485602                -4978.69500827                    0.00000952
       465        16                -4978.69139543                -4978.69116859                   -0.00001418
       466        17                -5141.06307777                -5141.06279057                   -0.00001689
       467        16                -4978.69773460                -4978.69747266                   -0.00001637
       468        17                -5141.07096147                -5141.07072840                   -0.00001371
       469        17                -5141.07496699                -5141.07487135                   -0.00000563
       470        16                -4978.67443518                -4978.67463068                    0.00001222
       471        16                -4978.68857918                -4978.68821327                   -0.00002287
       472        16                -4978.68559862                -4978.68587617                    0.00001735
       473        17                -5141.07532251                -5141.07501018                   -0.00001837
       474        17                -5141.06261303                -5141.06213126                   -0.00002834
       475        17                -5141.06800045                -5141.06780665                   -0.00001140
       476        16                -4978.68761328                -4978.68747727                   -0.00000850
       477        16                -4978.67336444                -4978.67343972                    0.00000470
       478        17                -5141.05866299                -5141.05921410                    0.00003242
       479        16                -4978.68466575                -4978.68472702                    0.00000383
       480        17                -5141.06490319                -5141.06492947                    0.00000155
       481        16                -4978.69617373                -4978.69623068                    0.00000356
       482        16                -4978.67606801                -4978.67607673                    0.00000054
       483        16                -4978.68712035                -4978.68721853                    0.00000614
       484        16                -4978.68489084                -4978.68455692                   -0.00002087
       485        17                -5141.06384677                -5141.06412390                    0.00001630
       486        16                -4978.69144198                -4978.69176457                    0.00002016
       487        17                -5141.05981128                -5141.06004067                    0.00001349
