     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
       255        17                -5141.07440813                -5141.07466048                    0.00001484
       256        16                -4978.69391374                -4978.69388497                   -0.00000180
       257        16                -4978.68238266                -4978.68187892                   -0.00003148
       258        16                -4978.68546457                -4978.68561433                    0.00000936
       259        17                -5141.07085159                -5141.07047539                   -0.00002213
       260        17                -5141.06446005                -5141.06472498                    0.00001558
       261        16                -4978.68329167                -4978.68342373                    0.00000825
       262        16                -4978.67724805                -4978.67727726                    0.00000183
       263        17                -5141.07254447                -5141.07246466                   -0.00000469
       264        16                -4978.68007058                -4978.68008036                    0.00000061
       265        17                -5141.07482830                -5141.07440459                   -0.00002492
       266        17                -5141.05777785                -5141.05762973                   -0.00000871
       267        17                -5141.06733522                -5141.06707628                   -0.00001523
       268        16                -4978.68902674                -4978.68893487                   -0.00000574
       269        17                -5141.07723445                -5141.07769924                    0.00002734
       270        17                -5141.07515630                -5141.07521252                    0.00000331
       271        17                -5141.07426427                -5141.07428980                    0.00000150
       272        16                -4978.68021921                -4978.68013632                   -0.00000518
       273        16                -4978.68407257                -4978.68365760                   -0.00002594
       274        17                -5141.07161005                -5141.07135225                   -0.00001516
       275        16                -4978.68737258                -4978.68727539                   -0.00000607
       276        16                -4978.69329275                -4978.69351250                    0.00001373
       277        17                -5141.07590962                -5141.07579957                   -0.00000647
       278        17                -5141.06505619                -5141.06464936                   -0.00002393
       279        17                -5141.06813546                -5141.06844010                    0.00001792
       280        17                -5141.07294428                -5141.07268723                   -0.00001512
       281        16                -4978.68059537                -4978.68083730                    0.00001512
       282        17                -5141.06361059                -5141.06307992                   -0.00003122
       283        16                -4978.68335296                -4978.68319733                   -0.00000973
       284        17                -5141.07249721                -5141.07196160                   -0.00003151
       285        16                -4978.68223775                -4978.68214598                   -0.00000574
       286        16                -4978.68143430                -4978.68149120                    0.00000356
       287        17                -5141.07539662                -5141.07515398                   -0.00001427
       288        16                -4978.68926909                -4978.68932065                    0.00000322
       289        16                -4978.68817709                -4978.68816537                   -0.00000073
       290        16                -4978.68695096                -4978.68690913                   -0.00000261
       291        17                -5141.06820370                -5141.06824829                    0.00000262
       292        16                -4978.68253529                -4978.68208958                   -0.00002786
       293        16                -4978.68895360                -4978.68885030                   -0.00000646
       294        17                -5141.06684338                -5141.06647344                   -0.00002176
       295        17                -5141.06740853                -5141.06760806                    0.00001174
       296        16                -4978.69428888                -4978.69438184                    0.00000581
       297        17                -5141.07624248                -5141.07573043                   -0.00003012
       298        16                -4978.69590754                -4978.69585908                   -0.00000303
       299        16                -4978.68362907                -4978.68335648                   -0.00001704
       300        17                -5141.06725646                -5141.06697751                   -0.00001641
       301        17                -5141.05917066                -5141.05888439                   -0.00001684
       302        17                -5141.07066954                -5141.07079462                    0.00000736
       303        16                -4978.69195967                -4978.69208958                    0.00000812
       304        17                -5141.07328577                -5141.07302583                   -0.00001529
       305        16                -4978.69181745                -4978.69177467                   -0.00000267
       306        17                -5141.05861389                -5141.05930334                    0.00004056
       307        16                -4978.67951485                -4978.67924831                   -0.00001666
       308        17                -5141.06800557                -5141.06762748                   -0.00002224
       309        17                -5141.07215757                -5141.07192331                   -0.00001378
       310        16                -4978.68631600                -4978.68637778                    0.00000386
       311        17                -5141.07063647                -5141.07082729                    0.00001122
       312        16                -4978.68857392                -4978.68820140                   -0.00002328
       313        17                -5141.06968592                -5141.06934080                   -0.00002030
       314        16                -4978.69500477                -4978.69454592                   -0.00002868
       315        17                -5141.06675862                -5141.06630999                   -0.00002639
       316        17                -5141.07361255                -5141.07359705                   -0.00000091
       317        17                -5141.06869197                -5141.06925751                    0.00003327
       318        17                -5141.07618631                -5141.07574868                   -0.00002574
       319        17                -5141.07067016                -5141.07066135                   -0.00000052
       320        16                -4978.68738974                -4978.68718710                   -0.00001267
       321        17                -5141.07127592                -5141.07078184                   -0.00002906
       322        17                -5141.06489749                -5141.06524069                    0.00002019
       323        16                -4978.67798561                -4978.67842256                    0.00002731
       324        16                -4978.66647707                -4978.66628591                   -0.00001195
       325        16                -4978.68863974                -4978.68840801                   -0.00001448
       326        16                -4978.69402781                -4978.69406580                    0.00000237
       327        16                -4978.69543876                -4978.69526619                   -0.00001079
       328        16                -4978.68679728                -4978.68704193                    0.00001529
       329        16                -4978.69192494                -4978.69196161                    0.00000229
       330        16                -4978.69325951                -4978.69293850                   -0.00002006
       331        16                -4978.68099712                -4978.68089749                   -0.00000623
       332        17                -5141.06399745                -5141.06412293                    0.00000738
       333        16                -4978.67540139                -4978.67532099                   -0.00000503
       334        17                -5141.07626382                -5141.07564557                   -0.00003637
       335        17                -5141.07514956                -5141.07495069                   -0.00001170
       336        16                -4978.69378879                -4978.69379168                    0.00000018
       337        16                -4978.67337016                -4978.67304990                   -0.00002002
       338        17                -5141.07326393                -5141.07310879                   -0.00000913
       339        17                -5141.07304813                -5141.07278582                   -0.00001543
       340        17                -5141.07561926                -5141.07547656                   -0.00000839
       341        17                -5141.05933834                -5141.05938649                    0.00000283
       342        17                -5141.06369561                -5141.06374099                    0.00000267
       343        17                -5141.05914991                -5141.05876603                   -0.00002258
       344        17                -5141.06519364                -5141.06511003                   -0.00000492
       345        17                -5141.06736435                -5141.06741776                    0.00000314
       346        16                -4978.69013342                -4978.69031831                    0.00001156
       347        16                -4978.69208302                -4978.69225366                    0.00001066
       348        17                -5141.06410314                -5141.06419980                    0.00000569
       349        16                -4978.68774810                -4978.68799776                    0.00001560
       350        16                -4978.68500054                -4978.68529329                    0.00001830
       351        17                -5141.06333854                -5141.06328878                   -0.00000293
       352        17                -5141.06842426                -5141.06820649                   -0.00001281
       353        16                -4978.67799052                -4978.67793496                   -0.00000347
       354        17                -5141.07433352                -5141.07440824                    0.00000440
       355        17                -5141.06155943                -5141.06114027                   -0.00002466
       356        16                -4978.69126944                -4978.69160035                    0.00002068
       357        17                -5141.07808271                -5141.07796500                   -0.00000692
       358        17                -5141.06967520                -5141.06960438                   -0.00000417
       359        16                -4978.69329277                -4978.69339587                    0.00000644
       360        17                -5141.06422972                -5141.06369413                   -0.00003151
       361        17                -5141.07939197                -5141.07970746                    0.00001856
       362        17                -5141.06673825                -5141.06646742                   -0.00001593
       363        17                -5141.06789246                -5141.06782558                   -0.00000393
       364        17                -5141.06965334                -5141.06901173                   -0.00003774
       365        16                -4978.67614484                -4978.67581121                   -0.00002085
       366        16                -4978.70274405                -4978.70273645                   -0.00000048
       367        17                -5141.06804580                -5141.06742931                   -0.00003626
       368        17                -5141.06709114                -5141.06692702                   -0.00000965
       369        17                -5141.06765759                -5141.06728196                   -0.00002210
       370        16                -4978.68756887                -4978.68770669                    0.00000861
       371        16                -4978.69942749                -4978.69921095                   -0.00001353
       372        17                -5141.06068494                -5141.06169758                    0.00005957
       373        17                -5141.06691031                -5141.06681359                   -0.00000569
       374        16                -4978.68237576                -4978.68222863                   -0.00000920
       375        16                -4978.68844362                -4978.68832424                   -0.00000746
       376        16                -4978.69088935                -4978.69077315                   -0.00000726
       377        16                -4978.68088823                -4978.68085988                   -0.00000177
       378        16                -4978.69786183                -4978.69808506                    0.00001395
       379        16                -4978.67798298                -4978.67806022                    0.00000483
       380        16                -4978.68268511                -4978.68292856                    0.00001522
       381        17                -5141.06191180                -5141.06170317                   -0.00001227
       382        16                -4978.67789880                -4978.67763569                   -0.00001644
       383        17                -5141.06371019                -5141.06354138                   -0.00000993
       384        17                -5141.07385971                -5141.07335639                   -0.00002961
       385        16                -4978.69328780                -4978.69368153                    0.00002461
       386        16                -4978.69082733                -4978.69085453                    0.00000170
       387        16                -4978.68169651                -4978.68155378                   -0.00000892
       388        17                -5141.07125511                -5141.07160474                    0.00002057
       389        16                -4978.69068172                -4978.69047134                   -0.00001315
       390        16                -4978.69173839                -4978.69153143                   -0.00001294
       391        17                -5141.06642274                -5141.06615181                   -0.00001594
       392        16                -4978.67809382                -4978.67825942                    0.00001035
       393        16                -4978.68423224                -4978.68461076                    0.00002366
       394        17                -5141.05292529                -5141.05281091                   -0.00000673
       395        17                -5141.07060132                -5141.07125111                    0.00003822
       396        16                -4978.68008560                -4978.67997484                   -0.00000692
       397        16                -4978.69629631                -4978.69649448                    0.00001239
       398        16                -4978.69069541                -4978.69071517                    0.00000124
       399        17                -5141.06474107                -5141.06467264                   -0.00000403
       400        17                -5141.05986599                -5141.05999528                    0.00000761
       401        16                -4978.68131676                -4978.68185437                    0.00003360
       402        17                -5141.06008440                -5141.06004997                   -0.00000203
       403        16                -4978.66604141                -4978.66566421                   -0.00002357
       404        16                -4978.68826839                -4978.68846776                    0.00001246
       405        17                -5141.06170761                -5141.06243956                    0.00004306
