Conf.,atom,element,Ref. charge(e),NN charge(e)
6,16,11,0.54730132,0.53834141
6,17,11,0.39313675,0.381662
7,1,11,0.53720554,0.52955034
7,2,17,-0.27505464,-0.33784443
7,3,17,-0.31054118,-0.30258583
7,4,11,0.36885423,0.37133434
7,5,11,0.37962877,0.37992705
7,6,17,-0.30410364,-0.29734427
7,7,17,-0.30127401,-0.3030927
7,8,11,0.39531159,0.39572942
7,9,11,0.37643199,0.37781986
7,10,17,-0.31226165,-0.2964011
7,11,17,-0.3033159,-0.30176608
7,12,11,0.39046099,0.39612709
7,13,17,-0.32064283,-0.29806807
7,14,17,-0.26884936,-0.26417493
7,15,11,0.55371854,0.55547722
7,16,11,0.39443163,0.39531208
8,1,11,0.49527982,0.5058599
8,2,17,-0.45047364,-0.39907424
8,3,17,-0.38847136,-0.38098745
8,4,11,0.35738142,0.36783892
8,5,11,0.36944552,0.36744097
8,6,17,-0.37407655,-0.37374729
8,7,17,-0.35913775,-0.36633668
8,8,11,0.37280712,0.37114036
8,9,11,0.36561689,0.36339895
8,10,17,-0.35179108,-0.36260983
8,11,17,-0.36655926,-0.36939743
8,12,11,0.70373454,0.70338446
8,13,11,0.38196261,0.37967993
8,14,17,-0.33964447,-0.36655171
8,15,17,-0.34601263,-0.3453368
8,16,11,0.5465828,0.53157939
8,17,11,0.38335601,0.37371856
9,1,11,0.5742187,0.56601611
9,2,17,-0.29045924,-0.34016742
9,3,17,-0.31757233,-0.31129593
9,4,11,0.37252793,0.3759546
9,5,11,0.38164538,0.37517995
9,6,17,-0.29492822,-0.30606669
9,7,17,-0.31700804,-0.29084356
9,8,11,0.37638752,0.37938809
9,9,11,0.39445363,0.39043537
9,10,17,-0.30500401,-0.30635666
9,11,17,-0.31183454,-0.30026245
9,12,11,0.40043003,0.40526793
9,13,17,-0.31998026,-0.30024014
9,14,17,-0.27490032,-0.27330807
9,15,11,0.54311344,0.5461021
9,16,11,0.3889103,0.39019678
10,1,11,0.49531788,0.5041175
10,2,17,-0.4588156,-0.40179231
10,3,17,-0.3802138,-0.37515529
10,4,11,0.36325905,0.38082368
10,5,11,0.37516718,0.37000548
10,6,17,-0.36732613,-0.36778418
10,7,17,-0.34320231,-0.35865594
10,8,11,0.34891401,0.34944873
10,9,11,0.38064924,0.37328576
10,10,17,-0.36134549,-0.37044211
10,11,17,-0.35508991,-0.36801216
10,12,11,0.7192989,0.71734069
10,13,11,0.3773878,0.37650117
10,14,17,-0.35280648,-0.37247553
10,15,17,-0.33736261,-0.33829887
10,16,11,0.52932254,0.52176997
10,17,11,0.36684573,0.35932342
11,1,11,0.49606287,0.48849503
11,2,17,-0.27514823,-0.32656583
11,3,17,-0.30737458,-0.29795079
11,4,11,0.38881639,0.38505465
11,5,11,0.38164837,0.38198727
11,6,17,-0.30621044,-0.29146909
11,7,17,-0.29983729,-0.29841774
11,8,11,0.39511528,0.39627487
11,9,11,0.39302703,0.39409522
11,10,17,-0.3049384,-0.29885498
11,11,17,-0.2978148,-0.29784377
11,12,11,0.36850829,0.37490343
11,13,17,-0.31578368,-0.28892133
11,14,17,-0.25963453,-0.25974163
11,15,11,0.55907093,0.55553491
11,16,11,0.38449285,0.38341978
12,1,11,0.5597637,0.5587601
12,2,17,-0.28909301,-0.34591596
12,3,17,-0.31042697,-0.3115927
12,4,11,0.38458344,0.38600662
12,5,11,0.3702785,0.37113079
12,6,17,-0.30692372,-0.298056
12,7,17,-0.30183141,-0.30535425
12,8,11,0.39013065,0.39085884
12,9,11,0.38574883,0.38828597
12,10,17,-0.30845165,-0.29745264
12,11,17,-0.30609725,-0.29652015
12,12,11,0.39974114,0.40246582
12,13,17,-0.32090208,-0.30280554
12,14,17,-0.26699468,-0.26616729
12,15,11,0.54299491,0.54823209
12,16,11,0.37747965,0.37812432
13,1,11,0.45224768,0.45780942
13,2,17,-0.43004827,-0.38968265
13,3,17,-0.35627121,-0.36640054
13,4,11,0.3549791,0.35967211
13,5,11,0.37555583,0.37226713
13,6,17,-0.36046388,-0.36313111
13,7,17,-0.35403201,-0.35785167
13,8,11,0.35884834,0.35876033
13,9,11,0.36934248,0.36903495
13,10,17,-0.36796488,-0.3626311
13,11,17,-0.36037543,-0.36367999
13,12,11,0.7101805,0.71355746
13,13,11,0.37195357,0.37123344
13,14,17,-0.34260492,-0.36374696
13,15,17,-0.35344711,-0.35125627
13,16,11,0.55772382,0.54560145
13,17,11,0.37437644,0.37044401
14,1,11,0.49616389,0.48759202
14,2,17,-0.27862924,-0.31999387
14,3,17,-0.30574042,-0.30301539
14,4,11,0.38713727,0.38230647
14,5,11,0.39320889,0.3918435
14,6,17,-0.29944484,-0.29895362
14,7,17,-0.31330084,-0.29273364
14,8,11,0.38290197,0.38519636
14,9,11,0.40595749,0.40573657
14,10,17,-0.31307062,-0.29768877
14,11,17,-0.31307304,-0.30037117
14,12,11,0.3981263,0.4027312
14,13,17,-0.31260403,-0.30706858
14,14,17,-0.26617209,-0.27930879
14,15,11,0.54350977,0.5475307
14,16,11,0.39502957,0.396197
15,1,11,0.51963562,0.51647525
15,2,17,-0.27782839,-0.33515986
15,3,17,-0.3105789,-0.30723513
15,4,11,0.38755655,0.38807316
15,5,11,0.38986156,0.38991203
15,6,17,-0.30997142,-0.29508694
15,7,17,-0.30235344,-0.30254568
15,8,11,0.39469188,0.39526485
15,9,11,0.36955946,0.36758748
15,10,17,-0.30449115,-0.30237243
15,11,17,-0.30851752,-0.30575088
15,12,11,0.41997804,0.42462621
15,13,17,-0.32834946,-0.3053011
15,14,17,-0.27133537,-0.26359356
15,15,11,0.52840606,0.53068593
15,16,11,0.40373647,0.40442067
16,1,11,0.51055233,0.50209722
16,2,17,-0.28629294,-0.32531662
16,3,17,-0.30783922,-0.30530636
16,4,11,0.39519024,0.38926104
16,5,11,0.37963989,0.37815825
16,6,17,-0.3002553,-0.29803722
16,7,17,-0.29803937,-0.30183722
16,8,11,0.38508183,0.3865952
16,9,11,0.40017438,0.39979212
16,10,17,-0.31073132,-0.29828508
16,11,17,-0.30845098,-0.29517531
16,12,11,0.38145984,0.38662553
16,13,17,-0.30922561,-0.29015948
16,14,17,-0.25667899,-0.25824301
16,15,11,0.52037709,0.52236905
16,16,11,0.40503814,0.40746189
17,1,11,0.52104422,0.5281815
17,2,17,-0.46754181,-0.40869906
17,3,17,-0.36645844,-0.36628827
17,4,11,0.34689098,0.36581778
17,5,11,0.3553648,0.35348294
17,6,17,-0.35356046,-0.36195537
17,7,17,-0.3590323,-0.36664561
17,8,11,0.36222491,0.36043206
17,9,11,0.37642332,0.37537542
17,10,17,-0.3639095,-0.37087012
17,11,17,-0.36867856,-0.37035434
17,12,11,0.71089166,0.70826765
17,13,11,0.36751338,0.36450122
17,14,17,-0.33990546,-0.36504131
17,15,17,-0.34493252,-0.34748653
17,16,11,0.54884937,0.53421756
17,17,11,0.37481647,0.36706449
18,1,11,0.44013955,0.44732194
18,2,17,-0.43489002,-0.39202995
18,3,17,-0.36587209,-0.37766935
18,4,11,0.37376536,0.37420133
18,5,11,0.37852245,0.37211016
18,6,17,-0.36399983,-0.3686226
18,7,17,-0.35351935,-0.36058325
18,8,11,0.35416426,0.35513299
18,9,11,0.40121737,0.39631943
18,10,17,-0.37911696,-0.37270591
18,11,17,-0.36129792,-0.36296578
18,12,11,0.71665756,0.71845675
18,13,11,0.37124659,0.37345175
18,14,17,-0.33848171,-0.35919517
18,15,17,-0.3336672,-0.33160963
18,16,11,0.52228485,0.52321374
18,17,11,0.37284717,0.36517355
19,1,11,0.45804643,0.46680192
19,2,17,-0.45011337,-0.39433638
19,3,17,-0.36670872,-0.37265634
19,4,11,0.36389978,0.36560951
19,5,11,0.37261882,0.36883192
19,6,17,-0.35587592,-0.36156224
19,7,17,-0.35055437,-0.36134688
19,8,11,0.37716344,0.37789121
19,9,11,0.38257757,0.37713284
19,10,17,-0.37618142,-0.37653751
19,11,17,-0.37048051,-0.37386963
19,12,11,0.71933861,0.72257177
19,13,11,0.39168135,0.39434503
19,14,17,-0.34340298,-0.36405753
19,15,17,-0.34427876,-0.34207778
19,16,11,0.51827798,0.50563601
19,17,11,0.37399204,0.36762409
20,1,11,0.49987021,0.49203023
20,2,17,-0.2769854,-0.32289707
20,3,17,-0.31184813,-0.29892838
20,4,11,0.38913941,0.38796954
20,5,11,0.40410148,0.40264391
20,6,17,-0.29752015,-0.29922386
20,7,17,-0.30159311,-0.2902003
20,8,11,0.36386818,0.36526799
20,9,11,0.3783261,0.37855897
20,10,17,-0.29694382,-0.29738493
20,11,17,-0.30516443,-0.30482344
20,12,11,0.40349794,0.40983192
20,13,17,-0.31574103,-0.29371308
20,14,17,-0.26277204,-0.25747453
20,15,11,0.51837683,0.51902514
20,16,11,0.41138795,0.40931789
21,1,11,0.55179652,0.55760222
21,2,17,-0.29576098,-0.34074938
21,3,17,-0.3132328,-0.32227884
21,4,11,0.39461792,0.39621827
21,5,11,0.39696498,0.39656095
21,6,17,-0.31036329,-0.30250644
21,7,17,-0.29817099,-0.29994933
21,8,11,0.37679516,0.37655806
21,9,11,0.36042197,0.36156835
21,10,17,-0.30453864,-0.29763183
21,11,17,-0.3054903,-0.30448629
21,12,11,0.39361588,0.39841847
21,13,17,-0.33018175,-0.30968642
21,14,17,-0.26595861,-0.26595589
21,15,11,0.55728873,0.56339654
21,16,11,0.39219614,0.39292159
22,1,11,0.50383296,0.49157979
22,2,17,-0.27323974,-0.33717319
22,3,17,-0.31282794,-0.3132692
22,4,11,0.40104936,0.39694913
22,5,11,0.38790047,0.38855827
22,6,17,-0.30888675,-0.29632472
22,7,17,-0.31152846,-0.29490938
22,8,11,0.38972564,0.39175396
22,9,11,0.40222444,0.40409564
22,10,17,-0.31780477,-0.30020407
22,11,17,-0.30838317,-0.3070132
22,12,11,0.37465581,0.3781836
22,13,17,-0.31504783,-0.29516776
22,14,17,-0.25421703,-0.25243593
22,15,11,0.53229516,0.53516678
22,16,11,0.41025185,0.41021028
23,1,11,0.53077339,0.52869117
23,2,17,-0.2809958,-0.33499218
23,3,17,-0.30727152,-0.31151691
23,4,11,0.38771838,0.38649171
23,5,11,0.39342623,0.39248236
23,6,17,-0.31018965,-0.30005127
23,7,17,-0.31118079,-0.29665885
23,8,11,0.38987093,0.39243509
23,9,11,0.38704212,0.38766936
23,10,17,-0.30107796,-0.30087949
23,11,17,-0.30407261,-0.29982401
23,12,11,0.38761487,0.39437047
23,13,17,-0.31297261,-0.29218844
23,14,17,-0.26095437,-0.26009204
23,15,11,0.51947959,0.52129406
23,16,11,0.3927898,0.39276898
24,1,11,0.55798796,0.55243066
24,2,17,-0.2809433,-0.34770015
24,3,17,-0.31437561,-0.30596661
24,4,11,0.38924993,0.39609165
24,5,11,0.36477277,0.36442739
24,6,17,-0.30271192,-0.29803713
24,7,17,-0.30855489,-0.29739692
24,8,11,0.38447999,0.38700709
24,9,11,0.41151266,0.41161348
24,10,17,-0.31303457,-0.29762336
24,11,17,-0.30737597,-0.30357668
24,12,11,0.38032115,0.38744663
24,13,17,-0.31423752,-0.29723755
24,14,17,-0.26928799,-0.2714397
24,15,11,0.53109883,0.53081233
24,16,11,0.39109843,0.38914888
25,1,11,0.46678261,0.47347472
25,2,17,-0.43851642,-0.3930276
25,3,17,-0.35917097,-0.36824746
25,4,11,0.36847497,0.37384678
25,5,11,0.36197446,0.35867383
25,6,17,-0.35698134,-0.36262166
25,7,17,-0.35641955,-0.36291389
25,8,11,0.36885597,0.36888304
25,9,11,0.38130942,0.37876502
25,10,17,-0.36929729,-0.37233758
25,11,17,-0.36723286,-0.37091882
25,12,11,0.71732206,0.7184075
25,13,11,0.38103284,0.38486093
25,14,17,-0.35547512,-0.37177256
25,15,17,-0.34053721,-0.34011808
25,16,11,0.53477301,0.52807685
25,17,11,0.36310534,0.35696898
26,1,11,0.52403777,0.51220424
26,2,17,-0.28182168,-0.33163535
26,3,17,-0.31006631,-0.31210596
26,4,11,0.38637431,0.37843073
26,5,11,0.36983964,0.36748762
26,6,17,-0.30236551,-0.29615467
26,7,17,-0.31004184,-0.29829128
26,8,11,0.39818077,0.40152053
26,9,11,0.39485074,0.39818655
26,10,17,-0.3063275,-0.30292905
26,11,17,-0.30504699,-0.29532049
26,12,11,0.39843145,0.40326095
26,13,17,-0.32147421,-0.2985584
26,14,17,-0.26752569,-0.26024647
26,15,11,0.55819587,0.55625852
26,16,11,0.37475922,0.37789253
27,1,11,0.50292894,0.51277935
27,2,17,-0.44662823,-0.39872231
27,3,17,-0.39396195,-0.38405413
27,4,11,0.3650655,0.37244303
27,5,11,0.35751668,0.35896038
27,6,17,-0.36214205,-0.36470615
27,7,17,-0.36596129,-0.36459623
27,8,11,0.37277925,0.37452029
27,9,11,0.35095552,0.34958209
27,10,17,-0.36742408,-0.36520101
27,11,17,-0.3741528,-0.37691107
27,12,11,0.70081346,0.69719932
27,13,11,0.39476149,0.39615443
27,14,17,-0.32104996,-0.36529169
27,15,17,-0.35368498,-0.35282161
27,16,11,0.55747181,0.54008108
27,17,11,0.38271271,0.37058423
28,1,11,0.48945228,0.48210611
28,2,17,-0.27962201,-0.32270072
28,3,17,-0.30639708,-0.29940889
28,4,11,0.39210284,0.39031391
28,5,11,0.36759771,0.3670806
28,6,17,-0.30078511,-0.29501109
28,7,17,-0.2961973,-0.30365277
28,8,11,0.38391631,0.38373166
28,9,11,0.4036975,0.40370217
28,10,17,-0.3086702,-0.29777522
28,11,17,-0.3030123,-0.29378175
28,12,11,0.38966447,0.39636948
28,13,17,-0.31978441,-0.29539589
28,14,17,-0.26629981,-0.2691034
28,15,11,0.55556864,0.55276518
28,16,11,0.39876852,0.40076059
29,1,11,0.56456484,0.55693793
29,2,17,-0.28215059,-0.3481
29,3,17,-0.31557871,-0.31078446
29,4,11,0.38724577,0.39171958
29,5,11,0.37176378,0.3734338
29,6,17,-0.30603012,-0.29450462
29,7,17,-0.30353357,-0.30214174
29,8,11,0.38340239,0.38652124
29,9,11,0.39830744,0.39888384
29,10,17,-0.31085995,-0.30566603
29,11,17,-0.30945881,-0.30451658
29,12,11,0.380916,0.39031246
29,13,17,-0.32500288,-0.29811525
29,14,17,-0.27108868,-0.26585876
29,15,11,0.5539355,0.5516042
29,16,11,0.38356752,0.3802744
30,1,11,0.48985369,0.50777597
30,2,17,-0.45393769,-0.4038022
30,3,17,-0.38774605,-0.37982701
30,4,11,0.35670197,0.36578661
30,5,11,0.37356973,0.37180351
30,6,17,-0.35516137,-0.36809949
30,7,17,-0.35278249,-0.36503622
30,8,11,0.37260793,0.37172294
30,9,11,0.37020267,0.36671625
30,10,17,-0.37083405,-0.3696466
30,11,17,-0.36142129,-0.37021926
30,12,11,0.71453384,0.71381659
30,13,11,0.3759508,0.37464332
30,14,17,-0.33329987,-0.36367535
30,15,17,-0.33886661,-0.34212842
30,16,11,0.52172245,0.51859548
30,17,11,0.37890631,0.37157386
31,1,11,0.53704076,0.5349633
31,2,17,-0.27933714,-0.33883089
31,3,17,-0.31000891,-0.30355011
31,4,11,0.38451875,0.3883381
31,5,11,0.37952228,0.37997254
31,6,17,-0.30674431,-0.29913605
31,7,17,-0.30021456,-0.30759668
31,8,11,0.38928176,0.38869547
31,9,11,0.37910159,0.38163259
31,10,17,-0.31223981,-0.29640187
31,11,17,-0.30608177,-0.29670331
31,12,11,0.38880824,0.39020019
31,13,17,-0.31386629,-0.297621
31,14,17,-0.26348527,-0.26267294
31,15,11,0.53450558,0.53824512
31,16,11,0.39919908,0.40046555
32,1,11,0.55870224,0.55664317
32,2,17,-0.27552096,-0.34107238
32,3,17,-0.31716431,-0.30575191
32,4,11,0.37433513,0.37185219
32,5,11,0.39965497,0.40250247
32,6,17,-0.31059907,-0.29745013
32,7,17,-0.30839405,-0.29936118
32,8,11,0.38600973,0.38518724
32,9,11,0.37976235,0.38391097
32,10,17,-0.30532464,-0.29766511
32,11,17,-0.30432507,-0.30527364
32,12,11,0.39100537,0.39517585
32,13,17,-0.31407205,-0.29628667
32,14,17,-0.27331437,-0.27012519
32,15,11,0.52670371,0.52494218
32,16,11,0.39254099,0.39277212
33,1,11,0.54200846,0.54025537
33,2,17,-0.28341556,-0.33704306
33,3,17,-0.32004121,-0.30057348
33,4,11,0.38265539,0.39020688
33,5,11,0.40456303,0.40319177
33,6,17,-0.30524404,-0.3052689
33,7,17,-0.30725197,-0.30618452
33,8,11,0.37195131,0.36644001
33,9,11,0.40565695,0.40829557
33,10,17,-0.30874724,-0.30540937
33,11,17,-0.31368657,-0.30230638
33,12,11,0.36319269,0.36866044
33,13,17,-0.31693893,-0.30228117
33,14,17,-0.26454494,-0.26910159
33,15,11,0.551835,0.55175634
33,16,11,0.39800765,0.39936208
34,1,11,0.502822,0.49319224
34,2,17,-0.27545671,-0.32247662
34,3,17,-0.31309403,-0.30546018
34,4,11,0.39188511,0.39041299
34,5,11,0.4014152,0.40384778
34,6,17,-0.30295082,-0.29747243
34,7,17,-0.30358371,-0.29372581
34,8,11,0.37697136,0.37915265
34,9,11,0.39905545,0.39972514
34,10,17,-0.30331903,-0.29681285
34,11,17,-0.3013378,-0.29658591
34,12,11,0.39279361,0.39739693
34,13,17,-0.30672119,-0.28649144
34,14,17,-0.26341235,-0.26512398
34,15,11,0.51234459,0.50784148
34,16,11,0.39258834,0.39258002
35,1,11,0.45653442,0.46864048
35,2,17,-0.45126525,-0.39875646
35,3,17,-0.34961611,-0.36210513
35,4,11,0.36219643,0.36716518
35,5,11,0.36941959,0.36975272
35,6,17,-0.35121318,-0.36159586
35,7,17,-0.37713999,-0.37432182
35,8,11,0.38929006,0.38512364
35,9,11,0.3598278,0.3609967
35,10,17,-0.35325726,-0.36326702
35,11,17,-0.36497012,-0.36947986
35,12,11,0.73335539,0.73483122
35,13,11,0.36635555,0.36791043
35,14,17,-0.34218849,-0.36367371
35,15,17,-0.34331699,-0.34379872
35,16,11,0.51720046,0.50981267
35,17,11,0.37878772,0.37276556
36,1,11,0.50163609,0.49307672
36,2,17,-0.28409897,-0.326823
36,3,17,-0.30459995,-0.30887958
36,4,11,0.40255322,0.39970639
36,5,11,0.37659647,0.37673485
36,6,17,-0.31067848,-0.29107416
36,7,17,-0.2945679,-0.30072068
36,8,11,0.38989241,0.3912052
36,9,11,0.37731749,0.37861988
36,10,17,-0.30399405,-0.29246795
36,11,17,-0.29618596,-0.29753034
36,12,11,0.38943644,0.3962507
36,13,17,-0.3190862,-0.29456705
36,14,17,-0.26121794,-0.25915691
36,15,11,0.54796103,0.54713655
36,16,11,0.38903625,0.38848939
37,1,11,0.57061571,0.5626094
37,2,17,-0.28032005,-0.34439263
37,3,17,-0.31349375,-0.31075466
37,4,11,0.38377214,0.38499572
37,5,11,0.37361783,0.37334047
37,6,17,-0.30200888,-0.29734403
37,7,17,-0.30826517,-0.29599076
37,8,11,0.37403266,0.37467832
37,9,11,0.39032549,0.39309305
37,10,17,-0.31224748,-0.29148585
37,11,17,-0.29991119,-0.29441111
37,12,11,0.36921128,0.37333683
37,13,17,-0.31133337,-0.28871655
37,14,17,-0.25654602,-0.25963212
37,15,11,0.53442385,0.53370118
37,16,11,0.38812696,0.38697274
38,1,11,0.5509474,0.54508634
38,2,17,-0.28673748,-0.34041201
38,3,17,-0.31700846,-0.31280979
38,4,11,0.39044761,0.39604048
38,5,11,0.37548805,0.3769007
38,6,17,-0.31157891,-0.2966199
38,7,17,-0.30551671,-0.30064813
38,8,11,0.39405006,0.39703012
38,9,11,0.38799123,0.39094693
38,10,17,-0.31087273,-0.29327523
38,11,17,-0.30470106,-0.29356239
38,12,11,0.38550112,0.39018136
38,13,17,-0.30946874,-0.30107382
38,14,17,-0.27251971,-0.29665228
38,15,11,0.54560978,0.54846035
38,16,11,0.38836849,0.39040726
39,1,11,0.4630085,0.47076474
39,2,17,-0.4422287,-0.39295465
39,3,17,-0.35902083,-0.3684424
39,4,11,0.35891188,0.36689538
39,5,11,0.38483953,0.3815928
39,6,17,-0.36494315,-0.3684697
39,7,17,-0.35248162,-0.3597948
39,8,11,0.34406379,0.34419221
39,9,11,0.3597571,0.35723411
39,10,17,-0.36663366,-0.36736339
39,11,17,-0.3695946,-0.37656729
39,12,11,0.71153868,0.71187327
39,13,11,0.38982024,0.39134923
39,14,17,-0.3415284,-0.36657028
39,15,17,-0.33460778,-0.33360818
39,16,11,0.52200267,0.52214442
39,17,11,0.3970963,0.38772454
40,1,11,0.44318162,0.45456704
40,2,17,-0.45285393,-0.39368907
40,3,17,-0.36038049,-0.36385125
40,4,11,0.35904688,0.36237825
40,5,11,0.37119252,0.36999313
40,6,17,-0.34688373,-0.3566443
40,7,17,-0.35627208,-0.35952879
40,8,11,0.36884625,0.36712131
40,9,11,0.35524884,0.35193394
40,10,17,-0.35695219,-0.35837031
40,11,17,-0.35368213,-0.3618064
40,12,11,0.71067541,0.71156287
40,13,11,0.38238288,0.37799107
40,14,17,-0.33608257,-0.35934325
40,15,17,-0.34973573,-0.34499176
40,16,11,0.5331403,0.52459301
40,17,11,0.3891281,0.37808451
41,1,11,0.45072166,0.4585326
41,2,17,-0.43980784,-0.38854346
41,3,17,-0.35765244,-0.36476672
41,4,11,0.34905352,0.3524044
41,5,11,0.36686913,0.36733907
41,6,17,-0.3532171,-0.36173548
41,7,17,-0.36440577,-0.36500572
41,8,11,0.36236716,0.36146376
41,9,11,0.36080456,0.3595483
41,10,17,-0.35504399,-0.36374299
41,11,17,-0.35489227,-0.36509544
41,12,11,0.7120254,0.71454151
41,13,11,0.39225397,0.39092628
41,14,17,-0.35509619,-0.37104666
41,15,17,-0.33542724,-0.33366016
41,16,11,0.53825451,0.53318645
41,17,11,0.38319287,0.37565426
42,1,11,0.49847469,0.49002263
42,2,17,-0.28136153,-0.32055133
42,3,17,-0.30166849,-0.30029126
42,4,11,0.38786851,0.38720879
42,5,11,0.37385431,0.37430713
42,6,17,-0.30318354,-0.2940016
42,7,17,-0.29762804,-0.30541817
42,8,11,0.40763449,0.40462243
42,9,11,0.38262741,0.38092299
42,10,17,-0.30019079,-0.29840388
42,11,17,-0.30561016,-0.28885559
42,12,11,0.40821872,0.41512869
42,13,17,-0.31088709,-0.29309978
42,14,17,-0.25836961,-0.25565446
42,15,11,0.52503061,0.52796541
42,16,11,0.37519054,0.376098
43,1,11,0.47729922,0.48844921
43,2,17,-0.44380404,-0.39574222
43,3,17,-0.36848578,-0.36841547
43,4,11,0.35712249,0.37050769
43,5,11,0.34471679,0.34445503
43,6,17,-0.36676748,-0.36187483
43,7,17,-0.36918221,-0.3698838
43,8,11,0.36494492,0.35950103
43,9,11,0.37073521,0.36715795
43,10,17,-0.33435498,-0.3575582
43,11,17,-0.35490534,-0.3720013
43,12,11,0.69987191,0.70091458
43,13,11,0.38867993,0.38498314
43,14,17,-0.36111927,-0.37687696
43,15,17,-0.34024621,-0.33997994
43,16,11,0.53956022,0.54386904
43,17,11,0.39593458,0.38249505
44,1,11,0.52601258,0.53635632
44,2,17,-0.4870805,-0.40132143
44,3,17,-0.37110233,-0.37403428
44,4,11,0.34221957,0.3620446
44,5,11,0.37065748,0.36921551
44,6,17,-0.35628064,-0.36935348
44,7,17,-0.36491167,-0.37373133
44,8,11,0.38756065,0.3837808
44,9,11,0.36162237,0.3587783
44,10,17,-0.35593418,-0.36807446
44,11,17,-0.35693334,-0.36785075
44,12,11,0.72610268,0.72159143
44,13,11,0.38739373,0.38665037
44,14,17,-0.34458571,-0.37079898
44,15,17,-0.3452126,-0.35049019
44,16,11,0.52121597,0.5075573
44,17,11,0.3592559,0.34968028
45,1,11,0.57043329,0.55757786
45,2,17,-0.28156812,-0.34751702
45,3,17,-0.3213786,-0.30488677
45,4,11,0.37599981,0.38195982
45,5,11,0.379363,0.37814202
45,6,17,-0.30307195,-0.30040235
45,7,17,-0.30404751,-0.30355685
45,8,11,0.3820447,0.38039905
45,9,11,0.38830392,0.39013335
45,10,17,-0.31280976,-0.301494
45,11,17,-0.31518634,-0.30416261
45,12,11,0.39340015,0.39875276
45,13,17,-0.32061752,-0.3004783
