Conf.,atom,Ref. Fx(Ha/Bohr),Ref. Fy(Ha/Bohr),Ref. Fz(Ha/Bohr),NN Fx(Ha/Bohr),NN Fy(Ha/Bohr),NN Fz(Ha/Bohr)
4,2,-0.00526607,-0.02620498,-0.00062376,-0.00571136,-0.02654407,-0.00115202
4,3,0.00263808,-0.00285239,0.00015392,0.0037416,-0.00182855,-0.00045815
4,4,0.00917121,-0.01253884,-0.00053338,0.00863623,-0.0134872,0.00008859
4,5,-0.00355582,0.01486773,0.00024839,-0.00313074,0.01542514,0.00028461
4,6,-0.002029,-0.0008299,0.00013218,-0.00181618,-0.00038787,0.00009605
4,7,-0.00616316,-0.00057463,0.0002083,-0.00573518,-0.00081683,0.00053549
4,8,0.00614838,-0.01747226,-0.00060246,0.00622042,-0.01758138,-0.00097919
4,9,0.01316102,0.01583523,0.0001116,0.0126774,0.0163662,-0.00008526
4,10,-0.02130513,0.00036548,-0.00037146,-0.02060423,-0.00008777,-0.00017946
4,11,-0.0015981,-0.00905094,-0.00014667,-0.00134852,-0.00959501,-0.00007505
4,12,-0.00602411,0.0177214,-0.00064925,-0.00816693,0.01814876,-0.00089541
4,13,0.00203677,-0.00828709,0.00004017,0.00336592,-0.00753893,0.00019475
4,14,-0.00081645,-0.00176983,-0.00005132,0.00054443,-0.0025915,0.00006769
4,15,0.00951447,-0.00609416,0.00060587,0.0090987,-0.00618589,0.00056461
4,16,0.02390639,0.00078465,0.00049761,0.02320837,0.00100719,0.00045304
5,1,0.00398463,-0.00094671,-0.00077371,0.00330096,-0.00196672,-0.00084891
5,2,-0.00350786,0.00980802,0.00091013,-0.00366863,0.01048121,0.00085725
5,3,-0.02610831,-0.00214202,0.00043307,-0.02496316,-0.00259672,0.00019724
5,4,-0.00155977,-0.01152785,-0.00011975,-0.0015715,-0.01109619,0.00025427
5,5,0.01309868,0.01208818,0.00005624,0.01307926,0.01232104,0.00049418
5,6,-0.00013137,-0.00424126,-0.00019223,-0.00100699,-0.00364338,-0.00060202
5,7,-0.00291231,-0.00040413,-0.00004301,-0.0033598,-0.00124057,-0.00028355
5,8,0.00163926,-0.00578719,-0.00024622,0.00252758,-0.00551803,-0.00004697
5,9,0.00007275,0.00539852,-0.0004485,0.00102087,0.00504915,-0.00021502
5,10,-0.00310598,0.00161044,-0.00048027,-0.00334507,0.00167795,-0.00071471
5,11,-0.00188136,0.00626568,0.00024476,-0.00207186,0.00609458,-0.00003089
5,12,-0.0032643,-0.00499936,0.00007343,-0.00389587,-0.00550953,0.00003022
5,13,-0.00051847,0.01950971,-0.00152941,-0.00032385,0.01851355,-0.001549
5,14,0.0011769,-0.00479796,-0.00006069,0.00092352,-0.00394677,0.00008143
5,15,0.00338307,-0.00256386,0.00006416,0.00371193,-0.00245547,0.00030457
5,16,0.0120174,-0.00283138,0.0007745,0.01128102,-0.00242212,0.00050508
5,17,0.00761704,-0.01443882,0.00133751,0.0083616,-0.013742,0.00156684
6,1,-0.01203953,0.01328885,0.0000742,-0.01206492,0.01360892,-0.00001976
6,2,-0.01000001,-0.00606331,-0.00013543,-0.00989145,-0.00626362,0.00000894
6,3,-0.0042188,0.0014054,0.00001793,-0.00479719,0.00168006,0.00018098
6,4,0.01513197,-0.00924893,0.00029146,0.01536439,-0.00912561,0.00008781
6,5,-0.00075287,0.01996699,0.00053107,-0.00201769,0.02093429,0.00031026
6,6,0.00297182,-0.01216142,-0.00039648,0.00302594,-0.01280392,-0.00014668
6,7,-0.02516424,0.00943166,0.0001139,-0.02480529,0.00820496,0.00037037
6,8,-0.00585331,-0.02016035,-0.00046699,-0.00380412,-0.01874099,-0.00083095
6,9,0.02367657,0.01488096,-0.00039908,0.02285367,0.01482296,-0.0000861
6,10,-0.00212934,-0.00857267,-0.00020183,-0.00189335,-0.01001226,-0.00046091
6,11,0.00342229,0.00735048,0.00004826,0.0031386,0.00723375,-0.00039595
6,12,-0.00040732,-0.00230586,-0.00001665,0.00032938,-0.00228178,0.00005643
6,13,0.00116722,0.0111772,-0.00099145,0.00093029,0.01232066,-0.00103255
6,14,-0.018399,0.00184257,-0.00080863,-0.01792418,0.00137328,-0.00078898
6,15,-0.0033094,-0.00060642,0.00010573,-0.00380092,-0.00201951,0.00006629
6,16,0.02333372,-0.00370601,0.0014363,0.02339602,-0.00248662,0.00134322
6,17,0.01257025,-0.01651914,0.00079769,0.01196081,-0.01644458,0.00133757
7,1,-0.01280695,0.00988192,0.00011102,-0.01283173,0.00960433,0.00016336
7,2,-0.00805857,-0.00472529,-0.00036597,-0.00760898,-0.00465923,-0.00043094
7,3,-0.0002628,0.0032492,0.00034142,-0.00026447,0.00342154,0.00024658
7,4,0.00642898,-0.0131649,-0.00026888,0.00611034,-0.01307999,-0.00017978
7,5,-0.0020018,0.02123648,0.00099168,-0.00151125,0.02164021,0.00119862
7,6,-0.00212435,-0.01189578,0.0000343,-0.00334883,-0.01183613,-0.00009014
7,7,0.00351746,-0.00324751,-0.00016382,0.00219597,-0.00392841,-0.00013244
7,8,0.00016601,-0.00792411,-0.0005552,0.0014632,-0.00776711,-0.00063077
7,9,-0.00104782,0.01151608,-0.00043324,0.0003175,0.01121246,-0.00059298
7,10,0.00228993,0.00474819,-0.00023379,0.00199175,0.00453052,-0.00013055
7,11,-0.01404775,-0.00552123,0.00012528,-0.01396363,-0.00507538,-0.00000801
7,12,-0.00032988,-0.00175293,-0.00005168,-0.00029941,-0.0015244,-0.00003276
7,13,0.01048307,0.02424877,0.00000172,0.00993302,0.02269854,0.0001044
7,14,-0.00076216,-0.00829951,-0.00020263,-0.00153989,-0.0069289,-0.00018611
7,15,-0.00102442,-0.00741767,0.00005595,-0.00126924,-0.00788859,0.00005943
7,16,0.01201107,-0.00060222,0.00009144,0.01181689,-0.00055616,0.00000767
7,17,0.00756997,-0.01032948,0.00052239,0.00880878,-0.00986329,0.00063443
8,1,0.00195092,0.00007225,0.00011615,0.00188652,0.00022114,0.00012497
8,2,-0.00481895,0.00871425,0.00003078,-0.0047981,0.00857249,-0.00003658
8,3,-0.02479737,-0.00291835,0.00023426,-0.02410394,-0.00332274,-0.00007991
8,4,0.00431132,-0.01008054,-0.00017875,0.00337201,-0.00996357,0.00018026
8,5,0.01681879,0.02013663,0.0002433,0.01588058,0.02078443,0.000804
8,6,-0.00759233,-0.01211019,-0.00055244,-0.00762484,-0.01249349,-0.00103404
8,7,-0.00809513,0.0065713,0.00010014,-0.00747143,0.0058713,0.00001653
8,8,0.00611376,-0.01166808,-0.00024152,0.00713799,-0.01093719,-0.00021202
8,9,-0.00473593,0.02110299,-0.00044407,-0.00354869,0.02098593,-0.00057411
8,10,0.00009047,-0.01185599,0.00033075,-0.00014446,-0.01261333,0.00044367
8,11,-0.00834839,-0.00521798,0.00031497,-0.0085811,-0.00429202,0.0003219
8,12,-0.00170262,-0.00641681,-0.00000344,-0.00154599,-0.00566279,0.00004963
8,13,0.01095511,0.02074455,-0.00100729,0.01021638,0.02064624,-0.00102956
8,14,-0.01340165,-0.00874045,0.00004408,-0.01349602,-0.00786532,0.0000668
8,15,-0.00405572,0.00484544,0.00021682,-0.00349475,0.00379474,0.00008265
8,16,0.02365651,-0.00637469,0.00044787,0.02266057,-0.00645023,0.00051088
8,17,0.01365123,-0.00680435,0.00034838,0.01365526,-0.00727559,0.00036494
9,1,-0.01348579,0.01629439,0.00051978,-0.01282391,0.01650525,0.0009154
9,2,-0.00156298,-0.00752761,-0.00013424,-0.0009883,-0.0073049,-0.00059281
9,3,-0.00588583,-0.00437564,0.00025958,-0.0074387,-0.00489656,-0.00024973
9,4,0.0089377,-0.00730827,-0.00097356,0.00856056,-0.00734994,-0.00034775
9,5,-0.00244029,0.0035266,0.00073837,-0.00238155,0.00405054,0.00105532
9,6,-0.00284896,0.00449459,0.00030537,-0.00395049,0.00451509,0.00012041
9,7,0.00572341,0.00241458,-0.00046173,0.00508506,0.00122305,-0.00040309
9,8,-0.00776336,-0.0126058,-0.00087538,-0.00577537,-0.01210991,-0.00109135
9,9,-0.00033413,0.0188122,-0.00011516,0.00169973,0.01846597,-0.00032059
9,10,0.01051045,-0.00760118,0.00054779,0.00834676,-0.0072538,0.00076337
9,11,-0.00378649,-0.00417639,0.0002363,-0.00452059,-0.00379857,0.00045903
9,12,-0.00322672,-0.00550794,0.0000129,-0.00292906,-0.00594444,-0.00006961
9,13,-0.00017155,0.01902822,-0.00188893,-0.00022023,0.01879461,-0.00215945
9,14,-0.00400045,-0.00243994,0.00105396,-0.00421037,-0.00234198,0.00106367
9,15,0.00293371,0.00383608,0.00013991,0.00266971,0.00377366,0.00036683
9,16,0.01811055,-0.00928261,0.00026551,0.01798261,-0.00854533,0.0003285
9,17,-0.00070926,-0.00758127,0.00036953,0.00089414,-0.00778272,0.00016184
10,1,-0.01403602,0.0297219,0.0000295,-0.01347721,0.02919642,-0.00020047
10,2,-0.00850356,-0.01859302,0.00001352,-0.00746826,-0.01814333,0.00026489
10,3,-0.0149895,-0.00328156,0.00020913,-0.01547958,-0.00320829,0.00046446
10,4,0.02217402,-0.00532103,0.00029378,0.0209062,-0.00547752,-0.00000095
10,5,-0.00039933,0.00740662,0.00008394,-0.00126759,0.00854645,0.00007422
10,6,-0.0026164,-0.01092637,-0.00054957,-0.00209701,-0.01187879,-0.00049953
10,7,0.01192781,0.00199553,-0.00013218,0.0127239,0.00136468,0.0001538
10,8,-0.01219099,-0.00977628,0.00001078,-0.01282942,-0.00901895,-0.00023951
10,9,0.00404516,0.02285387,0.00000945,0.00401928,0.02287329,-0.0005857
10,10,-0.00467043,-0.00562642,0.00040453,-0.00429027,-0.0060236,0.000927
10,11,-0.01318712,-0.00279618,0.00018496,-0.01314952,-0.00276729,0.00086772
10,12,0.01110831,0.022487,-0.00134472,0.01106021,0.0229379,-0.00191453
10,13,-0.00192786,-0.00807377,0.00028181,-0.00217767,-0.0077462,0.00060938
10,14,-0.00307453,-0.0028948,-0.00025167,-0.00279447,-0.00346214,-0.00018722
10,15,0.01147101,-0.00575813,0.00047145,0.01128638,-0.00564184,0.0005264
10,16,0.01486942,-0.01141736,0.00028528,0.01503501,-0.01155079,-0.00025998
11,1,-0.02083216,0.0095251,0.00057121,-0.0211084,0.00879845,0.00007596
11,2,0.00042567,-0.00362906,-0.00077194,0.00027467,-0.00302636,-0.0002127
11,3,0.01341756,-0.00074083,-0.00029812,0.01283588,-0.00018546,0.00019954
11,4,-0.00084326,-0.00843208,0.00001499,-0.00027639,-0.00874824,-0.000728
11,5,-0.0104303,0.00438131,0.00108234,-0.00990453,0.00452169,0.00132189
11,6,0.00833493,0.00675541,0.00051086,0.00661058,0.00659853,0.000468
11,7,-0.01063871,-0.00344686,-0.0010046,-0.01072366,-0.00395434,-0.0014605
11,8,0.00136859,-0.01130132,-0.00121568,0.00258183,-0.01085165,-0.00078823
11,9,0.01944858,0.01336919,0.00112882,0.01951683,0.01262557,0.00150273
11,10,-0.01463717,-0.00450161,-0.00029112,-0.01332291,-0.00426088,-0.00058699
11,11,-0.01082813,-0.00261831,0.00024751,-0.0097121,-0.00189283,0.00010686
11,12,-0.00444542,-0.00822745,0.00015638,-0.00487213,-0.00868162,0.00019433
11,13,0.00544426,0.02202882,-0.00045631,0.0051507,0.02218087,-0.00044611
11,14,0.00318933,-0.0112353,-0.00087476,0.0023347,-0.01053694,-0.00076838
11,15,0.00647489,0.00891979,-0.00000775,0.00583824,0.00870098,-0.00011646
11,16,0.01321869,-0.0061627,0.00077606,0.01360899,-0.00628461,0.00075574
11,17,0.00133264,-0.0046841,0.0004321,0.00116773,-0.00500316,0.0004823
12,1,-0.02006447,0.01702857,-0.00055645,-0.02002275,0.01715609,-0.0006734
12,2,-0.0050251,-0.00814773,0.00018008,-0.00512205,-0.00784001,0.00037138
12,3,0.00606518,-0.0049633,0.00016228,0.00585294,-0.00490972,0.00037278
12,4,0.0042987,-0.00999853,0.00020629,0.00446548,-0.01068801,-0.0001159
12,5,-0.00306045,0.01064093,0.00040722,-0.00355176,0.01123884,0.0002437
12,6,0.00524678,0.00426896,0.00007372,0.00564302,0.00387165,0.0002739
12,7,-0.00583281,-0.00691969,0.00011729,-0.00566553,-0.00699405,0.00032412
12,8,0.00098016,-0.01007206,-0.00013956,0.0005657,-0.00964906,-0.00035027
12,9,-0.00000479,0.01196055,-0.00053348,-0.00028915,0.01171851,-0.00064954
12,10,-0.00757254,0.0021566,-0.00013844,-0.00699095,0.00186231,-0.00004246
12,11,0.00633688,0.00327696,-0.00018105,0.00628806,0.00318088,-0.00025339
12,12,-0.00123049,0.02097311,-0.00061074,-0.00148462,0.02116881,-0.00057255
12,13,-0.00623935,-0.00598101,-0.000059,-0.00633099,-0.0059449,-0.00008199
12,14,0.00135891,-0.00211304,0.00007766,0.00175749,-0.00199659,0.00007786
12,15,0.01615738,-0.00566404,0.00052077,0.01598921,-0.00604978,0.00051124
12,16,0.00858602,-0.01644627,0.0004734,0.00889589,-0.01612497,0.00056454
13,1,-0.01689376,0.02267107,-0.00061751,-0.01610032,0.02374079,-0.0006326
13,2,-0.00525131,-0.0133039,-0.00034777,-0.00574866,-0.01386111,-0.00019014
13,3,-0.00297422,0.00406294,0.00070659,-0.00363019,0.00374048,0.0009801
13,4,0.00429537,-0.02050885,0.00126473,0.00415286,-0.02057512,0.00078638
13,5,0.00610359,0.01448131,-0.00074361,0.00575265,0.01398602,-0.0010832
13,6,0.00158988,-0.00239735,-0.00019094,0.00240067,-0.00247054,0.0002105
13,7,-0.00569953,0.0071654,-0.00045414,-0.00520014,0.00768939,-0.00019191
13,8,-0.00212354,-0.0187658,0.00010254,-0.00310543,-0.01867465,-0.00016807
13,9,0.01061214,0.01406141,-0.00009704,0.01007742,0.01394668,-0.0004124
13,10,0.00452768,-0.00256601,0.00017763,0.00512867,-0.00267709,0.00046847
13,11,-0.01400106,0.00351582,0.00066363,-0.0141436,0.00363631,0.00082081
13,12,0.01163546,0.01668386,-0.0018408,0.01265784,0.01697408,-0.00176627
13,13,-0.0129365,-0.00286931,-0.00155871,-0.0120551,-0.00225815,-0.00151429
13,14,-0.00177669,0.00463223,-0.00050287,-0.00224513,0.00383434,-0.00061296
13,15,0.02137185,-0.01208625,0.00260248,0.02022132,-0.01169024,0.00260638
13,16,0.00152065,-0.01477658,0.00083581,0.00183714,-0.01534119,0.00069919
14,1,-0.00170232,0.00590781,0.00022175,-0.00129925,0.00563478,0.00018335
14,2,-0.01343882,0.00332858,0.00026441,-0.01345234,0.00366236,0.00031104
14,3,-0.01800135,-0.00058788,0.00024366,-0.01720724,-0.00073679,0.0003168
14,4,0.01880814,-0.01564348,-0.00080018,0.018485,-0.01570562,-0.00092559
14,5,0.00612275,0.01055578,0.00022485,0.00515236,0.01013057,0.00029995
14,6,-0.01370106,0.00108598,0.00014176,-0.01342456,0.00152761,0.00004413
14,7,-0.00059554,0.00536686,-0.00026452,0.00001561,0.00541848,-0.00068752
14,8,0.00919865,-0.01867516,0.00017363,0.00873889,-0.01839484,0.00068446
14,9,0.00600866,0.01313882,-0.0007155,0.00525952,0.01274482,-0.00019123
14,10,-0.00946047,0.00254609,-0.0005002,-0.00838333,0.00267295,-0.00099401
14,11,-0.01663081,-0.00292679,0.00063822,-0.01669851,-0.00282049,0.00039764
14,12,0.01797501,0.01609843,-0.00145674,0.01805877,0.01599846,-0.00145512
14,13,-0.00382327,-0.0014025,-0.00012574,-0.00399569,-0.00145991,-0.00009432
14,14,-0.00333938,-0.00835711,0.00002318,-0.00369824,-0.00862709,0.00003001
14,15,0.01263883,0.00092741,0.00049213,0.01216001,0.00100269,0.0004469
14,16,0.00994098,-0.01136284,0.0014393,0.01028903,-0.011048,0.00163351
15,1,-0.01016073,0.01271082,0.00033064,-0.00998053,0.01271732,0.00035379
15,2,-0.01030845,-0.00117809,-0.0001562,-0.01105235,-0.00085541,-0.00013966
15,3,-0.01429071,-0.00274404,0.0004796,-0.01461677,-0.00315196,0.00055421
15,4,0.00926304,-0.01413233,0.00017776,0.0096959,-0.01416125,0.00001884
15,5,-0.00072505,0.01112964,-0.00073422,-0.00151709,0.01071509,-0.00071122
15,6,0.0030605,0.00116918,-0.00022908,0.0039066,0.00129835,-0.00021053
15,7,0.00146553,0.00090105,-0.00011656,0.00260747,0.00087054,-0.00023887
15,8,0.00444038,-0.01483415,0.00047969,0.00389445,-0.01407607,0.00067322
15,9,0.0031891,0.01556614,-0.00028861,0.00223004,0.01542066,-0.00055207
15,10,-0.00571099,-0.00301704,-0.00008933,-0.00508257,-0.00331334,0.00011984
15,11,0.00162207,0.00112424,0.00007674,0.00160894,0.00118964,0.00090087
15,12,-0.00009472,0.02455599,-0.0007679,-0.00027997,0.02454051,-0.00151788
15,13,-0.00332573,-0.00971942,-0.00001264,-0.00303678,-0.00942851,0.00050447
15,14,0.00066085,-0.00119316,-0.0000708,0.00096528,-0.00130769,0.0000563
15,15,0.01478585,-0.00671737,0.00056034,0.01419381,-0.00701231,0.00055965
15,16,0.00612906,-0.01362147,0.00036058,0.00646356,-0.01344556,-0.00037097
16,1,-0.01206347,0.01358319,-0.00033228,-0.01178274,0.01372617,-0.00027816
16,2,-0.00962241,-0.00199383,0.00021295,-0.00951657,-0.00173478,0.00014128
16,3,-0.00359905,-0.00995879,0.00003142,-0.00393414,-0.00932587,-0.00014221
16,4,0.00908994,-0.00980955,0.00025997,0.00961791,-0.01064556,0.00042822
16,5,-0.00313458,0.01229073,-0.0000806,-0.00370792,0.01245766,0.00021368
16,6,0.00200515,0.00490818,-0.00016976,0.00205515,0.00450842,-0.0004217
16,7,-0.00253206,0.00042054,0.00016096,-0.00201457,0.00043605,0.00007564
16,8,0.00385188,-0.01765162,0.00031426,0.00341092,-0.01744211,0.00041227
16,9,0.00905535,0.01009319,-0.00050701,0.00770922,0.01001529,-0.00061165
16,10,-0.00727872,0.00186612,-0.00014302,-0.00621205,0.00188158,-0.00009897
16,11,-0.01106063,-0.00105105,0.0005597,-0.01106518,-0.00116477,0.0007605
16,12,0.01043769,0.00867345,-0.00093747,0.01127924,0.00868345,-0.0010501
16,13,0.00733991,-0.00561701,0.00002436,0.00802935,-0.00563101,0.00010529
16,14,-0.00016711,-0.00952754,-0.00011712,-0.00056062,-0.010214,-0.0001744
16,15,0.00171044,0.00732705,0.000239,0.0007783,0.00788862,0.00026186
16,16,0.00596768,-0.00355308,0.00048464,0.00591371,-0.00343915,0.00037845
17,1,-0.01074956,0.02213323,0.00098354,-0.01045705,0.02223514,0.0010849
17,2,-0.00582365,-0.00919457,-0.00071377,-0.00576599,-0.0095566,-0.00083856
17,3,-0.0114995,-0.00577783,0.00018713,-0.01179689,-0.00635934,0.00007967
17,4,0.00881099,-0.01263213,-0.000052,0.00841755,-0.01226129,0.00009815
17,5,-0.0041803,0.01273352,-0.00014662,-0.00406934,0.01286803,0.00002571
17,6,0.00426541,0.00065469,-0.00002438,0.00405252,0.00124802,-0.00019495
17,7,0.00586978,0.00664946,-0.00019966,0.00666449,0.00658437,-0.00030592
17,8,-0.00249689,-0.02198261,0.0003907,-0.00350079,-0.02177784,0.00052557
17,9,-0.0019617,0.00992536,-0.00058508,-0.00274333,0.00941204,-0.00083597
17,10,-0.0003135,0.00395928,-0.00027152,0.00039621,0.00366213,-0.00008737
17,11,-0.00305548,0.01203146,0.00052798,-0.00284443,0.01264613,0.0007818
17,12,0.00480604,0.0251318,-0.00089284,0.00462753,0.02564833,-0.00088593
17,13,-0.00456605,-0.00718335,-0.00122279,-0.00529641,-0.0072049,-0.00114133
17,14,-0.00508299,-0.00602225,0.0001719,-0.00524287,-0.00603572,0.00012231
17,15,0.02120256,-0.00613439,0.00162684,0.02142651,-0.00661509,0.00167054
17,16,0.00477484,-0.02429167,0.00022057,0.00613229,-0.02449341,-0.00009863
18,1,-0.00621075,0.01066182,0.00008044,-0.00585257,0.01088844,0.00009723
18,2,-0.01145647,0.00120459,-0.00018692,-0.01146083,0.001631,-0.00015749
18,3,-0.0082489,-0.00824166,-0.00024585,-0.00859936,-0.00883625,-0.00021572
18,4,0.01340534,-0.00809195,0.00013774,0.01388171,-0.00810463,0.00007448
18,5,-0.00575997,0.01080187,0.00033823,-0.00653447,0.01064139,0.00001746
18,6,0.00330608,0.00068358,0.00024135,0.00370309,0.00047186,0.00056422
18,7,-0.00681799,0.0032659,0.00063424,-0.00583025,0.00302684,0.00125277
18,8,-0.00320195,-0.01793683,-0.00006167,-0.00369976,-0.01708203,-0.00076992
18,9,0.00947466,0.01554622,-0.00121694,0.00871836,0.01536726,-0.00175844
18,10,0.00034266,-0.00115957,-0.00030734,0.00091841,-0.001293,0.00028413
18,11,-0.0023942,0.00541253,-0.0002376,-0.00270019,0.00524993,0.00006488
18,12,0.00266113,0.02187286,-0.00066998,0.00262122,0.02225085,-0.00078342
18,13,0.00501058,-0.00702114,0.00021004,0.00505255,-0.00710553,0.00022379
18,14,-0.00221517,-0.00942633,-0.00000584,-0.00213687,-0.01006903,-0.00003059
18,15,0.00719523,0.00029482,0.00024016,0.00684121,0.00065395,0.00032796
18,16,0.00490975,-0.01786671,0.00104993,0.00507776,-0.01769105,0.00080865
19,1,-0.00249584,0.00345077,0.00012987,-0.0028018,0.00312104,0.0001327
19,2,-0.00189273,0.00719395,0.00037893,-0.00259752,0.00753715,0.00039296
19,3,-0.01365264,-0.00386666,0.00000421,-0.01420966,-0.00478054,0.00001811
19,4,-0.0033929,-0.01015394,-0.00021918,-0.00139093,-0.00944664,-0.0002443
19,5,-0.01195444,0.01018908,0.00016439,-0.01037546,0.0105076,0.00007375
19,6,0.01111186,0.00046174,-0.00014453,0.00871005,0.00078094,-0.00008248
19,7,0.01093319,-0.0006305,-0.00014827,0.00926977,-0.00110388,-0.00011835
19,8,0.00420538,-0.01259247,-0.00019534,0.00544083,-0.0127295,-0.00022396
19,9,0.0001091,0.00935274,0.00003802,0.00111966,0.00912886,0.00009529
19,10,-0.01384366,0.00234176,-0.00002458,-0.01399447,0.0020252,-0.0000654
19,11,-0.01147761,0.00048247,-0.00008168,-0.01043179,0.00079148,-0.00013803
19,12,-0.00330052,-0.00848505,0.00020109,-0.00333752,-0.00851424,0.00028212
19,13,0.00664352,0.01669136,-0.00054026,0.00554536,0.01674723,-0.00053346
19,14,-0.00691519,-0.00370405,-0.00020378,-0.00604017,-0.00328898,-0.00014938
19,15,0.00122522,0.0074654,0.00002669,0.00130838,0.00732396,-0.00015488
19,16,0.02048069,-0.00767019,0.00049748,0.01897033,-0.00794521,0.00050994
19,17,0.01421657,-0.0105264,0.00011695,0.01481495,-0.01015446,0.00020538
20,1,-0.01884474,0.00825744,-0.00052241,-0.01930246,0.00671886,-0.00037438
20,2,-0.01178739,-0.00510698,-0.00041444,-0.01158557,-0.00318322,-0.0007057
20,3,0.01334725,-0.00522196,0.0008549,0.01334879,-0.00560454,0.00021801
20,4,0.02000968,-0.00235156,-0.00019777,0.01967331,-0.00263354,0.00064363
20,5,-0.00408995,0.00915723,0.00011399,-0.00423908,0.00997886,0.0008487
20,6,-0.0108034,0.00037383,0.00070766,-0.0120301,-0.00028172,0.0001757
20,7,-0.00799308,-0.00618058,0.00010755,-0.00773715,-0.00690768,0.00037102
